num.trees,sample.fraction,MSE,runtime_training,runtime_prediction 
23.0,0.98,580106974.632917,0.0500000000010914,0.0300000000006548
23.0,0.99,619359130.814141,0.0400000000008731,0.0100000000002183
23.0,1.0,527225749.120382,0.0500000000010914,0.0100000000002183
24.0,0.01,1715396327.92294,0.0300000000006548,0.0400000000008731
24.0,0.02,1275222362.17589,0.0100000000002183,0.0100000000002183
24.0,0.03,1015034483.76308,0.0199999999986176,0.0400000000008731
24.0,0.04,1001197925.17401,0.0300000000006548,0.0200000000004366
24.0,0.05,1058366234.70017,0.0400000000008731,0.0300000000006548
24.0,0.06,936238054.368211,0.0299999999988358,0.0100000000002183
24.0,0.07,943513889.829111,0.0400000000008731,0.0100000000002183
24.0,0.08,901119823.568038,0.0299999999988358,0.0200000000004366
24.0,0.09,865133235.415448,0.0300000000006548,0.0100000000002183
24.0,0.1,863448896.226191,0.0100000000002183,0.0100000000002183
24.0,0.11,825981727.875844,0.0299999999988358,0.0200000000004366
24.0,0.12,759677564.88117,0.0500000000010914,0.0100000000002183
24.0,0.13,765467767.799706,0.0300000000006548,0.0100000000002183
24.0,0.14,798009283.597062,0.0500000000010914,0.0100000000002183
24.0,0.15,809848724.648574,0.0300000000006548,0.0300000000006548
24.0,0.16,745976713.946999,0.0300000000006548,0.0100000000002183
24.0,0.17,736532320.38399,0.0299999999988358,0.0299999999988358
24.0,0.18,781286680.287242,0.0300000000006548,0.0100000000002183
24.0,0.19,728357397.540418,0.0300000000006548,0.0199999999986176
24.0,0.2,728593366.939461,0.0299999999988358,0.0200000000004366
24.0,0.21,735776162.792156,0.0300000000006548,0.0100000000002183
24.0,0.22,806840284.202707,0.0299999999988358,0.0200000000004366
24.0,0.23,722281099.660949,0.0400000000008731,0.0200000000004366
24.0,0.24,741533357.273699,0.0299999999988358,0.0300000000006548
24.0,0.25,807029635.183671,0.0300000000006548,0.0199999999986176
24.0,0.26,712692356.212628,0.0299999999988358,0.0200000000004366
24.0,0.27,711588008.826053,0.0400000000008731,0.0100000000002183
24.0,0.28,765564973.980156,0.0500000000010914,0.0400000000008731
24.0,0.29,681510695.598849,0.0599999999994907,0.0100000000002183
24.0,0.3,735256037.081914,0.0300000000006548,0.0200000000004366
24.0,0.31,728568931.979897,0.0599999999994907,0.0300000000006548
24.0,0.32,711019885.619721,0.0300000000006548,0.0100000000002183
24.0,0.33,698379306.440341,0.0300000000006548,0.0200000000004366
24.0,0.34,670883640.395895,0.0299999999988358,0.0100000000002183
24.0,0.35,735585177.870694,0.0400000000008731,0.0100000000002183
24.0,0.36,668671718.810676,0.0299999999988358,0.0100000000002183
24.0,0.37,671512660.615278,0.0500000000010914,0.0200000000004366
24.0,0.38,678762066.594672,0.0300000000006548,0.0200000000004366
24.0,0.39,681114291.619271,0.0300000000006548,0.0300000000006548
24.0,0.4,701215110.981498,0.0299999999988358,0.0100000000002183
24.0,0.41,657363230.042899,0.0500000000010914,0.0300000000006548
24.0,0.42,751024432.42396,0.0299999999988358,0.0100000000002183
24.0,0.43,654620336.720715,0.0300000000006548,0.0100000000002183
24.0,0.44,721767276.340004,0.0499999999992724,0.0100000000002183
24.0,0.45,758022012.966449,0.0499999999992724,0.0099999999983992
24.0,0.46,671517552.039709,0.0300000000006548,0.0300000000006548
24.0,0.47,678695748.302415,0.0499999999992724,0.0100000000002183
24.0,0.48,675503117.736967,0.0300000000006548,0.0100000000002183
24.0,0.49,678214423.542896,0.0299999999988358,0.0200000000004366
24.0,0.5,682353375.164231,0.0500000000010914,0.0199999999986176
24.0,0.51,704738759.785051,0.0400000000008731,0.0200000000004366
24.0,0.52,594229159.079441,0.0299999999988358,0.0200000000004366
24.0,0.53,661052100.354183,0.0400000000008731,0.0200000000004366
24.0,0.54,618728246.876952,0.0299999999988358,0.0300000000006548
24.0,0.55,624920574.492357,0.0300000000006548,0.0199999999986176
24.0,0.56,688728333.604813,0.0399999999990541,0.0200000000004366
24.0,0.57,673703371.287126,0.0499999999992724,0.0100000000002183
24.0,0.58,615335391.557829,0.0500000000010914,0.0100000000002183
24.0,0.59,624397739.981864,0.0499999999992724,0.0100000000002183
24.0,0.6,637509736.574383,0.0499999999992724,0.0099999999983992
24.0,0.61,670741916.320814,0.0500000000010914,0.0200000000004366
24.0,0.62,719951251.454699,0.0299999999988358,0.0200000000004366
24.0,0.63,653076792.413072,0.0300000000006548,0.0199999999986176
24.0,0.64,662616615.12437,0.0299999999988358,0.0200000000004366
24.0,0.65,654353414.059493,0.0400000000008731,0.0100000000002183
24.0,0.66,677003038.409986,0.0300000000006548,0.0300000000006548
24.0,0.67,691716532.232477,0.0299999999988358,0.0200000000004366
24.0,0.68,628787009.628263,0.0500000000010914,0.0200000000004366
24.0,0.69,621336307.316098,0.0399999999990541,0.0200000000004366
24.0,0.7,616255737.727711,0.0600000000013097,0.0100000000002183
24.0,0.71,554719535.009944,0.0299999999988358,0.0200000000004366
24.0,0.72,634177907.950951,0.0300000000006548,0.0100000000002183
24.0,0.73,646949235.999547,0.0299999999988358,0.0100000000002183
24.0,0.74,642972652.663709,0.0500000000010914,0.0200000000004366
24.0,0.75,610394817.618233,0.0499999999992724,0.0300000000006548
24.0,0.76,680252644.872393,0.0400000000008731,0.0199999999986176
24.0,0.77,628565218.207148,0.0399999999990541,0.0200000000004366
24.0,0.78,702618818.366466,0.0499999999992724,0.0100000000002183
24.0,0.79,622061430.242346,0.0300000000006548,0.0300000000006548
24.0,0.8,658964096.964627,0.0399999999990541,0.0200000000004366
24.0,0.81,578625401.187754,0.0500000000010914,0.0200000000004366
24.0,0.82,628033660.782818,0.0299999999988358,0.0300000000006548
24.0,0.83,633508671.703891,0.0400000000008731,0.0199999999986176
24.0,0.84,564754122.347385,0.0399999999990541,0.0200000000004366
24.0,0.85,543897897.016974,0.0400000000008731,0.0299999999988358
24.0,0.86,549144020.424992,0.0400000000008731,0.0300000000006548
24.0,0.87,559838339.437265,0.0499999999992724,0.0099999999983992
24.0,0.88,616072067.61623,0.0500000000010914,0.0200000000004366
24.0,0.89,635114462.099536,0.0299999999988358,0.0100000000002183
24.0,0.9,592027965.842041,0.0500000000010914,0.0300000000006548
24.0,0.91,605141039.927626,0.0299999999988358,0.0100000000002183
24.0,0.92,613347764.577228,0.0500000000010914,0.0200000000004366
24.0,0.93,679461056.366629,0.0399999999990541,0.0200000000004366
24.0,0.94,585888166.501004,0.0400000000008731,0.0200000000004366
24.0,0.95,566874204.530801,0.0399999999990541,0.0200000000004366
24.0,0.96,560306848.838934,0.0500000000010914,0.0100000000002183
24.0,0.97,542766606.486056,0.0499999999992724,0.0200000000004366
24.0,0.98,579141010.833114,0.0500000000010914,0.0100000000002183
24.0,0.99,605743937.995409,0.0499999999992724,0.0200000000004366
24.0,1.0,540882612.674497,0.0400000000008731,0.0200000000004366
25.0,0.01,1737016496.60007,0.0100000000002183,0.0100000000002183
25.0,0.02,1273176018.18149,0.0299999999988358,0.0200000000004366
25.0,0.03,1007459972.15471,0.0200000000004366,0.0199999999986176
25.0,0.04,1002550324.62816,0.0300000000006548,0.0100000000002183
25.0,0.05,1057630006.70031,0.0299999999988358,0.0200000000004366
25.0,0.06,924506296.38072,0.0200000000004366,0.0300000000006548
25.0,0.07,952785782.51259,0.0300000000006548,0.0199999999986176
25.0,0.08,908461775.893961,0.0200000000004366,0.0200000000004366
25.0,0.09,861650649.699571,0.0299999999988358,0.0100000000002183
25.0,0.1,852297679.811981,0.0299999999988358,0.0200000000004366
25.0,0.11,825807350.511553,0.0400000000008731,0.0200000000004366
25.0,0.12,765261086.238368,0.0100000000002183,0.0300000000006548
25.0,0.13,769826631.837539,0.0299999999988358,0.0200000000004366
25.0,0.14,794957401.835926,0.0300000000006548,0.0299999999988358
25.0,0.15,814683407.65128,0.0300000000006548,0.0100000000002183
25.0,0.16,740648976.666144,0.0499999999992724,0.0200000000004366
25.0,0.17,732220748.760522,0.0400000000008731,0.0100000000002183
25.0,0.18,765246432.967998,0.0100000000002183,0.0100000000002183
25.0,0.19,714003938.357895,0.0300000000006548,0.0200000000004366
25.0,0.2,720550711.164349,0.0299999999988358,0.0200000000004366
25.0,0.21,740516058.005927,0.0400000000008731,0.0200000000004366
25.0,0.22,804289697.188483,0.0300000000006548,0.0300000000006548
25.0,0.23,730805765.353912,0.0299999999988358,0.0200000000004366
25.0,0.24,734274351.435505,0.0300000000006548,0.0299999999988358
25.0,0.25,799808300.043332,0.0300000000006548,0.0100000000002183
25.0,0.26,712731882.249454,0.0299999999988358,0.0200000000004366
25.0,0.27,710697062.376165,0.0300000000006548,0.0199999999986176
25.0,0.28,766855939.322894,0.0300000000006548,0.0100000000002183
25.0,0.29,681300529.453489,0.0300000000006548,0.0099999999983992
25.0,0.3,736515501.042963,0.0300000000006548,0.0300000000006548
25.0,0.31,722648610.817034,0.0299999999988358,0.0200000000004366
25.0,0.32,694411111.470967,0.0300000000006548,0.0299999999988358
25.0,0.33,686125357.513666,0.0299999999988358,0.0200000000004366
25.0,0.34,670068845.554151,0.0400000000008731,0.0100000000002183
25.0,0.35,715284053.993147,0.0300000000006548,0.0100000000002183
25.0,0.36,666160801.798381,0.0499999999992724,0.0100000000002183
25.0,0.37,674604359.938633,0.0300000000006548,0.0299999999988358
25.0,0.38,681459653.114084,0.0299999999988358,0.0100000000002183
25.0,0.39,664430027.824494,0.0300000000006548,0.0100000000002183
25.0,0.4,697632238.19741,0.0300000000006548,0.0300000000006548
25.0,0.41,663928866.585006,0.0299999999988358,0.0200000000004366
25.0,0.42,745232543.219269,0.0300000000006548,0.0299999999988358
25.0,0.43,653376513.55763,0.0399999999990541,0.0099999999983992
25.0,0.44,723091587.591942,0.0300000000006548,0.0200000000004366
25.0,0.45,755797446.518298,0.0299999999988358,0.0200000000004366
25.0,0.46,669296796.337918,0.0400000000008731,0.0199999999986176
25.0,0.47,667324720.696725,0.0299999999988358,0.0200000000004366
25.0,0.48,674847020.389189,0.0400000000008731,0.0199999999986176
25.0,0.49,671712120.021917,0.0300000000006548,0.0200000000004366
25.0,0.5,687289482.662943,0.0499999999992724,0.0099999999983992
25.0,0.51,698982646.408394,0.0500000000010914,0.0200000000004366
25.0,0.52,604737300.709888,0.0299999999988358,0.0200000000004366
25.0,0.53,667465336.178958,0.0300000000006548,0.0299999999988358
25.0,0.54,604461495.886111,0.0499999999992724,0.0200000000004366
25.0,0.55,605643261.60559,0.0500000000010914,0.0299999999988358
25.0,0.56,667814288.558894,0.0499999999992724,0.0100000000002183
25.0,0.57,671851709.558795,0.0300000000006548,0.0299999999988358
25.0,0.58,613650918.146586,0.0499999999992724,0.0100000000002183
25.0,0.59,639505626.667266,0.0499999999992724,0.0299999999988358
25.0,0.6,635711358.389323,0.0399999999990541,0.0200000000004366
25.0,0.61,676201130.367119,0.0500000000010914,0.0199999999986176
25.0,0.62,709061710.455126,0.0300000000006548,0.0300000000006548
25.0,0.63,641993529.987279,0.0499999999992724,0.0099999999983992
25.0,0.64,640886908.820252,0.0300000000006548,0.0300000000006548
25.0,0.65,646685217.987851,0.0499999999992724,0.0100000000002183
25.0,0.66,664954488.612796,0.0500000000010914,0.0300000000006548
25.0,0.67,690008362.144581,0.0499999999992724,0.0100000000002183
25.0,0.68,629317671.034231,0.0500000000010914,0.0200000000004366
25.0,0.69,626602668.089665,0.069999999999709,0.0200000000004366
25.0,0.7,624252251.696268,0.0399999999990541,0.0300000000006548
25.0,0.71,548451295.941771,0.069999999999709,0.0200000000004366
25.0,0.72,624648097.56169,0.0299999999988358,0.0199999999986176
25.0,0.73,641417303.795572,0.0299999999988358,0.0300000000006548
25.0,0.74,629522403.94212,0.0400000000008731,0.0100000000002183
25.0,0.75,598818071.687808,0.0600000000013097,0.0300000000006548
25.0,0.76,671314289.07893,0.0399999999990541,0.0200000000004366
25.0,0.77,625030088.523071,0.0500000000010914,0.0299999999988358
25.0,0.78,700101574.988836,0.0599999999994907,0.0300000000006548
25.0,0.79,613528463.754829,0.0599999999994907,0.0300000000006548
25.0,0.8,660394854.166967,0.0599999999994907,0.0200000000004366
25.0,0.81,592259865.409288,0.0799999999999272,0.0100000000002183
25.0,0.82,624801844.10294,0.0499999999992724,0.0200000000004366
25.0,0.83,622529016.425826,0.0499999999992724,0.0299999999988358
25.0,0.84,568516628.261756,0.0399999999990541,0.0200000000004366
25.0,0.85,550671689.874515,0.0500000000010914,0.0299999999988358
25.0,0.86,544838085.38858,0.0499999999992724,0.0300000000006548
25.0,0.87,549834614.331832,0.0500000000010914,0.0200000000004366
25.0,0.88,614261292.138314,0.0499999999992724,0.0200000000004366
25.0,0.89,631181141.247317,0.0400000000008731,0.0199999999986176
25.0,0.9,593404892.123164,0.0499999999992724,0.0200000000004366
25.0,0.91,606811880.637948,0.0500000000010914,0.0299999999988358
25.0,0.92,618439486.477634,0.0499999999992724,0.0100000000002183
25.0,0.93,684938916.758521,0.0499999999992724,0.0200000000004366
25.0,0.94,580671030.322559,0.0499999999992724,0.0100000000002183
25.0,0.95,570100016.172289,0.0400000000008731,0.0199999999986176
25.0,0.96,567313706.232175,0.0399999999990541,0.0400000000008731
25.0,0.97,534474554.486478,0.0500000000010914,0.0199999999986176
25.0,0.98,587224564.467918,0.0499999999992724,0.0100000000002183
25.0,0.99,600366332.123499,0.0499999999992724,0.0200000000004366
25.0,1.0,549183626.884401,0.0599999999994907,0.0200000000004366
26.0,0.01,1738734434.27147,0.0300000000006548,0.0100000000002183
26.0,0.02,1261114513.40512,0.0100000000002183,0.0100000000002183
26.0,0.03,1007653549.34617,0.0299999999988358,0.0200000000004366
26.0,0.04,994511998.409663,0.0200000000004366,0.0300000000006548
26.0,0.05,1047409572.00055,0.0300000000006548,0.0199999999986176
26.0,0.06,926129843.435269,0.0300000000006548,0.0300000000006548
26.0,0.07,961179807.956216,0.0299999999988358,0.0100000000002183
26.0,0.08,910551647.656394,0.0300000000006548,0.0200000000004366
26.0,0.09,857896294.8812,0.0299999999988358,0.0300000000006548
26.0,0.1,842487105.818753,0.0300000000006548,0.0299999999988358
26.0,0.11,814791851.591569,0.0300000000006548,0.0100000000002183
26.0,0.12,766998979.175174,0.0099999999983992,0.0400000000008731
26.0,0.13,764129120.009616,0.0200000000004366,0.0299999999988358
26.0,0.14,784171904.517673,0.0300000000006548,0.0100000000002183
26.0,0.15,821652909.046532,0.0299999999988358,0.0100000000002183
26.0,0.16,739170184.88231,0.0299999999988358,0.0299999999988358
26.0,0.17,741237312.361429,0.0400000000008731,0.0400000000008731
26.0,0.18,769989334.051333,0.0299999999988358,0.0100000000002183
26.0,0.19,706369161.615787,0.0300000000006548,0.0100000000002183
26.0,0.2,722792224.934743,0.0300000000006548,0.0299999999988358
26.0,0.21,738639995.466166,0.0299999999988358,0.0200000000004366
26.0,0.22,791868983.291902,0.0299999999988358,0.0100000000002183
26.0,0.23,726257685.899942,0.0300000000006548,0.0299999999988358
26.0,0.24,733149017.783763,0.0300000000006548,0.0300000000006548
26.0,0.25,791187996.319377,0.0299999999988358,0.0200000000004366
26.0,0.26,697917212.665757,0.0400000000008731,0.0200000000004366
26.0,0.27,706120760.889795,0.0299999999988358,0.0100000000002183
26.0,0.28,772669522.730401,0.0300000000006548,0.0100000000002183
26.0,0.29,690117255.427739,0.0300000000006548,0.0100000000002183
26.0,0.3,739282928.09263,0.0499999999992724,0.0200000000004366
26.0,0.31,710887544.652875,0.0400000000008731,0.0299999999988358
26.0,0.32,686845490.986421,0.0300000000006548,0.0100000000002183
26.0,0.33,690593867.577089,0.0299999999988358,0.0100000000002183
26.0,0.34,657502561.179356,0.0499999999992724,0.0099999999983992
26.0,0.35,699340425.085486,0.0300000000006548,0.0200000000004366
26.0,0.36,661607248.194306,0.0299999999988358,0.0200000000004366
26.0,0.37,676024663.544617,0.0300000000006548,0.0299999999988358
26.0,0.38,680170496.250432,0.0499999999992724,0.0200000000004366
26.0,0.39,659557432.738245,0.0400000000008731,0.0199999999986176
26.0,0.4,683161764.763209,0.0400000000008731,0.0200000000004366
26.0,0.41,659053575.568893,0.0299999999988358,0.0200000000004366
26.0,0.42,738444054.790523,0.0400000000008731,0.0200000000004366
26.0,0.43,660948304.374167,0.0299999999988358,0.0300000000006548
26.0,0.44,710688569.239441,0.0300000000006548,0.0199999999986176
26.0,0.45,753334431.862907,0.0300000000006548,0.0200000000004366
26.0,0.46,672693129.934547,0.0499999999992724,0.0300000000006548
26.0,0.47,659968412.211272,0.0300000000006548,0.0299999999988358
26.0,0.48,662532057.736405,0.0300000000006548,0.0300000000006548
26.0,0.49,673504663.516038,0.0499999999992724,0.0099999999983992
26.0,0.5,685865776.127078,0.0500000000010914,0.0200000000004366
26.0,0.51,692206450.37501,0.0399999999990541,0.0200000000004366
26.0,0.52,596616281.468357,0.0500000000010914,0.0100000000002183
26.0,0.53,653141486.394046,0.0499999999992724,0.0200000000004366
26.0,0.54,611252681.934045,0.0500000000010914,0.0199999999986176
26.0,0.55,600087882.853932,0.0400000000008731,0.0200000000004366
26.0,0.56,654730763.893641,0.0299999999988358,0.0099999999983992
26.0,0.57,670577857.888074,0.0500000000010914,0.0200000000004366
26.0,0.58,617092626.151045,0.0399999999990541,0.0200000000004366
26.0,0.59,647031229.793799,0.0300000000006548,0.0100000000002183
26.0,0.6,617766237.105319,0.0499999999992724,0.0200000000004366
26.0,0.61,651107706.900545,0.0500000000010914,0.0199999999986176
26.0,0.62,683773839.734782,0.0400000000008731,0.0200000000004366
26.0,0.63,629701585.159358,0.0299999999988358,0.0099999999983992
26.0,0.64,607706951.907339,0.0499999999992724,0.0100000000002183
26.0,0.65,629686507.776761,0.0499999999992724,0.0100000000002183
26.0,0.66,660726198.334198,0.0399999999990541,0.0200000000004366
26.0,0.67,676233231.444522,0.0499999999992724,0.0199999999986176
26.0,0.68,627318646.702255,0.0300000000006548,0.0300000000006548
26.0,0.69,625607967.935554,0.0499999999992724,0.0099999999983992
26.0,0.7,612418596.241964,0.0500000000010914,0.0300000000006548
26.0,0.71,559414611.287344,0.0499999999992724,0.0100000000002183
26.0,0.72,625533891.722417,0.0500000000010914,0.0100000000002183
26.0,0.73,637704732.424601,0.0499999999992724,0.0100000000002183
26.0,0.74,625262070.499009,0.0400000000008731,0.0100000000002183
26.0,0.75,583004528.512683,0.0300000000006548,0.0200000000004366
26.0,0.76,667525915.90378,0.0299999999988358,0.0200000000004366
26.0,0.77,614282144.352229,0.0500000000010914,0.0300000000006548
26.0,0.78,713180844.181831,0.0299999999988358,0.0300000000006548
26.0,0.79,606196317.856266,0.0500000000010914,0.0300000000006548
26.0,0.8,658450764.319003,0.0399999999990541,0.0200000000004366
26.0,0.81,586052154.727394,0.0400000000008731,0.0200000000004366
26.0,0.82,605515412.596452,0.0299999999988358,0.0300000000006548
26.0,0.83,613988919.739896,0.0500000000010914,0.0200000000004366
26.0,0.84,575012577.916072,0.0500000000010914,0.0299999999988358
26.0,0.85,551350638.346366,0.0799999999999272,0.0200000000004366
26.0,0.86,547163105.780584,0.0499999999992724,0.0199999999986176
26.0,0.87,554832673.763918,0.0499999999992724,0.0200000000004366
26.0,0.88,615245916.766978,0.0500000000010914,0.0299999999988358
26.0,0.89,627481739.94557,0.0499999999992724,0.0200000000004366
26.0,0.9,589907131.460322,0.0599999999994907,0.0299999999988358
26.0,0.91,608473271.180739,0.0500000000010914,0.0300000000006548
26.0,0.92,620946319.861369,0.0499999999992724,0.0300000000006548
26.0,0.93,683047110.264359,0.0799999999999272,0.0100000000002183
26.0,0.94,574548771.043666,0.0300000000006548,0.0300000000006548
26.0,0.95,577761850.719161,0.0500000000010914,0.0300000000006548
26.0,0.96,579020527.732883,0.0400000000008731,0.0100000000002183
26.0,0.97,521079533.341739,0.0499999999992724,0.0100000000002183
26.0,0.98,585443552.910901,0.0500000000010914,0.0300000000006548
26.0,0.99,592723519.659349,0.0399999999990541,0.0299999999988358
26.0,1.0,553179098.304057,0.0500000000010914,0.0200000000004366
27.0,0.01,1713977559.4012,0.0299999999988358,0.0200000000004366
27.0,0.02,1240446648.62656,0.0300000000006548,0.0299999999988358
27.0,0.03,1012377558.84673,0.0300000000006548,0.0200000000004366
27.0,0.04,996681568.577925,0.0200000000004366,0.0100000000002183
27.0,0.05,1040502695.82004,0.0300000000006548,0.0300000000006548
27.0,0.06,928911143.180863,0.0399999999990541,0.0299999999988358
27.0,0.07,971801530.796098,0.0300000000006548,0.0100000000002183
27.0,0.08,914229941.953895,0.0300000000006548,0.0299999999988358
27.0,0.09,861219483.286986,0.0300000000006548,0.0200000000004366
27.0,0.1,851432888.801591,0.0400000000008731,0.0299999999988358
27.0,0.11,817705668.377362,0.0300000000006548,0.0200000000004366
27.0,0.12,775428338.800322,0.0299999999988358,0.0299999999988358
27.0,0.13,779301450.02444,0.0400000000008731,0.0200000000004366
27.0,0.14,784079553.137967,0.0299999999988358,0.0200000000004366
27.0,0.15,821130591.228988,0.0300000000006548,0.0100000000002183
27.0,0.16,745459422.281592,0.0300000000006548,0.0100000000002183
27.0,0.17,739017189.120403,0.0299999999988358,0.0200000000004366
27.0,0.18,772805247.182651,0.0300000000006548,0.0199999999986176
27.0,0.19,699665227.24307,0.0300000000006548,0.0200000000004366
27.0,0.2,729277967.27286,0.0299999999988358,0.0200000000004366
27.0,0.21,749375310.784988,0.0400000000008731,0.0200000000004366
27.0,0.22,789859931.969162,0.0299999999988358,0.0100000000002183
27.0,0.23,730058324.006515,0.0300000000006548,0.0100000000002183
27.0,0.24,739886036.258159,0.0299999999988358,0.0400000000008731
27.0,0.25,799303399.472945,0.0500000000010914,0.0199999999986176
27.0,0.26,699076825.958078,0.0300000000006548,0.0300000000006548
27.0,0.27,712072230.560774,0.0299999999988358,0.0300000000006548
27.0,0.28,770257483.095138,0.0300000000006548,0.0299999999988358
27.0,0.29,690019801.828183,0.0300000000006548,0.0300000000006548
27.0,0.3,733437139.229286,0.0300000000006548,0.0100000000002183
27.0,0.31,717338759.968661,0.0299999999988358,0.0100000000002183
27.0,0.32,687930460.615888,0.0400000000008731,0.0100000000002183
27.0,0.33,690633534.334948,0.0399999999990541,0.0100000000002183
27.0,0.34,658259586.611451,0.0399999999990541,0.0100000000002183
27.0,0.35,696974478.611166,0.0499999999992724,0.0200000000004366
27.0,0.36,668738035.411588,0.0599999999994907,0.0199999999986176
27.0,0.37,684628017.593099,0.0299999999988358,0.0099999999983992
27.0,0.38,686548044.310327,0.0300000000006548,0.0200000000004366
27.0,0.39,662898822.717314,0.0499999999992724,0.0199999999986176
27.0,0.4,674515826.794535,0.0299999999988358,0.0200000000004366
27.0,0.41,653294022.473829,0.070000000001528,0.0200000000004366
27.0,0.42,744579753.498174,0.0299999999988358,0.0200000000004366
27.0,0.43,659335725.395379,0.0500000000010914,0.0200000000004366
27.0,0.44,705810006.2252,0.0499999999992724,0.0100000000002183
27.0,0.45,743187693.980636,0.0499999999992724,0.0100000000002183
27.0,0.46,673052837.057328,0.0500000000010914,0.0100000000002183
27.0,0.47,652966802.255707,0.0299999999988358,0.0100000000002183
27.0,0.48,664609474.936112,0.0300000000006548,0.0300000000006548
27.0,0.49,666531958.114018,0.0500000000010914,0.0200000000004366
27.0,0.5,693016655.983025,0.0399999999990541,0.0200000000004366
27.0,0.51,676037312.335663,0.0300000000006548,0.0199999999986176
27.0,0.52,601507811.368496,0.0299999999988358,0.0200000000004366
27.0,0.53,645422777.400976,0.0500000000010914,0.0399999999990541
27.0,0.54,622362416.731949,0.0499999999992724,0.0300000000006548
27.0,0.55,603009734.941233,0.0599999999994907,0.0100000000002183
27.0,0.56,650075428.499209,0.0599999999994907,0.0299999999988358
27.0,0.57,676246041.155749,0.0399999999990541,0.0100000000002183
27.0,0.58,601718651.362275,0.069999999999709,0.0299999999988358
27.0,0.59,635000298.30219,0.0399999999990541,0.0200000000004366
27.0,0.6,606993438.165816,0.0499999999992724,0.0200000000004366
27.0,0.61,649985534.704735,0.0500000000010914,0.0300000000006548
27.0,0.62,684125570.565769,0.0400000000008731,0.0100000000002183
27.0,0.63,627380146.515139,0.0499999999992724,0.0300000000006548
27.0,0.64,619530329.909592,0.0500000000010914,0.0200000000004366
27.0,0.65,617061626.580248,0.0399999999990541,0.0200000000004366
27.0,0.66,658514871.627498,0.0300000000006548,0.0100000000002183
27.0,0.67,655573669.276883,0.0499999999992724,0.0200000000004366
27.0,0.68,626840260.684301,0.0500000000010914,0.0199999999986176
27.0,0.69,628099954.430414,0.0499999999992724,0.0200000000004366
27.0,0.7,609863260.231382,0.0500000000010914,0.0300000000006548
27.0,0.71,564912698.709766,0.0400000000008731,0.0200000000004366
27.0,0.72,614791350.141757,0.0500000000010914,0.0100000000002183
27.0,0.73,646221386.486627,0.0299999999988358,0.0200000000004366
27.0,0.74,611917312.035018,0.0500000000010914,0.0100000000002183
27.0,0.75,582711935.134241,0.0300000000006548,0.0199999999986176
27.0,0.76,665831382.694016,0.0399999999990541,0.0400000000008731
27.0,0.77,607831454.689794,0.0500000000010914,0.0199999999986176
27.0,0.78,712914784.943695,0.0300000000006548,0.0300000000006548
27.0,0.79,606510465.483864,0.0499999999992724,0.0099999999983992
27.0,0.8,648088991.959654,0.0499999999992724,0.0100000000002183
27.0,0.81,592492776.53165,0.0400000000008731,0.0199999999986176
27.0,0.82,603870024.79911,0.0399999999990541,0.0200000000004366
27.0,0.83,615304773.106935,0.0500000000010914,0.0199999999986176
27.0,0.84,573671680.13134,0.0300000000006548,0.0100000000002183
27.0,0.85,545848103.606712,0.0499999999992724,0.0299999999988358
27.0,0.86,546188601.205779,0.0499999999992724,0.0200000000004366
27.0,0.87,564099538.478354,0.0400000000008731,0.0199999999986176
27.0,0.88,612775629.958509,0.0499999999992724,0.0200000000004366
27.0,0.89,629427915.02355,0.0500000000010914,0.0299999999988358
27.0,0.9,580152713.589552,0.0499999999992724,0.0300000000006548
27.0,0.91,594862753.886686,0.0500000000010914,0.0200000000004366
27.0,0.92,622128160.32495,0.0399999999990541,0.0200000000004366
27.0,0.93,672531894.111677,0.0500000000010914,0.0100000000002183
27.0,0.94,566435678.488366,0.0499999999992724,0.0100000000002183
27.0,0.95,579391659.510348,0.0500000000010914,0.0300000000006548
27.0,0.96,574100450.749163,0.0399999999990541,0.0299999999988358
27.0,0.97,524319310.024952,0.0500000000010914,0.0300000000006548
27.0,0.98,564648995.474372,0.0499999999992724,0.0199999999986176
27.0,0.99,582882574.910468,0.0399999999990541,0.0200000000004366
27.0,1.0,562979484.928659,0.0500000000010914,0.0100000000002183
28.0,0.01,1728837332.87854,0.0100000000002183,0.0100000000002183
28.0,0.02,1238896758.21009,0.0100000000002183,0.0099999999983992
28.0,0.03,1004287145.72545,0.0300000000006548,0.0100000000002183
28.0,0.04,984681441.24658,0.0300000000006548,0.0100000000002183
28.0,0.05,1018827642.6826,0.0299999999988358,0.0400000000008731
28.0,0.06,914423126.805468,0.0400000000008731,0.0199999999986176
28.0,0.07,955121898.963286,0.0300000000006548,0.0100000000002183
28.0,0.08,901642381.605464,0.0100000000002183,0.0300000000006548
28.0,0.09,855186376.483959,0.0299999999988358,0.0200000000004366
28.0,0.1,844608720.88065,0.0200000000004366,0.0200000000004366
28.0,0.11,809695437.964981,0.0300000000006548,0.0300000000006548
28.0,0.12,773504450.986197,0.0299999999988358,0.0300000000006548
28.0,0.13,761315576.652402,0.0300000000006548,0.0299999999988358
28.0,0.14,766305437.689678,0.0299999999988358,0.0200000000004366
28.0,0.15,809040918.697872,0.0400000000008731,0.0100000000002183
28.0,0.16,744737642.087931,0.0300000000006548,0.0299999999988358
28.0,0.17,730340482.897447,0.0300000000006548,0.0200000000004366
28.0,0.18,774148055.169939,0.0299999999988358,0.0200000000004366
28.0,0.19,690205144.511519,0.0300000000006548,0.0299999999988358
