num.trees,sample.fraction,MSE,runtime_training,runtime_prediction
2.0,0.07,1842103958.58797,0.0200000000004366,0.0100000000002183
2.0,0.08,1460211174.30294,0.0100000000002183,0.0299999999988358
2.0,0.09,1742806540.27026,0.0299999999988358,0.0200000000004366
2.0,0.1,1745965365.01398,0.0299999999988358,0.0200000000004366
2.0,0.11,1583031458.14895,0.0400000000008731,0.0100000000002183
2.0,0.12,1557991511.34991,0.0300000000006548,0.0199999999986176
2.0,0.13,1478019757.9799,0.0300000000006548,0.0200000000004366
2.0,0.14,1321157262.04106,0.0299999999988358,0.0100000000002183
2.0,0.15,1344226849.68077,0.0299999999988358,0.0200000000004366
2.0,0.16,1437611373.28024,0.0300000000006548,0.0099999999983992
2.0,0.17,1482468295.60977,0.0200000000004366,0.0200000000004366
2.0,0.18,1519909563.34312,0.0300000000006548,0.0200000000004366
2.0,0.19,1415311732.31037,0.0199999999986176,0.0300000000006548
2.0,0.2,1387043107.02306,0.0300000000006548,0.0100000000002183
2.0,0.21,1265343953.57075,0.0200000000004366,0.0299999999988358
2.0,0.22,1405103528.55736,0.0100000000002183,0.0299999999988358
2.0,0.23,1370014358.00931,0.0200000000004366,0.0200000000004366
2.0,0.24,1610735890.45307,0.0299999999988358,0.0200000000004366
2.0,0.25,1395674407.90244,0.0200000000004366,0.0100000000002183
2.0,0.26,1483709910.42317,0.0100000000002183,0.0100000000002183
2.0,0.27,1392311974.41028,0.0300000000006548,0.0200000000004366
2.0,0.28,1489367830.48411,0.0299999999988358,0.0100000000002183
2.0,0.29,1166297729.32491,0.0299999999988358,0.0200000000004366
2.0,0.3,1219764160.11857,0.0300000000006548,0.0099999999983992
2.0,0.31,1236870456.01166,0.0400000000008731,0.0200000000004366
2.0,0.32,1442052392.16867,0.0300000000006548,0.0200000000004366
2.0,0.33,1463953944.81606,0.0299999999988358,0.0200000000004366
2.0,0.34,1164342122.43839,0.0300000000006548,0.0400000000008731
2.0,0.35,1515686982.9401,0.0400000000008731,0.0100000000002183
2.0,0.36,1309383250.2815,0.0300000000006548,0.0199999999986176
2.0,0.37,1323367533.13731,0.0300000000006548,0.0100000000002183
2.0,0.38,1249232150.48391,0.0500000000010914,0.0100000000002183
2.0,0.39,1199389591.78883,0.0300000000006548,0.0299999999988358
2.0,0.4,1421309323.02995,0.0400000000008731,0.0100000000002183
2.0,0.41,1242348880.82396,0.0199999999986176,0.0300000000006548
2.0,0.42,1364515728.03943,0.0300000000006548,0.0099999999983992
2.0,0.43,1244263964.70307,0.0400000000008731,0.0200000000004366
2.0,0.44,1114900308.27424,0.0100000000002183,0.0100000000002183
2.0,0.45,1311539528.88238,0.0100000000002183,0.0199999999986176
2.0,0.46,1251590848.35769,0.0299999999988358,0.0200000000004366
2.0,0.47,1246434994.68634,0.0299999999988358,0.0200000000004366
2.0,0.48,1272751295.93143,0.0400000000008731,0.0100000000002183
2.0,0.49,1448340047.09662,0.0300000000006548,0.0199999999986176
2.0,0.5,1017787120.88906,0.0300000000006548,0.0300000000006548
2.0,0.51,845571557.627686,0.0100000000002183,0.0300000000006548
2.0,0.52,1162828484.97609,0.0299999999988358,0.0200000000004366
2.0,0.53,1420072387.95773,0.0300000000006548,0.0099999999983992
2.0,0.54,1331608495.74421,0.0400000000008731,0.0200000000004366
2.0,0.55,1112379180.44723,0.0300000000006548,0.0200000000004366
2.0,0.56,998511371.191792,0.0399999999990541,0.0300000000006548
2.0,0.57,1381861433.13379,0.0299999999988358,0.0200000000004366
2.0,0.58,1386238454.86228,0.0200000000004366,0.0199999999986176
2.0,0.59,1156755924.77919,0.0300000000006548,0.0200000000004366
2.0,0.6,1431047580.4151,0.0299999999988358,0.0200000000004366
2.0,0.61,1707578232.98097,0.0100000000002183,0.0100000000002183
2.0,0.62,1125474171.52326,0.0300000000006548,0.0300000000006548
2.0,0.63,1234376774.98083,0.0300000000006548,0.0300000000006548
2.0,0.64,1359770763.29241,0.0400000000008731,0.0300000000006548
2.0,0.65,1566071624.00993,0.0299999999988358,0.0200000000004366
2.0,0.66,1174687641.91911,0.0300000000006548,0.0199999999986176
2.0,0.67,1260925351.93106,0.0300000000006548,0.0300000000006548
2.0,0.68,940430583.841207,0.0400000000008731,0.0200000000004366
2.0,0.69,1382734128.96079,0.0300000000006548,0.0100000000002183
2.0,0.7,1142453024.02293,0.0100000000002183,0.0100000000002183
2.0,0.71,1297533183.42955,0.0300000000006548,0.0100000000002183
2.0,0.72,1209954349.38553,0.0099999999983992,0.0400000000008731
2.0,0.73,1270884562.4139,0.0400000000008731,0.0100000000002183
2.0,0.74,1468210376.06352,0.0400000000008731,0.0499999999992724
2.0,0.75,1113362316.77414,0.0299999999988358,0.0100000000002183
2.0,0.76,1230851038.74057,0.0299999999988358,0.0300000000006548
2.0,0.77,1270035401.71144,0.0300000000006548,0.0199999999986176
2.0,0.78,1305407400.88555,0.0499999999992724,0.0200000000004366
2.0,0.79,1217423464.49624,0.0300000000006548,0.0300000000006548
2.0,0.8,1173594645.3644,0.0299999999988358,0.0300000000006548
2.0,0.81,1017597206.68881,0.0300000000006548,0.0199999999986176
2.0,0.82,1207619806.61817,0.0300000000006548,0.0100000000002183
2.0,0.83,1350346007.58111,0.0500000000010914,0.0100000000002183
2.0,0.84,1199304155.95065,0.0300000000006548,0.0100000000002183
2.0,0.85,1343336402.2477,0.0300000000006548,0.0400000000008731
2.0,0.86,1115327031.45069,0.0300000000006548,0.0200000000004366
2.0,0.87,1590459391.68967,0.0400000000008731,0.0400000000008731
2.0,0.88,1601380664.72215,0.0300000000006548,0.0100000000002183
2.0,0.89,1144962176.48788,0.0299999999988358,0.0300000000006548
2.0,0.9,1212089806.44642,0.0299999999988358,0.0200000000004366
2.0,0.91,1062519019.14061,0.0300000000006548,0.0099999999983992
2.0,0.92,1314649482.81956,0.0200000000004366,0.0200000000004366
2.0,0.93,1191214517.36692,0.0299999999988358,0.0100000000002183
2.0,0.94,1186273746.00205,0.0299999999988358,0.0100000000002183
2.0,0.95,1119769765.49525,0.0300000000006548,0.0199999999986176
2.0,0.96,1298382668.73931,0.0300000000006548,0.0200000000004366
2.0,0.97,1353327745.69892,0.0400000000008731,0.0199999999986176
2.0,0.98,1257136263.58074,0.0300000000006548,0.0100000000002183
2.0,0.99,1315811468.55157,0.0100000000002183,0.0300000000006548
2.0,1.0,1190989951.96305,0.0299999999988358,0.0200000000004366
3.0,0.01,2612971572.54144,0.0100000000002183,0.0300000000006548
3.0,0.02,2276856828.73635,0.0300000000006548,0.0300000000006548
3.0,0.03,1677885971.22414,0.0300000000006548,0.0299999999988358
3.0,0.04,1786131058.31341,0.0299999999988358,0.0200000000004366
3.0,0.05,1953536894.8609,0.0300000000006548,0.0200000000004366
3.0,0.06,1305077526.90166,0.0300000000006548,0.0100000000002183
3.0,0.07,1738670793.05433,0.0300000000006548,0.0199999999986176
3.0,0.08,1292508673.15542,0.0299999999988358,0.0200000000004366
3.0,0.09,1406752086.369,0.0099999999983992,0.0400000000008731
3.0,0.1,1406843982.23957,0.0400000000008731,0.0100000000002183
3.0,0.11,1442522413.79224,0.0100000000002183,0.0199999999986176
3.0,0.12,1225750983.07651,0.0300000000006548,0.0100000000002183
3.0,0.13,1272647300.91077,0.0300000000006548,0.0200000000004366
3.0,0.14,1192771801.90365,0.0299999999988358,0.0100000000002183
3.0,0.15,1066747432.31896,0.0100000000002183,0.0200000000004366
3.0,0.16,1108428915.19139,0.0200000000004366,0.0099999999983992
3.0,0.17,1092666314.01663,0.0200000000004366,0.0400000000008731
3.0,0.18,1319956074.17977,0.0100000000002183,0.0100000000002183
3.0,0.19,1292759134.70542,0.0299999999988358,0.0200000000004366
3.0,0.2,1096339664.09521,0.0300000000006548,0.0300000000006548
3.0,0.21,1184623558.70693,0.0200000000004366,0.0199999999986176
3.0,0.22,1233445969.28894,0.0200000000004366,0.0100000000002183
3.0,0.23,1230150215.21138,0.0099999999983992,0.0400000000008731
3.0,0.24,1253314879.70559,0.0200000000004366,0.0300000000006548
3.0,0.25,1260735280.7848,0.0300000000006548,0.0199999999986176
3.0,0.26,1256917470.52041,0.0300000000006548,0.0100000000002183
3.0,0.27,1095538115.87948,0.0299999999988358,0.0100000000002183
3.0,0.28,1207862866.65161,0.0299999999988358,0.0200000000004366
3.0,0.29,960902839.812409,0.0300000000006548,0.0099999999983992
3.0,0.3,1119070922.1995,0.0400000000008731,0.0200000000004366
3.0,0.31,1103860998.71929,0.0300000000006548,0.0200000000004366
3.0,0.32,1099153910.43232,0.0299999999988358,0.0100000000002183
3.0,0.33,1181950830.41698,0.0100000000002183,0.0300000000006548
3.0,0.34,1144654746.56623,0.0200000000004366,0.0299999999988358
3.0,0.35,1207804610.93889,0.0100000000002183,0.0299999999988358
3.0,0.36,1129320292.42379,0.0200000000004366,0.0200000000004366
3.0,0.37,1111494671.14929,0.0299999999988358,0.0300000000006548
3.0,0.38,1092607705.72654,0.0300000000006548,0.0199999999986176
3.0,0.39,1099534429.27374,0.0300000000006548,0.0100000000002183
3.0,0.4,1152644801.64763,0.0300000000006548,0.0300000000006548
3.0,0.41,1129835851.66808,0.0199999999986176,0.0300000000006548
3.0,0.42,1097772044.87112,0.0300000000006548,0.0099999999983992
3.0,0.43,1105068584.21641,0.0400000000008731,0.0299999999988358
3.0,0.44,982276721.503724,0.0200000000004366,0.0200000000004366
3.0,0.45,1178772968.95015,0.0299999999988358,0.0100000000002183
3.0,0.46,1201811100.57991,0.0199999999986176,0.0300000000006548
3.0,0.47,1194567215.25768,0.0100000000002183,0.0300000000006548
3.0,0.48,1054826292.77942,0.0300000000006548,0.0199999999986176
3.0,0.49,1077432289.51636,0.0300000000006548,0.0300000000006548
3.0,0.5,980886354.835646,0.0299999999988358,0.0200000000004366
3.0,0.51,893351360.30939,0.0300000000006548,0.0100000000002183
3.0,0.52,977105391.838265,0.0300000000006548,0.0200000000004366
3.0,0.53,1126780406.83778,0.0199999999986176,0.0100000000002183
3.0,0.54,1059813502.43633,0.0100000000002183,0.0099999999983992
3.0,0.55,972029023.590865,0.0299999999988358,0.0300000000006548
3.0,0.56,915481512.861223,0.0100000000002183,0.0100000000002183
3.0,0.57,1155460811.73486,0.0300000000006548,0.0100000000002183
3.0,0.58,1090618551.134,0.0299999999988358,0.0200000000004366
3.0,0.59,1041790029.72808,0.0299999999988358,0.0200000000004366
3.0,0.6,1159103320.06974,0.0400000000008731,0.0100000000002183
3.0,0.61,1138963001.6136,0.0100000000002183,0.0199999999986176
3.0,0.62,1076002851.39257,0.0300000000006548,0.0200000000004366
3.0,0.63,1038721014.83785,0.0299999999988358,0.0100000000002183
3.0,0.64,1111544145.96163,0.0299999999988358,0.0200000000004366
3.0,0.65,1289561866.18676,0.0300000000006548,0.0099999999983992
3.0,0.66,1074393900.37119,0.0400000000008731,0.0200000000004366
3.0,0.67,963340258.687389,0.0100000000002183,0.0300000000006548
3.0,0.68,739752197.714924,0.0199999999986176,0.0300000000006548
3.0,0.69,864400545.778955,0.0399999999990541,0.0199999999986176
3.0,0.7,908239331.996842,0.0499999999992724,0.0100000000002183
3.0,0.71,1229809027.17777,0.0300000000006548,0.0199999999986176
3.0,0.72,1105681740.53287,0.0299999999988358,0.0200000000004366
3.0,0.73,939280451.020275,0.0200000000004366,0.0299999999988358
3.0,0.74,1157079970.58624,0.0300000000006548,0.0300000000006548
3.0,0.75,902625015.869818,0.0299999999988358,0.0200000000004366
3.0,0.76,931704164.585427,0.0400000000008731,0.0200000000004366
3.0,0.77,1035024154.4923,0.0299999999988358,0.0100000000002183
3.0,0.78,1150934340.88212,0.0300000000006548,0.0299999999988358
3.0,0.79,966708959.823549,0.0300000000006548,0.0200000000004366
3.0,0.8,863469574.540047,0.0500000000010914,0.0199999999986176
3.0,0.81,946514841.556405,0.0300000000006548,0.0200000000004366
3.0,0.82,992916030.422825,0.0199999999986176,0.0200000000004366
3.0,0.83,1029221442.48311,0.0400000000008731,0.0200000000004366
3.0,0.84,1057223697.799,0.0100000000002183,0.0100000000002183
3.0,0.85,1079040795.0329,0.0299999999988358,0.0300000000006548
3.0,0.86,899397839.528603,0.0300000000006548,0.0200000000004366
3.0,0.87,1145324626.74267,0.0299999999988358,0.0100000000002183
3.0,0.88,1272416503.0892,0.0300000000006548,0.0199999999986176
3.0,0.89,889459963.548332,0.0200000000004366,0.0200000000004366
3.0,0.9,953661761.92046,0.0299999999988358,0.0300000000006548
3.0,0.91,906890201.775319,0.0300000000006548,0.0099999999983992
3.0,0.92,1009392770.22065,0.0300000000006548,0.0200000000004366
3.0,0.93,893031612.580001,0.0299999999988358,0.0300000000006548
3.0,0.94,1056628195.42221,0.0300000000006548,0.0100000000002183
3.0,0.95,895262994.436278,0.0100000000002183,0.0300000000006548
3.0,0.96,916907437.54592,0.0299999999988358,0.0200000000004366
3.0,0.97,1107427221.5873,0.0400000000008731,0.0100000000002183
3.0,0.98,900651684.441196,0.0300000000006548,0.0299999999988358
3.0,0.99,962763238.563463,0.0200000000004366,0.0300000000006548
3.0,1.0,888077333.97387,0.0299999999988358,0.0100000000002183
4.0,0.01,2682133541.58987,0.0299999999988358,0.0200000000004366
4.0,0.02,2072374937.06763,0.0200000000004366,0.0299999999988358
4.0,0.03,1372620117.31854,0.0300000000006548,0.0200000000004366
4.0,0.04,1666703726.00457,0.0299999999988358,0.0100000000002183
4.0,0.05,1762534968.88516,0.0100000000002183,0.0300000000006548
4.0,0.06,1283915765.51034,0.0300000000006548,0.0299999999988358
4.0,0.07,1538795927.64155,0.0300000000006548,0.0100000000002183
4.0,0.08,1222769339.0951,0.0299999999988358,0.0300000000006548
4.0,0.09,1377285044.56747,0.0299999999988358,0.0200000000004366
4.0,0.1,1275635574.76087,0.0400000000008731,0.0100000000002183
4.0,0.11,1275527952.54411,0.0300000000006548,0.0199999999986176
4.0,0.12,1178999026.95982,0.0300000000006548,0.0100000000002183
4.0,0.13,1130098110.62049,0.0300000000006548,0.0099999999983992
4.0,0.14,1044582777.80294,0.0200000000004366,0.0400000000008731
4.0,0.15,1012017682.97195,0.0100000000002183,0.0300000000006548
4.0,0.16,1067296217.76484,0.0199999999986176,0.0300000000006548
4.0,0.17,1016083458.38229,0.0299999999988358,0.0200000000004366
4.0,0.18,1116196042.17554,0.0300000000006548,0.0300000000006548
4.0,0.19,1197982874.69823,0.0299999999988358,0.0299999999988358
4.0,0.2,1110892334.12886,0.0399999999990541,0.0200000000004366
4.0,0.21,1019945807.14345,0.0400000000008731,0.0100000000002183
4.0,0.22,1084350069.79138,0.0300000000006548,0.0300000000006548
4.0,0.23,1074417738.04015,0.0299999999988358,0.0300000000006548
4.0,0.24,1138088456.64281,0.0300000000006548,0.0099999999983992
4.0,0.25,1061538927.33404,0.0400000000008731,0.0200000000004366
4.0,0.26,1095235351.69187,0.0300000000006548,0.0200000000004366
4.0,0.27,990621639.660731,0.0299999999988358,0.0100000000002183
4.0,0.28,1116726066.20864,0.0100000000002183,0.0200000000004366
4.0,0.29,857216827.748392,0.0200000000004366,0.0199999999986176
4.0,0.3,1034425391.20759,0.0300000000006548,0.0100000000002183
4.0,0.31,1062202737.55144,0.0299999999988358,0.0200000000004366
4.0,0.32,975627282.361229,0.0400000000008731,0.0299999999988358
4.0,0.33,1086591511.59964,0.0299999999988358,0.0100000000002183
4.0,0.34,884369256.991503,0.0299999999988358,0.0200000000004366
4.0,0.35,1097861299.1698,0.0200000000004366,0.0299999999988358
4.0,0.36,1023458453.55601,0.0200000000004366,0.0200000000004366
4.0,0.37,969879834.624259,0.0299999999988358,0.0300000000006548
4.0,0.38,905860120.61951,0.0300000000006548,0.0300000000006548
4.0,0.39,894190611.742782,0.0299999999988358,0.0200000000004366
4.0,0.4,1028835647.73034,0.0200000000004366,0.0299999999988358
4.0,0.41,950665442.715161,0.0300000000006548,0.0100000000002183
4.0,0.42,998885970.598536,0.0300000000006548,0.0200000000004366
4.0,0.43,909505042.339249,0.0299999999988358,0.0100000000002183
4.0,0.44,864790081.736699,0.0300000000006548,0.0299999999988358
4.0,0.45,1058547403.19494,0.0400000000008731,0.0200000000004366
4.0,0.46,1021184803.36155,0.0300000000006548,0.0100000000002183
4.0,0.47,1038833100.78747,0.0299999999988358,0.0200000000004366
4.0,0.48,935088467.426849,0.0300000000006548,0.0199999999986176
4.0,0.49,961776407.112,0.0200000000004366,0.0200000000004366
4.0,0.5,927818158.115288,0.0200000000004366,0.0100000000002183
4.0,0.51,862396735.476809,0.0100000000002183,0.0299999999988358
4.0,0.52,807238086.72779,0.0300000000006548,0.0200000000004366
4.0,0.53,917014919.975685,0.0299999999988358,0.0200000000004366
4.0,0.54,856738089.277116,0.0300000000006548,0.0299999999988358
4.0,0.55,838667471.790029,0.0200000000004366,0.0200000000004366
4.0,0.56,857440443.083245,0.0299999999988358,0.0300000000006548
4.0,0.57,984572468.707795,0.0300000000006548,0.0100000000002183
4.0,0.58,948087551.09641,0.0300000000006548,0.0199999999986176
4.0,0.59,938924195.541149,0.0299999999988358,0.0200000000004366
4.0,0.6,998956725.147602,0.0299999999988358,0.0200000000004366
4.0,0.61,895325987.996752,0.0400000000008731,0.0299999999988358
4.0,0.62,1023176042.1377,0.0300000000006548,0.0100000000002183
4.0,0.63,904580508.193989,0.0100000000002183,0.0300000000006548
4.0,0.64,993614291.627807,0.0299999999988358,0.0200000000004366
4.0,0.65,1015167754.68785,0.0400000000008731,0.0200000000004366
4.0,0.66,936267716.559929,0.0100000000002183,0.0100000000002183
4.0,0.67,906386206.170899,0.0300000000006548,0.0100000000002183
4.0,0.68,735471735.933164,0.0300000000006548,0.0100000000002183
4.0,0.69,845130986.807422,0.0299999999988358,0.0400000000008731
4.0,0.7,793932240.504224,0.0300000000006548,0.0100000000002183
4.0,0.71,1022659040.82089,0.0300000000006548,0.0300000000006548
4.0,0.72,1059216372.9154,0.0299999999988358,0.0299999999988358
4.0,0.73,885507655.31947,0.0400000000008731,0.0400000000008731
4.0,0.74,1045863197.05708,0.0299999999988358,0.0100000000002183
4.0,0.75,742262606.732935,0.0100000000002183,0.0100000000002183
4.0,0.76,900735489.913556,0.0100000000002183,0.0100000000002183
4.0,0.77,898066619.40794,0.0299999999988358,0.0200000000004366
4.0,0.78,1033118146.33167,0.0300000000006548,0.0199999999986176
4.0,0.79,825395162.555471,0.0300000000006548,0.0100000000002183
4.0,0.8,898907931.164489,0.0299999999988358,0.0100000000002183
4.0,0.81,760705159.149805,0.0299999999988358,0.0200000000004366
4.0,0.82,873582643.809126,0.0400000000008731,0.0200000000004366
4.0,0.83,962198176.664869,0.0300000000006548,0.0200000000004366
4.0,0.84,932140768.729355,0.0299999999988358,0.0200000000004366
4.0,0.85,848451032.831783,0.0200000000004366,0.0199999999986176
4.0,0.86,806823465.016327,0.0300000000006548,0.0300000000006548
4.0,0.87,833865840.433712,0.0200000000004366,0.0299999999988358
4.0,0.88,1121367052.36765,0.0299999999988358,0.0200000000004366
4.0,0.89,868975824.935068,0.0300000000006548,0.0299999999988358
4.0,0.9,863677699.609808,0.0300000000006548,0.0200000000004366
4.0,0.91,744980551.772576,0.0299999999988358,0.0300000000006548
4.0,0.92,833750262.755231,0.0300000000006548,0.0100000000002183
4.0,0.93,823893312.636756,0.0100000000002183,0.0100000000002183
4.0,0.94,870919264.764949,0.0299999999988358,0.0400000000008731
4.0,0.95,923015807.453318,0.0400000000008731,0.0199999999986176
4.0,0.96,803033449.222558,0.0300000000006548,0.0200000000004366
4.0,0.97,996046579.171753,0.0399999999990541,0.0200000000004366
4.0,0.98,857275074.52908,0.0300000000006548,0.0300000000006548
4.0,0.99,911026553.10762,0.0300000000006548,0.0400000000008731
4.0,1.0,800796391.772862,0.0400000000008731,0.0300000000006548
5.0,0.01,2474147493.31526,0.0300000000006548,0.0199999999986176
5.0,0.02,2023464227.5002,0.0200000000004366,0.0200000000004366
5.0,0.03,1290323743.68926,0.0199999999986176,0.0200000000004366
5.0,0.04,1561721830.24524,0.0200000000004366,0.0299999999988358
5.0,0.05,1607561458.20129,0.0300000000006548,0.0200000000004366
5.0,0.06,1189195135.39974,0.0299999999988358,0.0299999999988358
5.0,0.07,1298467217.99061,0.0400000000008731,0.0100000000002183
5.0,0.08,1187042696.09963,0.0300000000006548,0.0199999999986176
5.0,0.09,1271007227.73223,0.0200000000004366,0.0300000000006548
5.0,0.1,1148914021.75452,0.0100000000002183,0.0100000000002183
5.0,0.11,1146284195.28211,0.0100000000002183,0.0299999999988358
