mtry,sample.fraction,MSE,runtime_training,runtime_prediction 
12.0,0.49,594608242.155842,0.430000000000291,0.0499999999992724
12.0,0.5,597664407.116777,0.419999999998254,0.0299999999988358
12.0,0.51,584059413.258595,0.479999999999563,0.0400000000008731
12.0,0.52,588641628.640238,0.399999999997817,0.0499999999992724
12.0,0.53,597037090.832708,0.529999999998836,0.0600000000013097
12.0,0.54,574223190.382205,0.400000000001455,0.0299999999988358
12.0,0.55,567227824.061608,0.409999999999854,0.0299999999988358
12.0,0.56,586156602.444684,0.399999999997817,0.0400000000008731
12.0,0.57,571675340.662888,0.399999999997817,0.0499999999992724
12.0,0.58,582568551.753324,0.440000000002328,0.0400000000008731
12.0,0.59,574576799.829803,0.450000000000728,0.0499999999992724
12.0,0.6,575254092.079072,0.450000000000728,0.0499999999992724
12.0,0.61,578945807.966298,0.420000000001892,0.0299999999988358
12.0,0.62,580968711.046935,0.43999999999869,0.0499999999992724
12.0,0.63,583294523.207654,0.470000000001164,0.0499999999992724
12.0,0.64,578712548.789573,0.450000000000728,0.0299999999988358
12.0,0.65,564208485.270899,0.43999999999869,0.0499999999992724
12.0,0.66,572526186.770148,0.479999999999563,0.0299999999988358
12.0,0.67,561530648.842954,0.479999999999563,0.0499999999992724
12.0,0.68,567842524.222129,0.459999999999127,0.0499999999992724
12.0,0.69,580615544.48554,0.469999999997526,0.0400000000008731
12.0,0.7,565735312.654277,0.529999999998836,0.0299999999988358
12.0,0.71,571761672.289293,0.5,0.0600000000013097
12.0,0.72,567958474.177664,0.520000000000437,0.0499999999992724
12.0,0.73,562342648.924428,0.5,0.0600000000013097
12.0,0.74,571736471.795441,0.479999999999563,0.0299999999988358
12.0,0.75,570679506.11093,0.520000000000437,0.0400000000008731
12.0,0.76,547169598.443462,0.540000000000873,0.0499999999992724
12.0,0.77,564960767.749385,0.529999999998836,0.0499999999992724
12.0,0.78,538046352.66233,0.520000000000437,0.0499999999992724
12.0,0.79,572391843.992399,0.509999999998399,0.0299999999988358
12.0,0.8,550787607.676958,0.569999999999709,0.0299999999988358
12.0,0.81,545681339.233442,0.520000000000437,0.0299999999988358
12.0,0.82,544070984.323964,0.610000000000582,0.0400000000008731
12.0,0.83,575558348.529422,0.610000000000582,0.0400000000008731
12.0,0.84,563524640.881186,0.659999999999854,0.0299999999988358
12.0,0.85,569793415.285327,0.720000000001164,0.0300000000024738
12.0,0.86,546629221.373532,0.569999999999709,0.0499999999992724
12.0,0.87,544746785.28087,0.590000000000146,0.0500000000029104
12.0,0.88,551996996.764462,0.579999999998108,0.0400000000008731
12.0,0.89,530502016.311155,0.659999999999854,0.0499999999992724
12.0,0.9,547543260.729137,0.629999999997381,0.0499999999992724
12.0,0.91,525791984.113738,0.590000000000146,0.0499999999992724
12.0,0.92,544956932.143572,0.619999999998981,0.0299999999988358
12.0,0.93,548126232.627117,0.619999999998981,0.0499999999992724
12.0,0.94,560020063.628073,0.780000000002474,0.0499999999992724
12.0,0.95,537467735.16102,0.639999999999418,0.0400000000008731
12.0,0.96,555121055.028811,0.610000000000582,0.0600000000013097
12.0,0.97,557927573.645875,0.93999999999869,0.0600000000013097
12.0,0.98,564262522.598451,0.709999999999127,0.0499999999992724
12.0,0.99,552730190.312099,0.720000000001164,0.0600000000013097
12.0,1.0,548237583.160786,0.729999999999563,0.0400000000008731
13.0,0.01,1510338837.74804,0.069999999999709,0.0299999999988358
13.0,0.02,1066419115.56725,0.0900000000001455,0.0400000000008731
13.0,0.03,931030057.88485,0.139999999999418,0.0299999999988358
13.0,0.04,866204727.634147,0.0900000000001455,0.0299999999988358
13.0,0.05,835789256.462105,0.110000000000582,0.0300000000024738
13.0,0.06,787860611.991391,0.110000000000582,0.0200000000004366
13.0,0.07,775083493.054669,0.139999999999418,0.0099999999983992
13.0,0.08,756417956.888596,0.130000000001019,0.0300000000024738
13.0,0.09,738634465.007312,0.140000000003056,0.0299999999988358
13.0,0.1,736225775.443027,0.180000000000291,0.0400000000008731
13.0,0.11,709187822.793452,0.139999999999418,0.0499999999992724
13.0,0.12,710984814.400006,0.229999999999563,0.0400000000008731
13.0,0.13,698861116.613735,0.139999999999418,0.0299999999988358
13.0,0.14,695029752.407141,0.170000000001892,0.0400000000008731
13.0,0.15,679029477.143155,0.159999999999854,0.0299999999988358
13.0,0.16,663161721.186854,0.18999999999869,0.0500000000029104
13.0,0.17,673486722.78588,0.18999999999869,0.0299999999988358
13.0,0.18,671034714.419379,0.25,0.0299999999988358
13.0,0.19,662050546.236917,0.200000000000728,0.0299999999988358
13.0,0.2,674671104.141318,0.180000000000291,0.159999999999854
13.0,0.21,655319039.080737,0.31000000000131,0.0499999999992724
13.0,0.22,655167484.730695,0.200000000000728,0.0499999999992724
13.0,0.23,649872047.29435,0.25,0.0499999999992724
13.0,0.24,637582044.409041,0.200000000000728,0.0300000000024738
13.0,0.25,647087833.383132,0.259999999998399,0.0299999999988358
13.0,0.26,639996190.996499,0.25,0.0500000000029104
13.0,0.27,629712579.43681,0.25,0.0400000000008731
13.0,0.28,621103489.055081,0.25,0.0299999999988358
13.0,0.29,633477135.550066,0.240000000001601,0.0299999999988358
13.0,0.3,608396447.06711,0.240000000001601,0.0300000000024738
13.0,0.31,626332292.177992,0.25,0.0300000000024738
13.0,0.32,625976855.225556,0.25,0.0299999999988358
13.0,0.33,612223035.098552,0.259999999998399,0.0299999999988358
13.0,0.34,629048894.558826,0.270000000000437,0.0299999999988358
13.0,0.35,618523319.805524,0.279999999998836,0.0299999999988358
13.0,0.36,603609133.335029,0.279999999998836,0.0400000000008731
13.0,0.37,616348063.042658,0.270000000000437,0.0299999999988358
13.0,0.38,623604912.576536,0.30000000000291,0.0300000000024738
13.0,0.39,618126736.459832,0.290000000000873,0.0299999999988358
13.0,0.4,603231707.502937,0.31000000000131,0.0299999999988358
13.0,0.41,603043735.219746,0.330000000001746,0.0300000000024738
13.0,0.42,602493833.525738,0.319999999999709,0.0299999999988358
13.0,0.43,605514486.52782,0.329999999998108,0.0299999999988358
13.0,0.44,597800206.335558,0.319999999999709,0.0299999999988358
13.0,0.45,602742056.068477,0.329999999998108,0.0300000000024738
13.0,0.46,594742925.90916,0.329999999998108,0.0300000000024738
13.0,0.47,607481925.358559,0.340000000000146,0.0499999999992724
13.0,0.48,594362884.970477,0.389999999999418,0.0300000000024738
13.0,0.49,609831353.098622,0.349999999998545,0.0299999999988358
13.0,0.5,583534053.897101,0.360000000000582,0.0300000000024738
13.0,0.51,580881866.632372,0.389999999999418,0.0299999999988358
13.0,0.52,578072084.438344,0.369999999998981,0.0299999999988358
13.0,0.53,589841232.376088,0.369999999998981,0.0300000000024738
13.0,0.54,600887687.715314,0.389999999999418,0.0300000000024738
13.0,0.55,575875659.103573,0.380000000001019,0.0400000000008731
13.0,0.56,577495386.760635,0.409999999999854,0.0300000000024738
13.0,0.57,586287246.310169,0.409999999999854,0.0400000000008731
13.0,0.58,575188058.558347,0.389999999999418,0.0299999999988358
13.0,0.59,593659940.790555,0.420000000001892,0.0300000000024738
13.0,0.6,579981505.383491,0.43999999999869,0.0499999999992724
13.0,0.61,566296820.301876,0.409999999999854,0.0499999999992724
13.0,0.62,582254323.324405,0.409999999999854,0.0299999999988358
13.0,0.63,582151312.794283,0.419999999998254,0.0299999999988358
13.0,0.64,557277822.168057,0.459999999999127,0.0299999999988358
13.0,0.65,563157046.144184,0.43999999999869,0.0299999999988358
13.0,0.66,573735637.601698,0.43999999999869,0.0400000000008731
13.0,0.67,559574730.969942,0.549999999999272,0.0499999999992724
13.0,0.68,569863201.260354,0.609999999996944,0.0400000000008731
13.0,0.69,572434202.535607,0.509999999998399,0.0600000000013097
13.0,0.7,554088032.321482,0.659999999999854,0.0300000000024738
13.0,0.71,570206966.714812,0.5,0.0499999999992724
13.0,0.72,565955199.000924,0.5,0.0300000000024738
13.0,0.73,569227006.909697,0.489999999997963,0.0499999999992724
13.0,0.74,553909409.22041,0.569999999999709,0.0600000000013097
13.0,0.75,556700331.970884,0.720000000001164,0.0499999999992724
13.0,0.76,560597783.961918,0.510000000002037,0.0300000000024738
13.0,0.77,551669676.522267,0.639999999999418,0.0499999999992724
13.0,0.78,552621088.883292,0.56000000000131,0.0499999999992724
13.0,0.79,546471043.153567,0.569999999999709,0.0299999999988358
13.0,0.8,550096144.201259,0.549999999999272,0.0499999999992724
13.0,0.81,552878409.0231,0.56000000000131,0.0299999999988358
13.0,0.82,551268406.938757,0.559999999997672,0.0300000000024738
13.0,0.83,558904575.845253,0.549999999999272,0.0499999999992724
13.0,0.84,550089789.5251,0.549999999999272,0.0300000000024738
13.0,0.85,546567824.929427,0.549999999999272,0.0599999999976717
13.0,0.86,531390327.449314,0.709999999999127,0.0400000000008731
13.0,0.87,545113349.202849,0.619999999998981,0.0499999999992724
13.0,0.88,537927285.201701,0.549999999999272,0.0499999999992724
13.0,0.89,541172863.08279,0.549999999999272,0.0499999999992724
13.0,0.9,560666715.426129,0.680000000000291,0.0499999999992724
13.0,0.91,551189321.749877,0.819999999999709,0.0499999999992724
13.0,0.92,537914100.1978,0.600000000002183,0.0499999999992724
13.0,0.93,552163033.380634,0.639999999999418,0.0499999999992724
13.0,0.94,552494666.49251,0.670000000001892,0.0499999999992724
13.0,0.95,540763929.623811,0.610000000000582,0.0299999999988358
13.0,0.96,553117196.008294,0.590000000000146,0.0499999999992724
13.0,0.97,533661444.3482,0.599999999998545,0.0299999999988358
13.0,0.98,559469060.795174,0.680000000000291,0.0500000000029104
13.0,0.99,545774363.214142,0.610000000000582,0.0499999999992724
13.0,1.0,534651750.361314,0.630000000001019,0.069999999999709
14.0,0.01,1485121017.65971,0.0600000000013097,0.0200000000004366
14.0,0.02,1085100870.01138,0.069999999999709,0.0299999999988358
14.0,0.03,933942449.19135,0.0800000000017462,0.0199999999967986
14.0,0.04,850091040.539706,0.0999999999985448,0.0299999999988358
14.0,0.05,823661331.79054,0.0799999999981083,0.0299999999988358
14.0,0.06,792223930.389709,0.110000000000582,0.0400000000008731
14.0,0.07,775347900.820299,0.0900000000001455,0.0200000000004366
14.0,0.08,753560760.438992,0.110000000000582,0.0299999999988358
14.0,0.09,737822419.405828,0.0999999999985448,0.0400000000008731
14.0,0.1,717310895.35255,0.130000000001019,0.0400000000008731
14.0,0.11,718922080.802451,0.130000000001019,0.0299999999988358
14.0,0.12,700268381.882051,0.140000000003056,0.0300000000024738
14.0,0.13,696325561.724627,0.140000000003056,0.0300000000024738
14.0,0.14,697335024.955432,0.139999999999418,0.0200000000004366
14.0,0.15,700138852.630345,0.159999999999854,0.0299999999988358
14.0,0.16,674471068.253875,0.169999999998254,0.0299999999988358
14.0,0.17,670319971.847474,0.169999999998254,0.0300000000024738
14.0,0.18,657918485.080697,0.170000000001892,0.0299999999988358
14.0,0.19,667776070.113384,0.190000000002328,0.0300000000024738
14.0,0.2,658864680.648814,0.200000000000728,0.0299999999988358
14.0,0.21,665460766.323858,0.180000000000291,0.0499999999992724
14.0,0.22,647712128.7611,0.200000000000728,0.0299999999988358
14.0,0.23,643371107.934361,0.220000000001164,0.0299999999988358
14.0,0.24,646414955.319595,0.259999999998399,0.0299999999988358
14.0,0.25,637515593.130957,0.280000000002474,0.0299999999988358
14.0,0.26,641891787.888731,0.220000000001164,0.0299999999988358
14.0,0.27,633319414.438853,0.270000000000437,0.0400000000008731
14.0,0.28,633039959.179416,0.279999999998836,0.0299999999988358
14.0,0.29,631867667.082285,0.229999999999563,0.0299999999988358
14.0,0.3,632635369.424061,0.279999999998836,0.0600000000013097
14.0,0.31,620061508.503503,0.330000000001746,0.0300000000024738
14.0,0.32,609211437.201694,0.270000000000437,0.0299999999988358
14.0,0.33,628939395.616879,0.290000000000873,0.0500000000029104
14.0,0.34,627988211.983153,0.270000000000437,0.0299999999988358
14.0,0.35,612444567.503984,0.290000000000873,0.0299999999988358
14.0,0.36,614601713.013434,0.279999999998836,0.0299999999988358
14.0,0.37,630524076.517083,0.290000000000873,0.0300000000024738
14.0,0.38,609563566.046637,0.290000000000873,0.0400000000008731
14.0,0.39,595806938.568073,0.31000000000131,0.0299999999988358
14.0,0.4,612637531.556113,0.299999999999272,0.0499999999992724
14.0,0.41,602123503.038078,0.319999999999709,0.0400000000008731
14.0,0.42,612703313.088109,0.330000000001746,0.0400000000008731
14.0,0.43,614627943.038323,0.329999999998108,0.0300000000024738
14.0,0.44,584836071.233206,0.360000000000582,0.0299999999988358
14.0,0.45,594311484.557512,0.329999999998108,0.0300000000024738
14.0,0.46,596618021.485948,0.360000000000582,0.0299999999988358
14.0,0.47,590420859.134529,0.360000000000582,0.0300000000024738
14.0,0.48,601970066.706942,0.390000000003056,0.0300000000024738
14.0,0.49,586125602.107807,0.360000000000582,0.0499999999992724
14.0,0.5,577732762.045693,0.360000000000582,0.0299999999988358
14.0,0.51,594608053.934778,0.349999999998545,0.0299999999988358
14.0,0.52,585522454.44156,0.369999999998981,0.0499999999992724
14.0,0.53,567938316.192667,0.389999999999418,0.0499999999992724
14.0,0.54,591221289.088239,0.520000000000437,0.0299999999988358
14.0,0.55,593241669.566564,0.409999999999854,0.0400000000008731
14.0,0.56,589583102.542054,0.430000000000291,0.0300000000024738
14.0,0.57,565804390.458282,0.470000000001164,0.0299999999988358
14.0,0.58,577498939.187428,0.450000000000728,0.0499999999992724
14.0,0.59,590496762.425222,0.430000000000291,0.0300000000024738
14.0,0.6,579668854.610442,0.470000000001164,0.0300000000024738
14.0,0.61,569319714.972692,0.470000000001164,0.0400000000008731
14.0,0.62,574191118.212587,0.470000000001164,0.0400000000008731
14.0,0.63,572807249.292274,0.470000000001164,0.0299999999988358
14.0,0.64,586421858.824348,0.450000000000728,0.0499999999992724
14.0,0.65,561766367.301944,0.470000000001164,0.0299999999988358
14.0,0.66,589704839.690054,0.479999999999563,0.0300000000024738
14.0,0.67,582249317.658975,0.470000000001164,0.0499999999992724
14.0,0.68,577430855.539813,0.470000000001164,0.0499999999992724
14.0,0.69,566307858.564726,0.529999999998836,0.0299999999988358
14.0,0.7,572745575.737961,0.509999999998399,0.0499999999992724
14.0,0.71,560606650.158333,0.5,0.0500000000029104
14.0,0.72,562152799.102037,0.5,0.0499999999992724
14.0,0.73,573030486.029199,0.5,0.0499999999992724
14.0,0.74,570815468.719147,0.650000000001455,0.0500000000029104
14.0,0.75,545765524.568117,0.520000000000437,0.0299999999988358
14.0,0.76,558293028.94942,0.540000000000873,0.0400000000008731
14.0,0.77,574869930.280789,0.530000000002474,0.0400000000008731
14.0,0.78,562365604.823678,0.520000000000437,0.0299999999988358
14.0,0.79,554871282.703901,0.529999999998836,0.0299999999988358
14.0,0.8,561626187.503333,0.549999999999272,0.0299999999988358
14.0,0.81,567211350.849428,0.549999999999272,0.0499999999992724
14.0,0.82,546651874.839495,0.580000000001746,0.0499999999992724
14.0,0.83,550273013.016744,0.580000000001746,0.0499999999992724
14.0,0.84,557607694.646657,0.580000000001746,0.0500000000029104
14.0,0.85,570996004.413488,0.579999999998108,0.0300000000024738
14.0,0.86,553374112.325203,0.610000000000582,0.0400000000008731
14.0,0.87,543132988.242073,0.56000000000131,0.0299999999988358
14.0,0.88,544712551.873415,0.610000000000582,0.0299999999988358
14.0,0.89,535623827.542678,0.599999999998545,0.0400000000008731
14.0,0.9,547448768.044092,0.610000000000582,0.0400000000008731
14.0,0.91,553022290.95092,0.620000000002619,0.0499999999992724
14.0,0.92,541496273.984519,0.610000000000582,0.0499999999992724
14.0,0.93,546542632.17654,0.650000000001455,0.0499999999992724
14.0,0.94,541082024.71522,0.619999999998981,0.0299999999988358
14.0,0.95,543598568.643496,0.639999999999418,0.0299999999988358
14.0,0.96,543256577.153544,0.690000000002328,0.0300000000024738
14.0,0.97,537267198.007414,0.670000000001892,0.0499999999992724
14.0,0.98,538331856.605136,0.720000000001164,0.0400000000008731
14.0,0.99,551589340.195304,0.740000000001601,0.0400000000008731
14.0,1.0,551399917.987548,0.670000000001892,0.0400000000008731
15.0,0.01,1462235384.13024,0.069999999999709,0.0300000000024738
15.0,0.02,1096214125.26565,0.0600000000013097,0.0299999999988358
15.0,0.03,940133210.600149,0.069999999999709,0.0299999999988358
15.0,0.04,868923260.879606,0.0799999999981083,0.0300000000024738
15.0,0.05,808144895.180838,0.0999999999985448,0.0100000000020373
15.0,0.06,792504222.080892,0.110000000000582,0.0099999999983992
15.0,0.07,755603057.53471,0.110000000000582,0.0299999999988358
15.0,0.08,743792076.918049,0.110000000000582,0.0299999999988358
15.0,0.09,730338451.351343,0.110000000000582,0.0299999999988358
15.0,0.1,720460481.02399,0.130000000001019,0.0299999999988358
15.0,0.11,713719903.685913,0.139999999999418,0.0299999999988358
15.0,0.12,705232018.242884,0.139999999999418,0.0299999999988358
15.0,0.13,690104044.567662,0.150000000001455,0.0400000000008731
15.0,0.14,689121818.360552,0.159999999999854,0.0299999999988358
15.0,0.15,695505838.136024,0.159999999999854,0.0299999999988358
15.0,0.16,669806705.162031,0.18999999999869,0.0299999999988358
15.0,0.17,682764342.999739,0.169999999998254,0.0299999999988358
15.0,0.18,666986380.582847,0.18999999999869,0.0299999999988358
15.0,0.19,666250756.393808,0.18999999999869,0.0299999999988358
15.0,0.2,661512199.093955,0.200000000000728,0.0299999999988358
15.0,0.21,661923984.656306,0.190000000002328,0.0300000000024738
15.0,0.22,645863913.919554,0.200000000000728,0.0099999999983992
15.0,0.23,640716717.983282,0.220000000001164,0.0499999999992724
15.0,0.24,629058825.312879,0.279999999998836,0.0299999999988358
15.0,0.25,638977192.762265,0.229999999999563,0.0299999999988358
15.0,0.26,633855074.637046,0.229999999999563,0.0499999999992724
15.0,0.27,629526429.647498,0.240000000001601,0.0299999999988358
15.0,0.28,636610467.466596,0.25,0.0299999999988358
15.0,0.29,638658449.351186,0.259999999998399,0.0300000000024738
15.0,0.3,624879846.573897,0.280000000002474,0.0299999999988358
15.0,0.31,629860823.949293,0.259999999998399,0.0299999999988358
15.0,0.32,613374063.156949,0.270000000000437,0.0499999999992724
15.0,0.33,622184868.641251,0.299999999999272,0.0300000000024738
15.0,0.34,610513437.100472,0.299999999999272,0.0299999999988358
15.0,0.35,612634558.08411,0.279999999998836,0.0299999999988358
15.0,0.36,619478465.768314,0.319999999999709,0.0400000000008731
15.0,0.37,622651249.387899,0.330000000001746,0.0499999999992724
15.0,0.38,601544084.16881,0.31000000000131,0.0299999999988358
15.0,0.39,613926959.098499,0.31000000000131,0.0300000000024738
15.0,0.4,607677954.725388,0.329999999998108,0.0300000000024738
15.0,0.41,607686452.127396,0.340000000000146,0.0499999999992724
15.0,0.42,607929536.457454,0.340000000000146,0.0299999999988358
15.0,0.43,594753826.915564,0.360000000000582,0.0400000000008731
15.0,0.44,611629374.988756,0.360000000000582,0.0299999999988358
15.0,0.45,594760790.519083,0.360000000000582,0.0299999999988358
15.0,0.46,605125789.944093,0.379999999997381,0.0299999999988358
15.0,0.47,592328117.276848,0.379999999997381,0.0400000000008731
15.0,0.48,594737747.7291,0.369999999998981,0.0299999999988358
15.0,0.49,593563424.712274,0.409999999999854,0.0299999999988358
15.0,0.5,606146558.251146,0.409999999999854,0.0300000000024738
15.0,0.51,587093566.565675,0.389999999999418,0.0499999999992724
15.0,0.52,595412649.057834,0.419999999998254,0.0400000000008731
15.0,0.53,575473750.873214,0.43999999999869,0.0299999999988358
15.0,0.54,575302953.440278,0.400000000001455,0.0499999999992724
15.0,0.55,587851172.713313,0.440000000002328,0.0300000000024738
15.0,0.56,577653241.092188,0.450000000000728,0.0299999999988358
15.0,0.57,591413290.120327,0.43999999999869,0.0299999999988358
15.0,0.58,573822382.1951,0.479999999999563,0.0299999999988358
15.0,0.59,581816522.793636,0.450000000000728,0.0400000000008731
15.0,0.6,580268809.821455,0.490000000001601,0.0400000000008731
15.0,0.61,576548858.812688,0.479999999999563,0.0499999999992724
15.0,0.62,587315461.868218,0.519999999996799,0.0299999999988358
15.0,0.63,565674097.040062,0.469999999997526,0.0299999999988358
15.0,0.64,562358734.762205,0.529999999998836,0.0300000000024738
15.0,0.65,577502605.952155,0.5,0.0299999999988358
15.0,0.66,571522067.114117,0.68999999999869,0.0299999999988358
15.0,0.67,570929606.093094,0.740000000001601,0.0499999999992724
15.0,0.68,570609612.143852,0.830000000001746,0.0600000000013097
15.0,0.69,554697428.232526,0.549999999999272,0.0400000000008731
15.0,0.7,573017513.676102,0.540000000000873,0.0499999999992724
15.0,0.71,565786065.126131,0.629999999997381,0.0400000000008731
15.0,0.72,555358740.433119,0.529999999998836,0.0400000000008731
15.0,0.73,567906111.547949,0.530000000002474,0.0400000000008731
15.0,0.74,554020148.090888,0.549999999999272,0.0400000000008731
15.0,0.75,562415830.873242,0.540000000000873,0.0499999999992724
15.0,0.76,565898584.876133,0.639999999999418,0.0299999999988358
15.0,0.77,559367377.917354,0.640000000003056,0.0400000000008731
15.0,0.78,562367459.32382,0.56000000000131,0.0300000000024738
15.0,0.79,557369294.825793,0.590000000000146,0.0499999999992724
15.0,0.8,552595619.348695,0.579999999998108,0.0499999999992724
15.0,0.81,557860590.513013,0.609999999996944,0.0499999999992724
15.0,0.82,563124901.240794,0.579999999998108,0.0299999999988358
15.0,0.83,561128694.688918,0.629999999997381,0.0299999999988358
15.0,0.84,573083206.923411,0.599999999998545,0.0300000000024738
15.0,0.85,563719022.645287,0.590000000000146,0.0499999999992724
15.0,0.86,559640670.509249,0.610000000000582,0.0500000000029104
15.0,0.87,544392333.318478,0.610000000000582,0.0499999999992724
15.0,0.88,546571616.580551,0.630000000001019,0.0499999999992724
15.0,0.89,553785077.380892,0.639999999999418,0.0499999999992724
15.0,0.9,544719296.295505,0.639999999999418,0.0499999999992724
15.0,0.91,553503713.971915,0.639999999999418,0.0499999999992724
15.0,0.92,567390746.556408,0.650000000001455,0.0300000000024738
15.0,0.93,557761837.096657,0.659999999999854,0.0499999999992724
15.0,0.94,545859108.007058,0.670000000001892,0.0499999999992724
15.0,0.95,544237056.767963,0.649999999997817,0.0499999999992724
15.0,0.96,532563732.317894,0.680000000000291,0.0499999999992724
15.0,0.97,526779732.156652,0.68999999999869,0.0400000000008731
15.0,0.98,552619060.335235,0.669999999998254,0.0299999999988358
15.0,0.99,556045214.253904,0.709999999999127,0.0499999999992724
15.0,1.0,550886435.737344,0.700000000000728,0.0499999999992724
16.0,0.01,1448890701.92746,0.0600000000013097,0.0099999999983992
16.0,0.02,1064807614.72578,0.069999999999709,0.0299999999988358
16.0,0.03,913454800.930627,0.0799999999981083,0.0299999999988358
16.0,0.04,859942142.772595,0.0900000000001455,0.0200000000004366
16.0,0.05,808274988.651095,0.110000000000582,0.0299999999988358
16.0,0.06,780162997.862784,0.110000000000582,0.0299999999988358
16.0,0.07,770576822.919844,0.110000000000582,0.0299999999988358
16.0,0.08,739243046.782979,0.119999999998981,0.0400000000008731
16.0,0.09,732674146.357753,0.130000000001019,0.0400000000008731
16.0,0.1,726299010.911779,0.139999999999418,0.0299999999988358
16.0,0.11,713281657.136332,0.159999999999854,0.0300000000024738
16.0,0.12,710197915.545539,0.139999999999418,0.0299999999988358
16.0,0.13,689476193.479298,0.159999999999854,0.0299999999988358
16.0,0.14,691796517.928597,0.159999999999854,0.0300000000024738
16.0,0.15,698623518.408505,0.180000000000291,0.0400000000008731
16.0,0.16,667760010.223033,0.190000000002328,0.0300000000024738
16.0,0.17,669646617.330533,0.18999999999869,0.0300000000024738
16.0,0.18,667210267.527859,0.200000000000728,0.0299999999988358
16.0,0.19,663666825.694758,0.180000000000291,0.0299999999988358
16.0,0.2,653740869.137171,0.200000000000728,0.0300000000024738
16.0,0.21,654983670.059367,0.220000000001164,0.0300000000024738
16.0,0.22,637009024.255436,0.220000000001164,0.0299999999988358
16.0,0.23,649710916.015363,0.219999999997526,0.0299999999988358
16.0,0.24,638135620.754369,0.239999999997963,0.0299999999988358
16.0,0.25,648083129.911896,0.239999999997963,0.0300000000024738
16.0,0.26,647436702.47408,0.230000000003201,0.0300000000024738
16.0,0.27,643143904.911129,0.260000000002037,0.0299999999988358
16.0,0.28,626186996.096502,0.259999999998399,0.0299999999988358
16.0,0.29,631892945.651181,0.279999999998836,0.0299999999988358
16.0,0.3,623182099.88316,0.279999999998836,0.0299999999988358
16.0,0.31,617326043.011752,0.299999999999272,0.0299999999988358
16.0,0.32,623461954.869347,0.299999999999272,0.0299999999988358
16.0,0.33,620043044.733524,0.299999999999272,0.0299999999988358
16.0,0.34,625422666.335817,0.319999999999709,0.0400000000008731
16.0,0.35,605292307.152602,0.299999999999272,0.0299999999988358
16.0,0.36,606225552.959418,0.340000000000146,0.0299999999988358
16.0,0.37,610469148.480122,0.340000000000146,0.0300000000024738
16.0,0.38,591522684.276605,0.340000000000146,0.0300000000024738
16.0,0.39,622678018.375627,0.349999999998545,0.0400000000008731
16.0,0.4,599726691.110824,0.360000000000582,0.0299999999988358
16.0,0.41,598610053.606291,0.360000000000582,0.0500000000029104
16.0,0.42,612738429.941097,0.360000000000582,0.0300000000024738
16.0,0.43,603856092.261895,0.360000000000582,0.0299999999988358
16.0,0.44,609957302.728756,0.389999999999418,0.0400000000008731
16.0,0.45,597793638.511873,0.380000000001019,0.0400000000008731
16.0,0.46,605438573.931769,0.389999999999418,0.0300000000024738
16.0,0.47,596370687.229135,0.389999999999418,0.0299999999988358
16.0,0.48,592043097.229881,0.450000000000728,0.0499999999992724
16.0,0.49,595660557.349675,0.419999999998254,0.0299999999988358
16.0,0.5,579517776.090248,0.430000000000291,0.0300000000024738
16.0,0.51,583810867.947093,0.450000000000728,0.0299999999988358
16.0,0.52,589152943.067951,0.450000000000728,0.0299999999988358
16.0,0.53,595748514.788762,0.470000000001164,0.0299999999988358
16.0,0.54,592480009.093253,0.450000000000728,0.0400000000008731
16.0,0.55,582745585.793286,0.43999999999869,0.0300000000024738
16.0,0.56,580211531.806664,0.470000000001164,0.0300000000024738
16.0,0.57,597187324.958482,0.459999999999127,0.0299999999988358
16.0,0.58,577700703.839907,0.489999999997963,0.0300000000024738
16.0,0.59,581431203.940011,0.480000000003201,0.0500000000029104
16.0,0.6,588090068.510215,0.470000000001164,0.0300000000024738
16.0,0.61,585586437.156526,0.520000000000437,0.0299999999988358
16.0,0.62,580726985.439459,0.470000000001164,0.0299999999988358
16.0,0.63,582075687.81337,0.529999999998836,0.0499999999992724
16.0,0.64,579853666.258017,0.55000000000291,0.0300000000024738
16.0,0.65,578737058.609673,0.520000000000437,0.0499999999992724
16.0,0.66,562681755.704766,0.510000000002037,0.0500000000029104
16.0,0.67,562823195.343949,0.549999999999272,0.0299999999988358
16.0,0.68,560548776.444912,0.600000000002183,0.0299999999988358
16.0,0.69,560346027.676376,0.529999999998836,0.0400000000008731
16.0,0.7,573618464.856721,0.529999999998836,0.0299999999988358
16.0,0.71,560403678.646882,0.56000000000131,0.0499999999992724
16.0,0.72,569207362.690447,0.540000000000873,0.0500000000029104
16.0,0.73,570789048.359692,0.680000000000291,0.0499999999992724
16.0,0.74,558197638.055206,0.590000000000146,0.0499999999992724
16.0,0.75,557748843.983559,0.580000000001746,0.0400000000008731
16.0,0.76,555979619.436781,0.610000000000582,0.0400000000008731
16.0,0.77,561843376.51675,0.590000000000146,0.0299999999988358
16.0,0.78,565061082.5264,0.599999999998545,0.0400000000008731
16.0,0.79,554168864.487217,0.590000000000146,0.0499999999992724
16.0,0.8,567704557.788521,0.609999999996944,0.0499999999992724
16.0,0.81,553075974.245039,0.629999999997381,0.0400000000008731
16.0,0.82,562544477.698464,0.619999999998981,0.0499999999992724
16.0,0.83,551305039.955648,0.639999999999418,0.0300000000024738
16.0,0.84,561358713.643729,0.650000000001455,0.0299999999988358
16.0,0.85,564931324.514913,0.650000000001455,0.0499999999992724
