mtry,sample.fraction,MSE,runtime_training,runtime_prediction
3.0,0.8,630578464.355399,0.870000000002619,0.0799999999981083
3.0,0.81,620392528.41115,0.529999999998836,0.119999999998981
3.0,0.82,629897707.464155,0.549999999999272,0.0999999999985448
3.0,0.83,617344718.468372,0.579999999998108,0.0799999999981083
3.0,0.84,611150855.677313,0.459999999999127,0.0800000000017462
3.0,0.85,613242615.742091,0.409999999999854,0.0599999999976717
3.0,0.86,599119853.676594,0.590000000000146,0.0600000000013097
3.0,0.87,618533275.96861,0.309999999997672,0.0600000000013097
3.0,0.88,611085164.157954,0.299999999999272,0.0500000000029104
3.0,0.89,599917290.155983,0.279999999998836,0.0499999999992724
3.0,0.9,622773925.444282,0.25,0.0300000000024738
3.0,0.91,610816780.486412,0.270000000000437,0.0499999999992724
3.0,0.92,609105189.44521,0.56000000000131,0.0299999999988358
3.0,0.93,609215689.270162,0.389999999999418,0.0400000000008731
3.0,0.94,610541899.506645,0.299999999999272,0.0499999999992724
3.0,0.95,599743511.755446,0.559999999997672,0.0400000000008731
3.0,0.96,616189873.710022,0.409999999999854,0.0400000000008731
3.0,0.97,607261320.158229,0.279999999998836,0.0499999999992724
3.0,0.98,605184518.367138,0.389999999999418,0.0400000000008731
3.0,0.99,576522744.999332,0.68999999999869,0.0499999999992724
3.0,1.0,611517154.218945,0.280000000002474,0.0499999999992724
4.0,0.01,1800328342.10529,0.0600000000013097,0.0099999999983992
4.0,0.02,1345246074.25462,0.069999999999709,0.0299999999988358
4.0,0.03,1150145720.38794,0.0800000000017462,0.0300000000024738
4.0,0.04,1034872492.18345,0.069999999999709,0.0299999999988358
4.0,0.05,988896389.92915,0.0800000000017462,0.0299999999988358
4.0,0.06,930163840.083598,0.0900000000001455,0.0400000000008731
4.0,0.07,905175859.405618,0.0900000000001455,0.0299999999988358
4.0,0.08,875574728.899387,0.0900000000001455,0.0299999999988358
4.0,0.09,834563000.778836,0.110000000000582,0.0299999999988358
4.0,0.1,838031554.64344,0.140000000003056,0.0299999999988358
4.0,0.11,820830095.80838,0.0900000000001455,0.0400000000008731
4.0,0.12,808492519.483389,0.110000000000582,0.0400000000008731
4.0,0.13,771007981.497911,0.119999999998981,0.0400000000008731
4.0,0.14,770958670.428918,0.159999999999854,0.0400000000008731
4.0,0.15,779879713.63574,0.110000000000582,0.0300000000024738
4.0,0.16,763889280.672345,0.159999999999854,0.0499999999992724
4.0,0.17,751297324.07968,0.119999999998981,0.0299999999988358
4.0,0.18,752207840.77896,0.139999999999418,0.0299999999988358
4.0,0.19,737407711.47829,0.119999999998981,0.0499999999992724
4.0,0.2,741752191.140229,0.139999999999418,0.0300000000024738
4.0,0.21,740564789.55051,0.159999999999854,0.0300000000024738
4.0,0.22,709727968.94265,0.159999999999854,0.0499999999992724
4.0,0.23,718585725.760188,0.200000000000728,0.0499999999992724
4.0,0.24,713544515.753929,0.139999999999418,0.0299999999988358
4.0,0.25,729435960.785814,0.159999999999854,0.0300000000024738
4.0,0.26,691412346.524096,0.139999999999418,0.0299999999988358
4.0,0.27,705806455.230702,0.159999999999854,0.0299999999988358
4.0,0.28,686556228.01207,0.159999999999854,0.0299999999988358
4.0,0.29,719842990.193841,0.150000000001455,0.0299999999988358
4.0,0.3,687118243.059328,0.170000000001892,0.0300000000024738
4.0,0.31,682029872.456097,0.169999999998254,0.0499999999992724
4.0,0.32,654328266.905049,0.169999999998254,0.0299999999988358
4.0,0.33,679736345.674688,0.170000000001892,0.0499999999992724
4.0,0.34,673720490.66024,0.220000000001164,0.0600000000013097
4.0,0.35,678225227.118101,0.229999999999563,0.0499999999992724
4.0,0.36,662425059.547313,0.170000000001892,0.0299999999988358
4.0,0.37,669985166.580915,0.18999999999869,0.0400000000008731
4.0,0.38,670860489.463808,0.180000000000291,0.0300000000024738
4.0,0.39,637015345.753472,0.18999999999869,0.0400000000008731
4.0,0.4,662699864.389992,0.18999999999869,0.0499999999992724
4.0,0.41,644027414.721752,0.209999999999127,0.0499999999992724
4.0,0.42,645532199.511893,0.200000000000728,0.0499999999992724
4.0,0.43,647620859.317791,0.180000000000291,0.0499999999992724
4.0,0.44,658556401.963793,0.180000000000291,0.0300000000024738
4.0,0.45,644911494.478473,0.200000000000728,0.0300000000024738
4.0,0.46,636818366.780474,0.18999999999869,0.0499999999992724
4.0,0.47,654727529.123137,0.220000000001164,0.0300000000024738
4.0,0.48,653574535.650108,0.200000000000728,0.0300000000024738
4.0,0.49,651386242.272387,0.220000000001164,0.0299999999988358
4.0,0.5,633279938.61543,0.209999999999127,0.0299999999988358
4.0,0.51,617611273.345776,0.240000000001601,0.0299999999988358
4.0,0.52,630434443.349274,0.239999999997963,0.0500000000029104
4.0,0.53,625552454.146867,0.219999999997526,0.0499999999992724
4.0,0.54,650057915.299885,0.229999999999563,0.0299999999988358
4.0,0.55,636829400.960628,0.240000000001601,0.0400000000008731
4.0,0.56,622531088.910842,0.219999999997526,0.0400000000008731
4.0,0.57,620125848.638816,0.219999999997526,0.0299999999988358
4.0,0.58,622958996.097628,0.240000000001601,0.0299999999988358
4.0,0.59,630179049.457169,0.25,0.0499999999992724
4.0,0.6,609508674.799569,0.229999999999563,0.0400000000008731
4.0,0.61,624244348.651748,0.25,0.0299999999988358
4.0,0.62,624183243.643564,0.25,0.0299999999988358
4.0,0.63,614570144.826629,0.25,0.0299999999988358
4.0,0.64,598523312.485716,0.25,0.0299999999988358
4.0,0.65,613817693.546243,0.25,0.0400000000008731
4.0,0.66,613892580.263588,0.270000000000437,0.0400000000008731
4.0,0.67,608272834.726006,0.259999999998399,0.0499999999992724
4.0,0.68,603217796.618447,0.279999999998836,0.0499999999992724
4.0,0.69,610741039.109106,0.25,0.0400000000008731
4.0,0.7,589162331.481554,0.259999999998399,0.0499999999992724
4.0,0.71,602123802.201225,0.270000000000437,0.0299999999988358
4.0,0.72,594998421.883993,0.270000000000437,0.0499999999992724
4.0,0.73,586922179.202208,0.279999999998836,0.0499999999992724
4.0,0.74,595567631.715514,0.380000000001019,0.0499999999992724
4.0,0.75,584663040.87527,0.280000000002474,0.0499999999992724
4.0,0.76,590521936.248775,0.280000000002474,0.0499999999992724
4.0,0.77,594221421.682796,0.279999999998836,0.0400000000008731
4.0,0.78,581427831.694496,0.290000000000873,0.0499999999992724
4.0,0.79,583108302.930174,0.280000000002474,0.0300000000024738
4.0,0.8,602901472.725828,0.299999999999272,0.0500000000029104
4.0,0.81,592709853.746199,0.299999999999272,0.0400000000008731
4.0,0.82,579190764.257467,0.299999999999272,0.0499999999992724
4.0,0.83,573515519.619593,0.290000000000873,0.0299999999988358
4.0,0.84,571899478.082349,0.279999999998836,0.0400000000008731
4.0,0.85,578858818.399246,0.290000000000873,0.0499999999992724
4.0,0.86,578059080.758305,0.329999999998108,0.0299999999988358
4.0,0.87,587650208.110944,0.290000000000873,0.0499999999992724
4.0,0.88,572682500.401145,0.330000000001746,0.0499999999992724
4.0,0.89,584396089.102436,0.31000000000131,0.0499999999992724
4.0,0.9,580514189.143366,0.330000000001746,0.0499999999992724
4.0,0.91,590839417.062254,0.31000000000131,0.0499999999992724
4.0,0.92,568326557.506686,0.330000000001746,0.0499999999992724
4.0,0.93,585027101.75754,0.31000000000131,0.0400000000008731
4.0,0.94,565372327.460622,0.319999999999709,0.0499999999992724
4.0,0.95,568268142.495645,0.31000000000131,0.0499999999992724
4.0,0.96,578187772.376794,0.340000000000146,0.0499999999992724
4.0,0.97,577481209.225286,0.330000000001746,0.0499999999992724
4.0,0.98,576149144.94841,0.360000000000582,0.0499999999992724
4.0,0.99,557163784.198993,0.360000000000582,0.0500000000029104
4.0,1.0,567165142.468536,0.340000000000146,0.0400000000008731
5.0,0.01,1708536159.50483,0.0600000000013097,0.0300000000024738
5.0,0.02,1269993094.50081,0.0599999999976717,0.0299999999988358
5.0,0.03,1096675828.64237,0.0599999999976717,0.0299999999988358
5.0,0.04,987041132.468096,0.0900000000001455,0.0299999999988358
5.0,0.05,943856866.757115,0.0799999999981083,0.0299999999988358
5.0,0.06,905662361.730978,0.0900000000001455,0.0299999999988358
5.0,0.07,870669042.313379,0.110000000000582,0.0300000000024738
5.0,0.08,833976243.84772,0.0900000000001455,0.0299999999988358
5.0,0.09,824873937.677254,0.0999999999985448,0.0299999999988358
5.0,0.1,790196793.066458,0.110000000000582,0.0299999999988358
5.0,0.11,790103361.739791,0.110000000000582,0.0299999999988358
5.0,0.12,768844405.517749,0.110000000000582,0.0299999999988358
5.0,0.13,741645726.296846,0.110000000000582,0.0299999999988358
5.0,0.14,774699472.133311,0.130000000001019,0.0400000000008731
5.0,0.15,735790023.182185,0.119999999998981,0.0299999999988358
5.0,0.16,734265097.557265,0.110000000000582,0.0299999999988358
5.0,0.17,713042743.590944,0.159999999999854,0.0299999999988358
5.0,0.18,724333085.312555,0.120000000002619,0.0300000000024738
5.0,0.19,708529642.340153,0.119999999998981,0.0299999999988358
5.0,0.2,706239813.826165,0.139999999999418,0.0499999999992724
5.0,0.21,717263733.929777,0.139999999999418,0.0400000000008731
5.0,0.22,701047075.763448,0.159999999999854,0.0300000000024738
5.0,0.23,701351181.04498,0.170000000001892,0.0400000000008731
5.0,0.24,690003744.630318,0.150000000001455,0.0300000000024738
5.0,0.25,684899709.854615,0.159999999999854,0.0300000000024738
5.0,0.26,679117954.52253,0.169999999998254,0.0400000000008731
5.0,0.27,676425021.409744,0.150000000001455,0.0300000000024738
