num.trees,mtry,MSE,runtime_training,runtime_prediction
2.0,26.0,1067410508.98364,0.0500000000001819,0.0100000000002183
2.0,27.0,1421751685.72602,0.0500000000001819,0.0099999999993087
2.0,28.0,1022915705.26257,0.0299999999997453,0.0300000000006548
2.0,29.0,1193239107.4893,0.0299999999997453,0.0199999999995271
2.0,30.0,1324818470.66707,0.0399999999999636,0.0399999999999636
2.0,31.0,1053840286.38577,0.0500000000001819,0.0299999999997453
2.0,32.0,864012994.006068,0.069999999999709,0.0200000000004366
2.0,33.0,1098600284.5245,0.0500000000001819,0.0200000000004366
2.0,34.0,987172755.50479,0.0499999999992724,0.0399999999999636
2.0,35.0,1027845006.45617,0.0399999999999636,0.0100000000002183
2.0,36.0,1227185512.095,0.0499999999992724,0.0300000000006548
2.0,37.0,1331734099.35891,0.0300000000006548,0.0100000000002183
2.0,38.0,1176501326.41056,0.0299999999997453,0.0299999999997453
2.0,39.0,1227716554.24121,0.0399999999999636,0.0099999999993087
2.0,40.0,963961332.296341,0.0500000000001819,0.0099999999993087
2.0,41.0,1023201456.54368,0.0399999999999636,0.0199999999995271
2.0,42.0,1004630627.19407,0.0399999999999636,0.0199999999995271
2.0,43.0,948496860.135259,0.0500000000001819,0.0200000000004366
2.0,44.0,1149700593.95035,0.0500000000001819,0.0299999999997453
2.0,45.0,1041463998.12779,0.0399999999999636,0.0100000000002183
2.0,46.0,1114027080.31016,0.0700000000006185,0.0100000000002183
2.0,47.0,1248136623.49458,0.0499999999992724,0.0100000000002183
2.0,48.0,1015749533.6658,0.0500000000001819,0.0199999999995271
2.0,49.0,946695134.305444,0.0500000000001819,0.0100000000002183
2.0,50.0,1035599318.86672,0.0399999999999636,0.0099999999993087
2.0,51.0,1065022612.35138,0.0499999999992724,0.0100000000002183
2.0,52.0,1050644470.87047,0.0600000000004002,0.0100000000002183
2.0,53.0,1088750883.04999,0.0500000000001819,0.0299999999997453
2.0,54.0,1011902491.29128,0.0399999999999636,0.0199999999995271
2.0,55.0,1016882061.01596,0.0500000000001819,0.0299999999997453
2.0,56.0,940281659.213746,0.0399999999999636,0.0199999999995271
2.0,57.0,886133072.22241,0.0500000000001819,0.0200000000004366
2.0,58.0,1077616528.54646,0.0500000000001819,0.0200000000004366
2.0,59.0,937402975.120273,0.0499999999992724,0.0100000000002183
2.0,60.0,962875118.508452,0.0399999999999636,0.0100000000002183
3.0,1.0,1482114428.49696,0.0200000000004366,0.0399999999999636
3.0,2.0,1238212344.8689,0.0300000000006548,0.0199999999995271
3.0,3.0,1285802787.32236,0.0200000000004366,0.0200000000004366
3.0,4.0,1261982610.77253,0.0299999999997453,0.0200000000004366
3.0,5.0,1000100052.37955,0.0399999999999636,0.0299999999997453
3.0,6.0,824534692.762969,0.0299999999997453,0.0200000000004366
3.0,7.0,988499594.995978,0.0299999999997453,0.0199999999995271
3.0,8.0,888077333.97387,0.0299999999997453,0.0100000000002183
3.0,9.0,896317348.791158,0.0399999999999636,0.0199999999995271
3.0,10.0,1157775896.74841,0.0100000000002183,0.0100000000002183
3.0,11.0,985687153.829003,0.0299999999997453,0.0199999999995271
3.0,12.0,943632459.22093,0.0299999999997453,0.0100000000002183
3.0,13.0,846518238.087436,0.0299999999997453,0.0399999999999636
3.0,14.0,765700006.421373,0.0399999999999636,0.0300000000006548
3.0,15.0,953794856.477815,0.0300000000006548,0.0299999999997453
3.0,16.0,859946221.983021,0.0299999999997453,0.0200000000004366
3.0,17.0,975783914.153723,0.0300000000006548,0.0299999999997453
3.0,18.0,809873742.601933,0.0299999999997453,0.0199999999995271
3.0,19.0,746550096.129221,0.0399999999999636,0.0300000000006548
3.0,20.0,938349260.769401,0.0399999999999636,0.0099999999993087
3.0,21.0,996379562.418085,0.0500000000001819,0.0299999999997453
3.0,22.0,1036584941.60745,0.0399999999999636,0.0299999999997453
3.0,23.0,922445756.121853,0.0300000000006548,0.0199999999995271
3.0,24.0,897812013.66234,0.0399999999999636,0.0200000000004366
3.0,25.0,1019425318.98414,0.0299999999997453,0.0099999999993087
3.0,26.0,941665089.006636,0.0499999999992724,0.0100000000002183
3.0,27.0,1198942346.64955,0.0399999999999636,0.0100000000002183
3.0,28.0,881440400.702579,0.0500000000001819,0.0300000000006548
3.0,29.0,966026176.472227,0.0500000000001819,0.0100000000002183
3.0,30.0,1108299425.05365,0.0299999999997453,0.0200000000004366
3.0,31.0,904058313.568261,0.0500000000001819,0.0299999999997453
3.0,32.0,760430429.859554,0.0499999999992724,0.0200000000004366
3.0,33.0,935248167.671386,0.0500000000001819,0.0100000000002183
3.0,34.0,881378960.086267,0.0600000000004002,0.0299999999997453
3.0,35.0,865576152.595566,0.0299999999997453,0.0200000000004366
3.0,36.0,985395023.437971,0.0399999999999636,0.0199999999995271
3.0,37.0,1118693451.3108,0.0399999999999636,0.0199999999995271
3.0,38.0,1048417748.67046,0.0299999999997453,0.0300000000006548
3.0,39.0,1038695536.29191,0.0500000000001819,0.0299999999997453
3.0,40.0,844500835.360426,0.0399999999999636,0.0200000000004366
3.0,41.0,896456126.82114,0.0299999999997453,0.0200000000004366
3.0,42.0,853677352.608996,0.0500000000001819,0.0299999999997453
3.0,43.0,893084468.917599,0.0300000000006548,0.0099999999993087
3.0,44.0,850096195.061665,0.0500000000001819,0.0300000000006548
3.0,45.0,928200433.56916,0.0399999999999636,0.0199999999995271
3.0,46.0,953422383.651654,0.0499999999992724,0.0299999999997453
3.0,47.0,898756818.692372,0.0500000000001819,0.0200000000004366
3.0,48.0,864535820.291157,0.0399999999999636,0.0299999999997453
3.0,49.0,775142881.563569,0.0399999999999636,0.0299999999997453
3.0,50.0,899947063.754732,0.0499999999992724,0.0199999999995271
3.0,51.0,827860066.025865,0.0399999999999636,0.0100000000002183
3.0,52.0,950831476.229051,0.0500000000001819,0.0099999999993087
3.0,53.0,1012319671.38862,0.0500000000001819,0.0100000000002183
3.0,54.0,804725483.671025,0.0500000000001819,0.0100000000002183
3.0,55.0,932865960.782719,0.0500000000001819,0.0200000000004366
3.0,56.0,837716987.941251,0.0399999999999636,0.0199999999995271
3.0,57.0,715759076.650652,0.0399999999999636,0.0200000000004366
3.0,58.0,862221283.161541,0.0399999999999636,0.0200000000004366
3.0,59.0,801469540.362974,0.0500000000001819,0.0100000000002183
3.0,60.0,700231667.123588,0.0500000000001819,0.0099999999993087
4.0,1.0,1745062818.64361,0.0299999999997453,0.0200000000004366
4.0,2.0,1033058454.47606,0.0300000000006548,0.0100000000002183
4.0,3.0,1099227345.61083,0.0200000000004366,0.0199999999995271
4.0,4.0,1046948673.03807,0.0299999999997453,0.0100000000002183
4.0,5.0,921234537.948735,0.0200000000004366,0.0199999999995271
4.0,6.0,718129267.521278,0.0199999999995271,0.0200000000004366
4.0,7.0,875857000.521945,0.0300000000006548,0.0100000000002183
4.0,8.0,800796391.772862,0.0299999999997453,0.0199999999995271
4.0,9.0,746630880.678223,0.0299999999997453,0.0100000000002183
4.0,10.0,1007063999.80446,0.0300000000006548,0.0200000000004366
4.0,11.0,896923194.238855,0.0299999999997453,0.0099999999993087
4.0,12.0,901241489.753507,0.0499999999992724,0.0199999999995271
4.0,13.0,842687186.985285,0.0399999999999636,0.0100000000002183
4.0,14.0,697585815.453147,0.0300000000006548,0.0299999999997453
4.0,15.0,882837515.852487,0.0299999999997453,0.0299999999997453
4.0,16.0,736441714.161831,0.0300000000006548,0.0300000000006548
4.0,17.0,872961061.063504,0.0299999999997453,0.0199999999995271
4.0,18.0,734177428.853289,0.0299999999997453,0.0100000000002183
4.0,19.0,680405204.712963,0.0399999999999636,0.0199999999995271
4.0,20.0,927247193.203358,0.0500000000001819,0.0100000000002183
4.0,21.0,860849232.624774,0.0299999999997453,0.0299999999997453
4.0,22.0,972733246.468604,0.0399999999999636,0.0300000000006548
4.0,23.0,804340785.806176,0.0299999999997453,0.0099999999993087
4.0,24.0,809750174.534463,0.0499999999992724,0.0199999999995271
4.0,25.0,934142624.181539,0.0399999999999636,0.0200000000004366
4.0,26.0,845718005.444169,0.0299999999997453,0.0099999999993087
4.0,27.0,913518411.748287,0.0299999999997453,0.0100000000002183
4.0,28.0,890924112.99655,0.0299999999997453,0.0199999999995271
4.0,29.0,876599113.792361,0.0499999999992724,0.0199999999995271
4.0,30.0,884037636.166309,0.0299999999997453,0.0200000000004366
4.0,31.0,789508051.589661,0.0300000000006548,0.0299999999997453
4.0,32.0,754810228.807014,0.0299999999997453,0.0100000000002183
4.0,33.0,982471717.749072,0.0500000000001819,0.0099999999993087
4.0,34.0,708281463.678417,0.0499999999992724,0.0199999999995271
4.0,35.0,820930419.74923,0.0500000000001819,0.0200000000004366
4.0,36.0,971779491.857826,0.0399999999999636,0.0200000000004366
4.0,37.0,973570854.699995,0.0399999999999636,0.0199999999995271
4.0,38.0,846726758.450814,0.0299999999997453,0.0100000000002183
4.0,39.0,882119147.469776,0.0700000000006185,0.0100000000002183
4.0,40.0,879138539.592203,0.0299999999997453,0.0199999999995271
4.0,41.0,837703520.551276,0.0399999999999636,0.0200000000004366
4.0,42.0,814911642.528135,0.0399999999999636,0.0299999999997453
4.0,43.0,889227410.395425,0.0499999999992724,0.0299999999997453
4.0,44.0,728592435.73873,0.0500000000001819,0.0099999999993087
4.0,45.0,888775256.969691,0.0500000000001819,0.0100000000002183
4.0,46.0,951136008.853385,0.0500000000001819,0.0100000000002183
4.0,47.0,914324895.430851,0.0500000000001819,0.0200000000004366
4.0,48.0,781141521.370994,0.0399999999999636,0.0199999999995271
4.0,49.0,764708766.64721,0.0399999999999636,0.0200000000004366
4.0,50.0,808216439.377412,0.0399999999999636,0.0200000000004366
4.0,51.0,757261644.681112,0.0500000000001819,0.0100000000002183
4.0,52.0,833236532.83914,0.0500000000001819,0.0299999999997453
4.0,53.0,934366611.010893,0.0399999999999636,0.0199999999995271
4.0,54.0,796891829.268147,0.0700000000006185,0.0299999999997453
4.0,55.0,771969900.675481,0.0399999999999636,0.0199999999995271
4.0,56.0,822522874.176367,0.069999999999709,0.0299999999997453
4.0,57.0,768469852.806788,0.0600000000004002,0.0299999999997453
4.0,58.0,808167237.448602,0.0500000000001819,0.0200000000004366
4.0,59.0,775948646.276189,0.0399999999999636,0.0100000000002183
4.0,60.0,694472419.797879,0.0500000000001819,0.0099999999993087
5.0,1.0,1535166718.07378,0.0199999999995271,0.0099999999993087
5.0,2.0,983001793.495836,0.0299999999997453,0.0200000000004366
5.0,3.0,1033861278.57687,0.0299999999997453,0.0199999999995271
5.0,4.0,907915440.804176,0.0199999999995271,0.0100000000002183
5.0,5.0,845821915.337146,0.0200000000004366,0.0100000000002183
5.0,6.0,711322548.527159,0.0300000000006548,0.0200000000004366
5.0,7.0,910860242.307902,0.0299999999997453,0.0099999999993087
5.0,8.0,698134041.305948,0.0299999999997453,0.0200000000004366
5.0,9.0,755626042.68893,0.0300000000006548,0.0100000000002183
5.0,10.0,889676065.411016,0.0299999999997453,0.0199999999995271
5.0,11.0,878104378.338609,0.0299999999997453,0.0299999999997453
5.0,12.0,812102592.480241,0.0299999999997453,0.0200000000004366
5.0,13.0,745860979.881966,0.0300000000006548,0.0100000000002183
5.0,14.0,605319671.98575,0.0299999999997453,0.0199999999995271
5.0,15.0,811481519.729791,0.0299999999997453,0.0100000000002183
5.0,16.0,648426273.43863,0.0300000000006548,0.0200000000004366
5.0,17.0,778661940.715177,0.0299999999997453,0.0299999999997453
5.0,18.0,640908223.994445,0.0299999999997453,0.0199999999995271
5.0,19.0,621738847.058022,0.0399999999999636,0.0100000000002183
5.0,20.0,791767022.206908,0.0500000000001819,0.0299999999997453
5.0,21.0,774189176.38981,0.0299999999997453,0.0200000000004366
5.0,22.0,800001519.78282,0.0399999999999636,0.0299999999997453
5.0,23.0,834163240.006657,0.0299999999997453,0.0100000000002183
5.0,24.0,722903478.331925,0.0399999999999636,0.0399999999999636
5.0,25.0,778158274.012321,0.0500000000001819,0.0100000000002183
5.0,26.0,710621890.845258,0.0299999999997453,0.0100000000002183
5.0,27.0,797180573.746473,0.0300000000006548,0.0099999999993087
5.0,28.0,750632987.920402,0.0299999999997453,0.0399999999999636
5.0,29.0,808185035.057996,0.0399999999999636,0.0300000000006548
5.0,30.0,850540089.674242,0.0500000000001819,0.0099999999993087
5.0,31.0,717907024.735943,0.0500000000001819,0.0300000000006548
5.0,32.0,734924584.401898,0.0299999999997453,0.0199999999995271
5.0,33.0,945237512.120869,0.0399999999999636,0.0199999999995271
5.0,34.0,731136403.844488,0.0500000000001819,0.0100000000002183
5.0,35.0,852513157.990556,0.0500000000001819,0.0100000000002183
5.0,36.0,879249947.105141,0.0500000000001819,0.0099999999993087
5.0,37.0,844409590.17775,0.0499999999992724,0.0199999999995271
5.0,38.0,807098601.134159,0.0500000000001819,0.0200000000004366
5.0,39.0,846344682.240015,0.0399999999999636,0.0200000000004366
5.0,40.0,882317831.533252,0.0500000000001819,0.0100000000002183
5.0,41.0,786982892.385094,0.0500000000001819,0.0200000000004366
5.0,42.0,771014288.549425,0.0399999999999636,0.0199999999995271
5.0,43.0,927262320.338441,0.0399999999999636,0.0200000000004366
5.0,44.0,760402100.988553,0.0399999999999636,0.0200000000004366
5.0,45.0,895413541.811585,0.0500000000001819,0.0200000000004366
5.0,46.0,881463407.37674,0.0399999999999636,0.0300000000006548
5.0,47.0,886242792.422733,0.0500000000001819,0.0100000000002183
5.0,48.0,780434789.902334,0.0500000000001819,0.0200000000004366
5.0,49.0,721805718.595952,0.0399999999999636,0.0199999999995271
5.0,50.0,823445397.482849,0.0599999999994907,0.0099999999993087
5.0,51.0,750362725.35212,0.0499999999992724,0.0199999999995271
5.0,52.0,764250102.431537,0.0500000000001819,0.0200000000004366
5.0,53.0,959017500.012326,0.0600000000004002,0.0100000000002183
5.0,54.0,838140007.376261,0.0500000000001819,0.0100000000002183
5.0,55.0,806507874.062005,0.0500000000001819,0.0100000000002183
5.0,56.0,765730080.577599,0.0500000000001819,0.0100000000002183
5.0,57.0,797182083.882745,0.0600000000004002,0.0200000000004366
5.0,58.0,807029690.584923,0.0500000000001819,0.0300000000006548
5.0,59.0,811063414.726113,0.0399999999999636,0.0200000000004366
5.0,60.0,734012207.527371,0.0600000000004002,0.0100000000002183
6.0,1.0,1468504262.13687,0.0399999999999636,0.0199999999995271
6.0,2.0,1005125570.92968,0.0199999999995271,0.0399999999999636
6.0,3.0,990822887.268174,0.0100000000002183,0.0300000000006548
6.0,4.0,866513938.711854,0.0200000000004366,0.0199999999995271
6.0,5.0,833536596.401274,0.0299999999997453,0.0100000000002183
6.0,6.0,694472367.921237,0.0300000000006548,0.0200000000004366
6.0,7.0,824831262.166882,0.0299999999997453,0.0099999999993087
6.0,8.0,689335758.378964,0.0299999999997453,0.0299999999997453
6.0,9.0,742390804.714778,0.0299999999997453,0.0399999999999636
6.0,10.0,817911985.280969,0.0299999999997453,0.0299999999997453
6.0,11.0,854746015.961608,0.0399999999999636,0.0300000000006548
6.0,12.0,830935751.12359,0.0299999999997453,0.0099999999993087
6.0,13.0,685522844.379625,0.0199999999995271,0.0200000000004366
6.0,14.0,571702893.512614,0.0300000000006548,0.0100000000002183
6.0,15.0,781113684.059824,0.0299999999997453,0.0199999999995271
6.0,16.0,649531198.179038,0.0499999999992724,0.0299999999997453
6.0,17.0,762996080.980615,0.0299999999997453,0.0200000000004366
6.0,18.0,597448122.504578,0.0399999999999636,0.0199999999995271
6.0,19.0,634777313.222105,0.0299999999997453,0.0299999999997453
6.0,20.0,801084270.961787,0.0500000000001819,0.0200000000004366
6.0,21.0,726238306.806047,0.0299999999997453,0.0299999999997453
6.0,22.0,761458505.688341,0.0300000000006548,0.0100000000002183
6.0,23.0,798842294.401296,0.0399999999999636,0.0199999999995271
6.0,24.0,726758519.208435,0.0399999999999636,0.0100000000002183
6.0,25.0,795059146.987021,0.0500000000001819,0.0299999999997453
6.0,26.0,652042290.631749,0.0399999999999636,0.0200000000004366
6.0,27.0,813732500.948968,0.0500000000001819,0.0100000000002183
6.0,28.0,765795091.539339,0.0500000000001819,0.0099999999993087
6.0,29.0,776675630.615374,0.0299999999997453,0.0100000000002183
6.0,30.0,856191004.828061,0.069999999999709,0.0199999999995271
6.0,31.0,726481805.572537,0.0500000000001819,0.0100000000002183
6.0,32.0,721134505.352697,0.0299999999997453,0.0199999999995271
6.0,33.0,891937927.118793,0.0399999999999636,0.0200000000004366
6.0,34.0,711387728.374161,0.0299999999997453,0.0099999999993087
6.0,35.0,849690375.67851,0.0499999999992724,0.0199999999995271
6.0,36.0,855784835.164544,0.0500000000001819,0.0299999999997453
6.0,37.0,826092064.021031,0.0500000000001819,0.0100000000002183
6.0,38.0,810926165.207354,0.0500000000001819,0.0100000000002183
6.0,39.0,850407582.810595,0.0500000000001819,0.0200000000004366
6.0,40.0,866108340.906533,0.0399999999999636,0.0199999999995271
6.0,41.0,766755739.736238,0.0399999999999636,0.0200000000004366
6.0,42.0,837514457.016594,0.0399999999999636,0.0200000000004366
6.0,43.0,926258622.164365,0.0500000000001819,0.0200000000004366
6.0,44.0,794351807.991937,0.0399999999999636,0.0300000000006548
6.0,45.0,938600730.90229,0.0599999999994907,0.0200000000004366
6.0,46.0,855372067.761261,0.0399999999999636,0.0199999999995271
6.0,47.0,908625322.681827,0.0599999999994907,0.0200000000004366
6.0,48.0,787619039.084983,0.0399999999999636,0.0200000000004366
6.0,49.0,735423313.140319,0.0500000000001819,0.0200000000004366
6.0,50.0,820757735.271649,0.0399999999999636,0.0200000000004366
6.0,51.0,760657280.9245,0.0399999999999636,0.0199999999995271
6.0,52.0,740226971.70834,0.0499999999992724,0.0199999999995271
6.0,53.0,984598759.695819,0.0599999999994907,0.0199999999995271
6.0,54.0,831195864.548923,0.0399999999999636,0.0200000000004366
6.0,55.0,815527810.380756,0.0599999999994907,0.0199999999995271
6.0,56.0,812564622.353622,0.0500000000001819,0.0200000000004366
6.0,57.0,818390217.694121,0.0600000000004002,0.0300000000006548
6.0,58.0,814275337.381167,0.0500000000001819,0.0100000000002183
6.0,59.0,786062311.571795,0.0700000000006185,0.0100000000002183
6.0,60.0,691066950.177446,0.0500000000001819,0.0100000000002183
7.0,1.0,1462741898.2712,0.0300000000006548,0.0300000000006548
7.0,2.0,968663546.994709,0.0300000000006548,0.0200000000004366
7.0,3.0,888448382.385366,0.0299999999997453,0.0099999999993087
7.0,4.0,849639039.857083,0.0299999999997453,0.0200000000004366
7.0,5.0,762751783.868765,0.0299999999997453,0.0199999999995271
7.0,6.0,671083755.948924,0.0399999999999636,0.0100000000002183
7.0,7.0,802718329.240443,0.0300000000006548,0.0200000000004366
7.0,8.0,685917211.081104,0.0299999999997453,0.0099999999993087
7.0,9.0,763214490.062919,0.0299999999997453,0.0200000000004366
7.0,10.0,810754235.251119,0.0300000000006548,0.0100000000002183
7.0,11.0,820643014.544791,0.0499999999992724,0.0100000000002183
7.0,12.0,801492225.748482,0.0500000000001819,0.0299999999997453
7.0,13.0,675609456.782458,0.0299999999997453,0.0500000000001819
7.0,14.0,586414389.104172,0.0799999999999272,0.0199999999995271
7.0,15.0,800260185.256988,0.0599999999994907,0.0299999999997453
7.0,16.0,614643892.417132,0.0300000000006548,0.0299999999997453
7.0,17.0,725362729.757311,0.0499999999992724,0.0299999999997453
7.0,18.0,590519494.576542,0.0399999999999636,0.0100000000002183
7.0,19.0,603196457.597611,0.0500000000001819,0.0300000000006548
7.0,20.0,756400889.42838,0.0500000000001819,0.0299999999997453
7.0,21.0,660094676.524508,0.0300000000006548,0.0399999999999636
7.0,22.0,726664748.458945,0.0500000000001819,0.0099999999993087
7.0,23.0,769130346.348093,0.0600000000004002,0.0299999999997453
7.0,24.0,701448565.345008,0.0500000000001819,0.0300000000006548
7.0,25.0,774293413.981314,0.0600000000004002,0.0099999999993087
7.0,26.0,642071866.785057,0.0399999999999636,0.0100000000002183
7.0,27.0,769152915.963624,0.0500000000001819,0.0300000000006548
7.0,28.0,760717194.370435,0.0299999999997453,0.0100000000002183
7.0,29.0,738728744.975366,0.0500000000001819,0.0099999999993087
7.0,30.0,774542949.495517,0.0499999999992724,0.0199999999995271
7.0,31.0,731929455.578577,0.0500000000001819,0.0200000000004366
7.0,32.0,685377421.39547,0.0399999999999636,0.0300000000006548
7.0,33.0,775680783.030716,0.0500000000001819,0.0399999999999636
7.0,34.0,683843135.508157,0.0300000000006548,0.0299999999997453
7.0,35.0,833743621.056216,0.0399999999999636,0.0200000000004366
7.0,36.0,808642123.979073,0.0500000000001819,0.0300000000006548
7.0,37.0,782661952.467197,0.0399999999999636,0.0200000000004366
7.0,38.0,731981115.995029,0.0600000000004002,0.0100000000002183
7.0,39.0,816457565.848297,0.0500000000001819,0.0200000000004366
7.0,40.0,831747971.973278,0.0399999999999636,0.0100000000002183
7.0,41.0,747059687.059493,0.0500000000001819,0.0099999999993087
7.0,42.0,808417392.250348,0.0499999999992724,0.0199999999995271
7.0,43.0,882632150.032324,0.0500000000001819,0.0299999999997453
7.0,44.0,765509942.139478,0.0500000000001819,0.0100000000002183
7.0,45.0,870692454.775923,0.0500000000001819,0.0100000000002183
7.0,46.0,829770417.737204,0.0500000000001819,0.0300000000006548
7.0,47.0,864350456.479946,0.0500000000001819,0.0200000000004366
7.0,48.0,757885571.97229,0.0499999999992724,0.0100000000002183
7.0,49.0,732411901.556515,0.0600000000004002,0.0300000000006548
7.0,50.0,796144066.99176,0.0500000000001819,0.0100000000002183
7.0,51.0,741887063.585847,0.0500000000001819,0.0100000000002183
7.0,52.0,739599865.169314,0.0600000000004002,0.0299999999997453
7.0,53.0,923849945.662457,0.069999999999709,0.0100000000002183
7.0,54.0,779471746.730177,0.0500000000001819,0.0200000000004366
7.0,55.0,809109285.643268,0.0399999999999636,0.0199999999995271
7.0,56.0,773992380.713185,0.0599999999994907,0.0200000000004366
7.0,57.0,815545891.483205,0.0500000000001819,0.0100000000002183
7.0,58.0,795995871.392624,0.0600000000004002,0.0200000000004366
