"num.trees","mtry","sample.fraction","min.node.size","replace","MSE","runtime_training","runtime_prediction"
512,10,0.5,21,TRUE,613795248.998202,0.1899999999996,0.00999999999930878
1024,10,0.5,21,TRUE,621643386.051769,0.329999999999927,0.0500000000001819
2048,10,0.5,21,TRUE,621704211.463307,0.619999999999891,0.0799999999999272
2,20,0.5,21,TRUE,1223764439.53825,0.0299999999997453,0.0200000000004366
4,20,0.5,21,TRUE,1012298829.37734,0.0299999999997453,0.0300000000006548
8,20,0.5,21,TRUE,814886529.208169,0.0299999999997453,0.0299999999997453
16,20,0.5,21,TRUE,734431519.155111,0.0399999999999636,0.0399999999999636
32,20,0.5,21,TRUE,666547210.341329,0.0299999999997453,0.00999999999930878
64,20,0.5,21,TRUE,659408442.718449,0.0399999999999636,0.0199999999995271
128,20,0.5,21,TRUE,632323046.491,0.089999999999236,0.0199999999995271
256,20,0.5,21,TRUE,620478214.310017,0.139999999999418,0.00999999999930878
512,20,0.5,21,TRUE,618184080.146183,0.269999999999527,0.0299999999997453
1024,20,0.5,21,TRUE,613925139.965937,0.5,0.0399999999999636
2048,20,0.5,21,TRUE,620353533.089723,0.989999999999782,0.0599999999994907
2,23,0.5,21,TRUE,1268275346.72409,0.0200000000004366,0.0100000000002183
4,23,0.5,21,TRUE,911652642.553984,0.0100000000002183,0.0199999999995271
8,23,0.5,21,TRUE,740352006.860476,0.0299999999997453,0.0200000000004366
16,23,0.5,21,TRUE,727407607.697868,0.0399999999999636,0.0100000000002183
32,23,0.5,21,TRUE,693063167.786987,0.0500000000001819,0.0299999999997453
64,23,0.5,21,TRUE,654744151.783022,0.0500000000001819,0.00999999999930878
128,23,0.5,21,TRUE,644537146.316577,0.0999999999994543,0.00999999999930878
256,23,0.5,21,TRUE,614669250.790706,0.159999999999854,0.0100000000002183
512,23,0.5,21,TRUE,615214785.915382,0.300000000000182,0.0299999999997453
1024,23,0.5,21,TRUE,615724171.259745,0.579999999999927,0.0399999999999636
2048,23,0.5,21,TRUE,618905321.921249,1.10000000000036,0.069999999999709
2,26,0.5,21,TRUE,1054634311.88544,0.0199999999995271,0.00999999999930878
4,26,0.5,21,TRUE,848250713.739847,0.0299999999997453,0.0200000000004366
8,26,0.5,21,TRUE,738524280.171199,0.0299999999997453,0.0100000000002183
16,26,0.5,21,TRUE,667139594.769198,0.0399999999999636,0.0299999999997453
32,26,0.5,21,TRUE,652784595.223989,0.0500000000001819,0.0200000000004366
64,26,0.5,21,TRUE,621802947.874108,0.0600000000004002,0.0299999999997453
128,26,0.5,21,TRUE,631133952.494995,0.089999999999236,0.0299999999997453
256,26,0.5,21,TRUE,627413225.337181,0.179999999999382,0.0299999999997453
512,26,0.5,21,TRUE,613694870.772902,0.329999999999927,0.0500000000001819
1024,26,0.5,21,TRUE,616423219.488011,0.630000000000109,0.0399999999999636
2048,26,0.5,21,TRUE,619663244.035507,1.22999999999956,0.0799999999999272
2,28,0.5,21,TRUE,1083647078.32266,0.0100000000002183,0.0200000000004366
4,28,0.5,21,TRUE,852560527.36029,0.0200000000004366,0.0100000000002183
8,28,0.5,21,TRUE,750932670.876581,0.0299999999997453,0.0199999999995271
16,28,0.5,21,TRUE,699010795.199641,0.0299999999997453,0.0100000000002183
32,28,0.5,21,TRUE,643734308.155179,0.0500000000001819,0.0200000000004366
64,28,0.5,21,TRUE,626256450.332545,0.069999999999709,0.0100000000002183
128,28,0.5,21,TRUE,627395377.643242,0.100000000000364,0.0399999999999636
256,28,0.5,21,TRUE,622263637.366699,0.190000000000509,0.0300000000006548
512,28,0.5,21,TRUE,616876615.067158,0.350000000000364,0.0399999999999636
1024,28,0.5,21,TRUE,617187294.812972,0.690000000000509,0.0300000000006548
2048,28,0.5,21,TRUE,622241284.500844,1.28999999999996,0.0799999999999272
2,30,0.5,21,TRUE,1137065628.51209,0.0299999999997453,0.0299999999997453
4,30,0.5,21,TRUE,823469191.28201,0.0100000000002183,0.0200000000004366
8,30,0.5,21,TRUE,745561004.013951,0.0300000000006548,0.0100000000002183
16,30,0.5,21,TRUE,693222936.831791,0.0299999999997453,0.0199999999995271
32,30,0.5,21,TRUE,640940753.285442,0.0399999999999636,0.0199999999995271
64,30,0.5,21,TRUE,617319694.271304,0.0599999999994907,0.0199999999995271
128,30,0.5,21,TRUE,638198419.833872,0.119999999999891,0.0200000000004366
256,30,0.5,21,TRUE,628819095.668622,0.199999999999818,0.00999999999930878
512,30,0.5,21,TRUE,624790144.786733,0.359999999999673,0.0299999999997453
1024,30,0.5,21,TRUE,621996318.997621,0.670000000000073,0.0500000000001819
2048,30,0.5,21,TRUE,622228461.65676,1.39000000000033,0.0800000000008367
2,40,0.5,21,TRUE,1084085078.52214,0.0100000000002183,0.0299999999997453
4,40,0.5,21,TRUE,805148419.02542,0.0299999999997453,0.0299999999997453
8,40,0.5,21,TRUE,751924826.285429,0.0299999999997453,0.0300000000006548
16,40,0.5,21,TRUE,631614486.656129,0.0500000000001819,0.0199999999995271
32,40,0.5,21,TRUE,640081489.683087,0.0500000000001819,0.00999999999930878
64,40,0.5,21,TRUE,637785485.72149,0.0700000000006185,0.0199999999995271
128,40,0.5,21,TRUE,623903535.389835,0.119999999999891,0.0200000000004366
256,40,0.5,21,TRUE,621959811.73055,0.230000000000473,0.0299999999997453
512,40,0.5,21,TRUE,627512264.926069,0.469999999999345,0.0299999999997453
1024,40,0.5,21,TRUE,626060912.91619,0.869999999999891,0.0299999999997453
2048,40,0.5,21,TRUE,628163090.797078,1.6899999999996,0.0599999999994907
2,60,0.5,21,TRUE,1073927584.16075,0.0300000000006548,0.00999999999930878
4,60,0.5,21,TRUE,923352964.960849,0.0299999999997453,0.0200000000004366
8,60,0.5,21,TRUE,869880568.738713,0.0399999999999636,0.0299999999997453
16,60,0.5,21,TRUE,781867554.009591,0.0500000000001819,0.0100000000002183
32,60,0.5,21,TRUE,718215826.841635,0.0700000000006185,0.0100000000002183
64,60,0.5,21,TRUE,663339047.275157,0.0900000000001455,0.0200000000004366
128,60,0.5,21,TRUE,661961644.455015,0.180000000000291,0.0100000000002183
256,60,0.5,21,TRUE,655331538.34798,0.329999999999927,0.00999999999930878
512,60,0.5,21,TRUE,643189963.774757,0.630000000000109,0.0299999999997453
1024,60,0.5,21,TRUE,647530854.661981,1.25,0.0299999999997453
2048,60,0.5,21,TRUE,647819106.823585,2.39999999999964,0.0799999999999272
2,2,0.6,21,TRUE,1662993683.59323,0.0299999999997453,0.0300000000006548
4,2,0.6,21,TRUE,1220192969.24593,0.0299999999997453,0.0199999999995271
8,2,0.6,21,TRUE,946938936.687508,0.00999999999930878,0.0299999999997453
16,2,0.6,21,TRUE,905055409.745728,0.0200000000004366,0.0100000000002183
32,2,0.6,21,TRUE,882499754.92265,0.0300000000006548,0.0199999999995271
64,2,0.6,21,TRUE,828400094.435624,0.0299999999997453,0.0200000000004366
128,2,0.6,21,TRUE,827300721.138838,0.0499999999992724,0.0199999999995271
256,2,0.6,21,TRUE,827937026.553302,0.0599999999994907,0.0299999999997453
512,2,0.6,21,TRUE,822075515.080094,0.119999999999891,0.0299999999997453
1024,2,0.6,21,TRUE,821903727.730835,0.199999999999818,0.0299999999997453
2048,2,0.6,21,TRUE,822324537.209241,0.380000000000109,0.0900000000001455
2,5,0.6,21,TRUE,1261743534.8316,0.0100000000002183,0.0100000000002183
4,5,0.6,21,TRUE,1107661946.1765,0.0199999999995271,0.0299999999997453
8,5,0.6,21,TRUE,859490392.46419,0.0200000000004366,0.0199999999995271
16,5,0.6,21,TRUE,756431126.828639,0.0300000000006548,0.0200000000004366
32,5,0.6,21,TRUE,692376054.928308,0.0299999999997453,0.0299999999997453
64,5,0.6,21,TRUE,653050837.093793,0.0399999999999636,0.0200000000004366
128,5,0.6,21,TRUE,635239095.006275,0.0399999999999636,0.0199999999995271
256,5,0.6,21,TRUE,645263826.445614,0.0799999999999272,0.0299999999997453
512,5,0.6,21,TRUE,648768289.977578,0.139999999999418,0.0299999999997453
1024,5,0.6,21,TRUE,644599928.211334,0.260000000000218,0.0399999999999636
2048,5,0.6,21,TRUE,650771866.344431,0.550000000000182,0.0799999999999272
2,10,0.6,21,TRUE,1259539004.38028,0.0299999999997453,0.0100000000002183
4,10,0.6,21,TRUE,935459210.993104,0.0200000000004366,0.0100000000002183
8,10,0.6,21,TRUE,797605047.206788,0.0300000000006548,0.0200000000004366
16,10,0.6,21,TRUE,654813360.608029,0.0299999999997453,0.00999999999930878
32,10,0.6,21,TRUE,628733763.166555,0.0299999999997453,0.0200000000004366
64,10,0.6,21,TRUE,628939995.529039,0.0500000000001819,0.0199999999995271
128,10,0.6,21,TRUE,613888583.648241,0.0800000000008367,0.0100000000002183
256,10,0.6,21,TRUE,612870972.533954,0.109999999999673,0.0299999999997453
512,10,0.6,21,TRUE,614083671.071939,0.199999999999818,0.0299999999997453
1024,10,0.6,21,TRUE,611343675.117049,0.389999999999418,0.0299999999997453
2048,10,0.6,21,TRUE,615383917.148925,0.730000000000473,0.0799999999999272
2,20,0.6,21,TRUE,826892893.474037,0.0299999999997453,0.0200000000004366
4,20,0.6,21,TRUE,778883848.021563,0.0299999999997453,0.0200000000004366
8,20,0.6,21,TRUE,705691973.915225,0.0300000000006548,0.0100000000002183
16,20,0.6,21,TRUE,604693110.340386,0.0299999999997453,0.0199999999995271
32,20,0.6,21,TRUE,605265389.886439,0.0299999999997453,0.0199999999995271
64,20,0.6,21,TRUE,598854971.574561,0.0599999999994907,0.0199999999995271
128,20,0.6,21,TRUE,612258542.803888,0.089999999999236,0.0100000000002183
256,20,0.6,21,TRUE,617639213.267169,0.1899999999996,0.0199999999995271
512,20,0.6,21,TRUE,612386133.536372,0.309999999999491,0.0299999999997453
1024,20,0.6,21,TRUE,606604824.594839,0.590000000000146,0.0500000000001819
2048,20,0.6,21,TRUE,605258523.153885,1.1899999999996,0.069999999999709
2,23,0.6,21,TRUE,1077728322.47346,0.0300000000006548,0.0100000000002183
4,23,0.6,21,TRUE,901545765.230841,0.0299999999997453,0.0199999999995271
8,23,0.6,21,TRUE,782116313.356879,0.0299999999997453,0.0199999999995271
16,23,0.6,21,TRUE,755721397.643284,0.0299999999997453,0.0200000000004366
32,23,0.6,21,TRUE,707337029.781502,0.0499999999992724,0.0199999999995271
64,23,0.6,21,TRUE,658013188.29226,0.0599999999994907,0.00999999999930878
128,23,0.6,21,TRUE,622517481.854918,0.0900000000001455,0.0300000000006548
256,23,0.6,21,TRUE,614170911.577089,0.180000000000291,0.0200000000004366
512,23,0.6,21,TRUE,615034885.875807,0.340000000000146,0.0300000000006548
1024,23,0.6,21,TRUE,607647614.269684,0.6899999999996,0.0500000000001819
2048,23,0.6,21,TRUE,609516899.987033,1.28999999999996,0.0799999999999272
2,26,0.6,21,TRUE,1093260254.79268,0.0100000000002183,0.0200000000004366
4,26,0.6,21,TRUE,819634293.563387,0.0199999999995271,0.0300000000006548
8,26,0.6,21,TRUE,672802795.147548,0.0200000000004366,0.0299999999997453
16,26,0.6,21,TRUE,593502935.567712,0.0500000000001819,0.0100000000002183
32,26,0.6,21,TRUE,577821699.695394,0.0500000000001819,0.0299999999997453
64,26,0.6,21,TRUE,589656266.636503,0.069999999999709,0.0399999999999636
128,26,0.6,21,TRUE,582294604.17046,0.100000000000364,0.0199999999995271
256,26,0.6,21,TRUE,601353895.038844,0.199999999999818,0.0300000000006548
512,26,0.6,21,TRUE,612606643.569767,0.380000000000109,0.0300000000006548
1024,26,0.6,21,TRUE,608582679.434334,0.720000000000255,0.0500000000001819
2048,26,0.6,21,TRUE,608252415.555784,1.43000000000029,0.0600000000004002
2,28,0.6,21,TRUE,1021411430.93992,0.0300000000006548,0.0200000000004366
4,28,0.6,21,TRUE,895887440.727316,0.0299999999997453,0.00999999999930878
8,28,0.6,21,TRUE,749541193.65757,0.0199999999995271,0.0200000000004366
16,28,0.6,21,TRUE,713390776.859204,0.0299999999997453,0.0100000000002183
32,28,0.6,21,TRUE,668246874.826392,0.0500000000001819,0.0399999999999636
64,28,0.6,21,TRUE,643448185.449121,0.0600000000004002,0.0100000000002183
128,28,0.6,21,TRUE,601215078.501039,0.109999999999673,0.0100000000002183
256,28,0.6,21,TRUE,601629620.809826,0.220000000000255,0.0200000000004366
512,28,0.6,21,TRUE,605481963.806956,0.409999999999854,0.0299999999997453
1024,28,0.6,21,TRUE,604773311.407983,0.779999999999745,0.0500000000001819
2048,28,0.6,21,TRUE,606237151.625604,1.55999999999949,0.0800000000008367
2,30,0.6,21,TRUE,1045844953.54612,0.0299999999997453,0.00999999999930878
4,30,0.6,21,TRUE,848005708.271008,0.0299999999997453,0.0200000000004366
8,30,0.6,21,TRUE,757577572.948474,0.0199999999995271,0.0299999999997453
16,30,0.6,21,TRUE,648040827.284871,0.0300000000006548,0.0200000000004366
32,30,0.6,21,TRUE,614214497.958711,0.0399999999999636,0.0200000000004366
64,30,0.6,21,TRUE,607386591.213164,0.0700000000006185,0.0199999999995271
128,30,0.6,21,TRUE,603675947.431905,0.119999999999891,0.0200000000004366
256,30,0.6,21,TRUE,605847662.382559,0.220000000000255,0.0300000000006548
512,30,0.6,21,TRUE,605762906.244875,0.450000000000728,0.0399999999999636
1024,30,0.6,21,TRUE,606676064.733162,0.829999999999927,0.0299999999997453
2048,30,0.6,21,TRUE,610640637.522771,1.65999999999985,0.0600000000004002
2,40,0.6,21,TRUE,964523285.08139,0.00999999999930878,0.0199999999995271
4,40,0.6,21,TRUE,814717226.592492,0.0299999999997453,0.0100000000002183
8,40,0.6,21,TRUE,736395078.330821,0.0300000000006548,0.0200000000004366
16,40,0.6,21,TRUE,626051504.350981,0.0399999999999636,0.0299999999997453
32,40,0.6,21,TRUE,610887474.849546,0.0500000000001819,0.0399999999999636
64,40,0.6,21,TRUE,604129321.668494,0.0900000000001455,0.0299999999997453
128,40,0.6,21,TRUE,598069278.306322,0.149999999999636,0.0200000000004366
256,40,0.6,21,TRUE,606950460.198153,0.279999999999745,0.0299999999997453
512,40,0.6,21,TRUE,618076111.717619,0.520000000000437,0.0399999999999636
1024,40,0.6,21,TRUE,616895767.72895,1.02999999999975,0.0300000000006548
2048,40,0.6,21,TRUE,620352750.817503,2.13000000000011,0.0700000000006185
2,60,0.6,21,TRUE,1122081321.28748,0.0399999999999636,0.0199999999995271
4,60,0.6,21,TRUE,914126874.710589,0.0300000000006548,0.0200000000004366
8,60,0.6,21,TRUE,808579963.866644,0.0399999999999636,0.0200000000004366
16,60,0.6,21,TRUE,730261941.689233,0.0399999999999636,0.0199999999995271
32,60,0.6,21,TRUE,699745746.089216,0.0799999999999272,0.0100000000002183
64,60,0.6,21,TRUE,658302280.865605,0.109999999999673,0.0100000000002183
128,60,0.6,21,TRUE,624155448.2353,0.210000000000036,0.0300000000006548
256,60,0.6,21,TRUE,631671543.896486,0.390000000000327,0.0100000000002183
512,60,0.6,21,TRUE,635571235.678629,0.759999999999309,0.0299999999997453
1024,60,0.6,21,TRUE,635804052.22957,1.5,0.069999999999709
2048,60,0.6,21,TRUE,637910749.983006,3.09999999999945,0.0799999999999272
2,2,0.7,21,TRUE,1704599902.95118,0.0299999999997453,0.00999999999930878
4,2,0.7,21,TRUE,1269505531.67705,0.0100000000002183,0.0100000000002183
8,2,0.7,21,TRUE,901452760.921888,0.0299999999997453,0.0299999999997453
16,2,0.7,21,TRUE,858286240.321644,0.00999999999930878,0.0299999999997453
32,2,0.7,21,TRUE,820833024.528026,0.0299999999997453,0.0100000000002183
64,2,0.7,21,TRUE,841586618.160904,0.0300000000006548,0.0200000000004366
128,2,0.7,21,TRUE,803530230.811072,0.0499999999992724,0.0199999999995271
256,2,0.7,21,TRUE,799779019.434868,0.109999999999673,0.0399999999999636
512,2,0.7,21,TRUE,804918448.94458,0.140000000000327,0.0399999999999636
1024,2,0.7,21,TRUE,791332422.36745,0.240000000000691,0.0399999999999636
2048,2,0.7,21,TRUE,793478436.91355,0.399999999999636,0.0799999999999272
2,5,0.7,21,TRUE,1381601991.94961,0.0299999999997453,0.0199999999995271
4,5,0.7,21,TRUE,1076431504.17918,0.00999999999930878,0.0100000000002183
8,5,0.7,21,TRUE,814382285.971471,0.0200000000004366,0.0100000000002183
16,5,0.7,21,TRUE,713646824.912377,0.0300000000006548,0.0200000000004366
32,5,0.7,21,TRUE,682456912.350968,0.0299999999997453,0.00999999999930878
64,5,0.7,21,TRUE,661214932.929113,0.0499999999992724,0.0100000000002183
128,5,0.7,21,TRUE,659277227.683662,0.0500000000001819,0.0200000000004366
256,5,0.7,21,TRUE,643449603.518382,0.0900000000001455,0.0299999999997453
512,5,0.7,21,TRUE,634439509.911467,0.170000000000073,0.0299999999997453
1024,5,0.7,21,TRUE,633944982.188767,0.380000000000109,0.0299999999997453
2048,5,0.7,21,TRUE,631843873.809925,0.559999999999491,0.0799999999999272
2,10,0.7,21,TRUE,899004088.440731,0.0299999999997453,0.00999999999930878
4,10,0.7,21,TRUE,768748801.250659,0.0299999999997453,0.0200000000004366
8,10,0.7,21,TRUE,673755974.762375,0.0100000000002183,0.0100000000002183
16,10,0.7,21,TRUE,634169417.425968,0.0299999999997453,0.0299999999997453
32,10,0.7,21,TRUE,612108788.776041,0.0500000000001819,0.0100000000002183
64,10,0.7,21,TRUE,608857623.866244,0.0500000000001819,0.0200000000004366
128,10,0.7,21,TRUE,594289261.516324,0.0799999999999272,0.0299999999997453
256,10,0.7,21,TRUE,588151121.292428,0.130000000000109,0.0100000000002183
512,10,0.7,21,TRUE,587729247.733572,0.239999999999782,0.0299999999997453
1024,10,0.7,21,TRUE,589528363.336398,0.420000000000073,0.0500000000001819
2048,10,0.7,21,TRUE,593881254.579277,0.8100000000004,0.0599999999994907
2,20,0.7,21,TRUE,1129992682.28301,0.0200000000004366,0.0100000000002183
4,20,0.7,21,TRUE,910089340.911412,0.0300000000006548,0.0199999999995271
8,20,0.7,21,TRUE,626434989.527287,0.0500000000001819,0.0300000000006548
16,20,0.7,21,TRUE,589263922.444472,0.0299999999997453,0.0199999999995271
32,20,0.7,21,TRUE,552969697.810812,0.0399999999999636,0.0200000000004366
64,20,0.7,21,TRUE,564239047.6635,0.0599999999994907,0.0100000000002183
128,20,0.7,21,TRUE,584803119.943169,0.109999999999673,0.0299999999997453
256,20,0.7,21,TRUE,594797817.925923,0.190000000000509,0.0299999999997453
512,20,0.7,21,TRUE,593652138.722087,0.340000000000146,0.0399999999999636
1024,20,0.7,21,TRUE,587603855.484674,0.710000000000036,0.0399999999999636
2048,20,0.7,21,TRUE,591909936.839187,1.36000000000058,0.0799999999999272
2,23,0.7,21,TRUE,1110956649.43003,0.0300000000006548,0.0200000000004366
4,23,0.7,21,TRUE,889287133.139402,0.0299999999997453,0.00999999999930878
8,23,0.7,21,TRUE,789586651.620213,0.0299999999997453,0.0200000000004366
16,23,0.7,21,TRUE,718136682.261921,0.0300000000006548,0.0100000000002183
32,23,0.7,21,TRUE,653961907.031997,0.0500000000001819,0.0100000000002183
64,23,0.7,21,TRUE,626060124.998307,0.0700000000006185,0.0100000000002183
128,23,0.7,21,TRUE,622548184.784977,0.140000000000327,0.0200000000004366
256,23,0.7,21,TRUE,605501898.760284,0.229999999999563,0.0100000000002183
512,23,0.7,21,TRUE,607110513.850765,0.390000000000327,0.0399999999999636
1024,23,0.7,21,TRUE,586767611.760898,0.769999999999527,0.0500000000001819
2048,23,0.7,21,TRUE,589636334.22507,1.53999999999996,0.0799999999999272
2,26,0.7,21,TRUE,1194174104.67401,0.0300000000006548,0.0200000000004366
4,26,0.7,21,TRUE,966665474.714921,0.0299999999997453,0.00999999999930878
8,26,0.7,21,TRUE,809710567.927354,0.0299999999997453,0.0200000000004366
16,26,0.7,21,TRUE,669957955.07778,0.0300000000006548,0.0100000000002183
32,26,0.7,21,TRUE,651972920.550829,0.0600000000004002,0.0100000000002183
64,26,0.7,21,TRUE,631408791.404594,0.0799999999999272,0.0199999999995271
128,26,0.7,21,TRUE,615771969.757186,0.139999999999418,0.00999999999930878
256,26,0.7,21,TRUE,606779335.837799,0.230000000000473,0.0200000000004366
512,26,0.7,21,TRUE,594302357.156678,0.5,0.0499999999992724
1024,26,0.7,21,TRUE,593531232.413776,1.34000000000015,0.069999999999709
2048,26,0.7,21,TRUE,592882271.502854,1.72000000000025,0.0799999999999272
2,28,0.7,21,TRUE,1091526139.63649,0.0299999999997453,0.00999999999930878
4,28,0.7,21,TRUE,804025807.836584,0.0299999999997453,0.0200000000004366
8,28,0.7,21,TRUE,706185115.618397,0.0300000000006548,0.0299999999997453
16,28,0.7,21,TRUE,608216588.163403,0.0500000000001819,0.0100000000002183
32,28,0.7,21,TRUE,581639740.921978,0.0500000000001819,0.0200000000004366
64,28,0.7,21,TRUE,606911444.188607,0.0799999999999272,0.0200000000004366
128,28,0.7,21,TRUE,606658987.897318,0.140000000000327,0.0100000000002183
256,28,0.7,21,TRUE,607973316.600883,0.239999999999782,0.0299999999997453
512,28,0.7,21,TRUE,598058161.123643,0.470000000000255,0.0399999999999636
1024,28,0.7,21,TRUE,586455217.85003,0.899999999999636,0.0299999999997453
2048,28,0.7,21,TRUE,591390588.378572,1.8100000000004,0.0799999999999272
2,30,0.7,21,TRUE,1277741536.79828,0.0100000000002183,0.0100000000002183
4,30,0.7,21,TRUE,812645251.656055,0.0200000000004366,0.0100000000002183
8,30,0.7,21,TRUE,736493920.506562,0.0299999999997453,0.0199999999995271
16,30,0.7,21,TRUE,643611577.741117,0.0399999999999636,0.0299999999997453
32,30,0.7,21,TRUE,641084455.422277,0.0700000000006185,0.0100000000002183
64,30,0.7,21,TRUE,629964661.625976,0.0900000000001455,0.0200000000004366
128,30,0.7,21,TRUE,619798349.634801,0.140000000000327,0.0299999999997453
256,30,0.7,21,TRUE,603512241.637163,0.260000000000218,0.0199999999995271
512,30,0.7,21,TRUE,604562264.87548,0.489999999999782,0.0299999999997453
1024,30,0.7,21,TRUE,605778135.556147,0.979999999999563,0.0499999999992724
2048,30,0.7,21,TRUE,598508416.636657,1.9399999999996,0.089999999999236
2,40,0.7,21,TRUE,1118276134.21839,0.0399999999999636,0.0100000000002183
4,40,0.7,21,TRUE,901677089.087838,0.0299999999997453,0.0200000000004366
8,40,0.7,21,TRUE,791169513.905446,0.0399999999999636,0.0299999999997453
16,40,0.7,21,TRUE,726879698.706586,0.0500000000001819,0.0100000000002183
32,40,0.7,21,TRUE,643668572.708855,0.100000000000364,0.0299999999997453
64,40,0.7,21,TRUE,608066592.591146,0.100000000000364,0.0199999999995271
128,40,0.7,21,TRUE,604965467.817922,0.170000000000073,0.0299999999997453
256,40,0.7,21,TRUE,618035782.536415,0.329999999999927,0.0399999999999636
512,40,0.7,21,TRUE,612973689.816273,0.630000000000109,0.0299999999997453
1024,40,0.7,21,TRUE,604028615.37022,1.19999999999982,0.0299999999997453
2048,40,0.7,21,TRUE,605580362.764697,2.48999999999978,0.140000000000327
2,60,0.7,21,TRUE,1134892307.3321,0.0500000000001819,0.00999999999930878
4,60,0.7,21,TRUE,896487074.569803,0.0399999999999636,0.0100000000002183
8,60,0.7,21,TRUE,805113446.129338,0.0500000000001819,0.0199999999995271
16,60,0.7,21,TRUE,709005326.790969,0.0999999999994543,0.0500000000001819
32,60,0.7,21,TRUE,686950809.510248,0.139999999999418,0.0200000000004366
64,60,0.7,21,TRUE,645467433.125458,0.25,0.0299999999997453
128,60,0.7,21,TRUE,637993881.036818,0.469999999999345,0.0500000000001819
256,60,0.7,21,TRUE,635658308.370638,0.940000000000509,0.0199999999995271
512,60,0.7,21,TRUE,625109274.63078,1.28999999999996,0.0399999999999636
1024,60,0.7,21,TRUE,625985205.794974,1.88000000000011,0.0599999999994907
2048,60,0.7,21,TRUE,622754058.302548,3.80999999999949,0.0700000000006185
2,2,0.8,21,TRUE,1510720204.09579,0.0399999999999636,0.0199999999995271
4,2,0.8,21,TRUE,1201706836.67126,0.0200000000004366,0.0199999999995271
8,2,0.8,21,TRUE,1006107770.47202,0.0300000000006548,0.0200000000004366
16,2,0.8,21,TRUE,858897529.347275,0.0299999999997453,0.00999999999930878
32,2,0.8,21,TRUE,820252476.203768,0.0299999999997453,0.0200000000004366
64,2,0.8,21,TRUE,821560979.441325,0.0299999999997453,0.0199999999995271
128,2,0.8,21,TRUE,803960279.701332,0.0399999999999636,0.0199999999995271
256,2,0.8,21,TRUE,794212812.039848,0.0799999999999272,0.0200000000004366
512,2,0.8,21,TRUE,782022692.829952,0.119999999999891,0.0300000000006548
1024,2,0.8,21,TRUE,777494738.560668,0.300000000000182,0.0500000000001819
2048,2,0.8,21,TRUE,772837430.063751,0.429999999999382,0.069999999999709
2,5,0.8,21,TRUE,1336563122.07225,0.0200000000004366,0.0100000000002183
4,5,0.8,21,TRUE,919839891.035492,0.0300000000006548,0.0399999999999636
8,5,0.8,21,TRUE,851633629.040447,0.0199999999995271,0.0200000000004366
16,5,0.8,21,TRUE,706247976.834458,0.0399999999999636,0.0100000000002183
32,5,0.8,21,TRUE,657592283.708912,0.0299999999997453,0.0199999999995271
64,5,0.8,21,TRUE,624087445.830245,0.0500000000001819,0.00999999999930878
128,5,0.8,21,TRUE,623014867.352785,0.0999999999994543,0.0200000000004366
256,5,0.8,21,TRUE,617364602.53473,0.130000000000109,0.0300000000006548
512,5,0.8,21,TRUE,620278269.889788,0.269999999999527,0.0399999999999636
1024,5,0.8,21,TRUE,622158735.556167,0.350000000000364,0.0399999999999636
2048,5,0.8,21,TRUE,621057483.29407,0.659999999999854,0.0799999999999272
2,10,0.8,21,TRUE,1272328229.29019,0.0300000000006548,0.0199999999995271
4,10,0.8,21,TRUE,989486108.552704,0.0299999999997453,0.0200000000004366
8,10,0.8,21,TRUE,794092142.661017,0.0399999999999636,0.0299999999997453
16,10,0.8,21,TRUE,676680245.841016,0.0299999999997453,0.0299999999997453
32,10,0.8,21,TRUE,625106917.934687,0.0399999999999636,0.0200000000004366
64,10,0.8,21,TRUE,596690981.444947,0.0499999999992724,0.0100000000002183
128,10,0.8,21,TRUE,592650949.370061,0.0600000000004002,0.0100000000002183
256,10,0.8,21,TRUE,597220723.612967,0.140000000000327,0.0300000000006548
512,10,0.8,21,TRUE,583951928.376422,0.25,0.0300000000006548
1024,10,0.8,21,TRUE,580855335.770649,0.470000000000255,0.0399999999999636
2048,10,0.8,21,TRUE,585257151.462516,0.940000000000509,0.0799999999999272
2,20,0.8,21,TRUE,1111375283.4481,0.0299999999997453,0.0200000000004366
4,20,0.8,21,TRUE,877877106.950918,0.0100000000002183,0.0200000000004366
8,20,0.8,21,TRUE,652533329.504583,0.0199999999995271,0.0299999999997453
16,20,0.8,21,TRUE,619256658.549115,0.0499999999992724,0.0100000000002183
32,20,0.8,21,TRUE,601568227.68524,0.0500000000001819,0.0200000000004366
64,20,0.8,21,TRUE,610728223.660063,0.069999999999709,0.0199999999995271
128,20,0.8,21,TRUE,602477459.611798,0.109999999999673,0.0100000000002183
256,20,0.8,21,TRUE,592612466.026592,0.220000000000255,0.0300000000006548
512,20,0.8,21,TRUE,587504392.937731,0.409999999999854,0.0299999999997453
1024,20,0.8,21,TRUE,586647109.95794,0.809999999999491,0.0499999999992724
2048,20,0.8,21,TRUE,585330806.725241,1.51000000000022,0.0799999999999272
2,23,0.8,21,TRUE,1035083466.77419,0.0300000000006548,0.0200000000004366
4,23,0.8,21,TRUE,838823928.957345,0.0299999999997453,0.00999999999930878
8,23,0.8,21,TRUE,752871893.51096,0.0299999999997453,0.0200000000004366
16,23,0.8,21,TRUE,605128039.507813,0.0299999999997453,0.0299999999997453
32,23,0.8,21,TRUE,601223387.067646,0.0500000000001819,0.00999999999930878
64,23,0.8,21,TRUE,616248860.234464,0.0799999999999272,0.0100000000002183
