num.trees,min.node.size,MSE,runtime_training,runtime_prediction 
38.0,31.0,559276492.186751,0.0499999999992724,0.0099999999983992
38.0,32.0,561101169.515159,0.0400000000008731,0.0299999999988358
38.0,33.0,569335481.434655,0.0500000000029104,0.0300000000024738
38.0,34.0,573757327.365382,0.0499999999992724,0.0099999999983992
38.0,35.0,580505914.450755,0.0400000000008731,0.0099999999983992
38.0,36.0,588164462.710448,0.0400000000008731,0.0200000000004366
38.0,37.0,593991169.507229,0.0300000000024738,0.0200000000004366
38.0,38.0,600173795.246592,0.0499999999992724,0.0099999999983992
38.0,39.0,607180252.015504,0.0400000000008731,0.0099999999983992
38.0,40.0,612719087.281373,0.0499999999992724,0.0200000000004366
38.0,41.0,616154034.782291,0.0500000000029104,0.0200000000004366
38.0,42.0,617918591.401007,0.0499999999992724,0.0099999999983992
38.0,43.0,619233746.412343,0.0299999999988358,0.0299999999988358
38.0,44.0,614839645.846741,0.0299999999988358,0.0200000000004366
38.0,45.0,617085731.33856,0.0499999999992724,0.0100000000020373
38.0,46.0,624339676.391326,0.0400000000008731,0.0200000000004366
38.0,47.0,626387211.887798,0.0499999999992724,0.0200000000004366
38.0,48.0,634681640.957838,0.0499999999992724,0.0100000000020373
38.0,49.0,645932421.31758,0.0300000000024738,0.0200000000004366
38.0,50.0,648739447.842159,0.0400000000008731,0.0299999999988358
39.0,1.0,520930288.537405,0.0600000000013097,0.0299999999988358
39.0,2.0,543378406.878852,0.0799999999981083,0.0300000000024738
39.0,3.0,560431883.803817,0.0900000000001455,0.0200000000004366
39.0,4.0,536078160.258411,0.0600000000013097,0.0299999999988358
39.0,5.0,551407355.363282,0.069999999999709,0.0099999999983992
39.0,6.0,530515855.550305,0.0600000000013097,0.0299999999988358
39.0,7.0,525121257.905281,0.0599999999976717,0.0200000000004366
39.0,8.0,512350006.982457,0.0600000000013097,0.0200000000004366
39.0,9.0,505615219.341743,0.0499999999992724,0.0200000000004366
39.0,10.0,511119496.36004,0.0599999999976717,0.0400000000008731
39.0,11.0,488881087.985518,0.0600000000013097,0.0300000000024738
39.0,12.0,529896245.984542,0.0499999999992724,0.0099999999983992
39.0,13.0,535171416.913315,0.0499999999992724,0.0299999999988358
39.0,14.0,534498794.978131,0.069999999999709,0.0299999999988358
39.0,15.0,527432903.905924,0.0499999999992724,0.0200000000004366
39.0,16.0,516106727.648754,0.0400000000008731,0.0100000000020373
39.0,17.0,536649461.448782,0.0600000000013097,0.0200000000004366
39.0,18.0,545040785.158221,0.0400000000008731,0.0199999999967986
39.0,19.0,556558795.585437,0.0299999999988358,0.0200000000004366
39.0,20.0,550688545.122855,0.0299999999988358,0.0200000000004366
39.0,21.0,545719222.735324,0.0499999999992724,0.0099999999983992
39.0,22.0,550284783.881097,0.0499999999992724,0.0299999999988358
39.0,23.0,548107808.777011,0.0400000000008731,0.0199999999967986
39.0,24.0,540081492.21581,0.0299999999988358,0.0299999999988358
39.0,25.0,529590048.700197,0.0299999999988358,0.0200000000004366
39.0,26.0,542792996.419238,0.0299999999988358,0.0099999999983992
39.0,27.0,548380880.418271,0.0299999999988358,0.0299999999988358
39.0,28.0,550413360.625894,0.0299999999988358,0.0199999999967986
39.0,29.0,552431437.031189,0.0299999999988358,0.0299999999988358
39.0,30.0,555019403.379294,0.0499999999992724,0.0200000000004366
39.0,31.0,554772844.076738,0.0299999999988358,0.0200000000004366
39.0,32.0,559023285.327764,0.0299999999988358,0.0200000000004366
39.0,33.0,566040566.25435,0.0499999999992724,0.0100000000020373
39.0,34.0,572579217.682884,0.0300000000024738,0.0200000000004366
39.0,35.0,577318475.739507,0.0499999999992724,0.0299999999988358
39.0,36.0,583993968.250412,0.0400000000008731,0.0299999999988358
39.0,37.0,589278499.009767,0.0499999999992724,0.0099999999983992
39.0,38.0,600474722.669628,0.0500000000029104,0.0100000000020373
39.0,39.0,606633585.667759,0.0400000000008731,0.0200000000004366
39.0,40.0,616030703.090816,0.0499999999992724,0.0200000000004366
39.0,41.0,619768095.977663,0.0499999999992724,0.0099999999983992
39.0,42.0,622023244.566741,0.0400000000008731,0.0100000000020373
39.0,43.0,624338462.140459,0.0499999999992724,0.0400000000008731
39.0,44.0,620325086.53129,0.0499999999992724,0.0300000000024738
39.0,45.0,622980791.701033,0.0299999999988358,0.0200000000004366
39.0,46.0,630200839.79138,0.0299999999988358,0.0200000000004366
39.0,47.0,631881619.333731,0.0500000000029104,0.0100000000020373
39.0,48.0,640192845.613173,0.0299999999988358,0.0299999999988358
39.0,49.0,650586202.799047,0.0299999999988358,0.0299999999988358
39.0,50.0,653911017.395544,0.0299999999988358,0.0299999999988358
40.0,1.0,523590236.841081,0.0799999999981083,0.0100000000020373
40.0,2.0,547199919.873734,0.0600000000013097,0.0200000000004366
40.0,3.0,564175242.054036,0.0599999999976717,0.0300000000024738
40.0,4.0,536904412.570744,0.069999999999709,0.0099999999983992
40.0,5.0,555053135.599211,0.0600000000013097,0.0100000000020373
40.0,6.0,533673401.75203,0.0599999999976717,0.0200000000004366
40.0,7.0,530266312.697419,0.0600000000013097,0.0099999999983992
40.0,8.0,516324410.675543,0.0499999999992724,0.0200000000004366
40.0,9.0,508065819.321081,0.0500000000029104,0.0300000000024738
40.0,10.0,513502052.308819,0.0499999999992724,0.0200000000004366
40.0,11.0,492478399.426851,0.0600000000013097,0.0099999999983992
40.0,12.0,532930158.471649,0.0499999999992724,0.0100000000020373
40.0,13.0,537567113.821811,0.0600000000013097,0.0299999999988358
40.0,14.0,538541804.80899,0.0400000000008731,0.0100000000020373
40.0,15.0,531890504.946159,0.0600000000013097,0.0200000000004366
40.0,16.0,520193103.642014,0.0400000000008731,0.0300000000024738
40.0,17.0,541286776.909302,0.0499999999992724,0.0299999999988358
40.0,18.0,548800291.778481,0.0400000000008731,0.0299999999988358
40.0,19.0,561019991.629705,0.0499999999992724,0.0100000000020373
40.0,20.0,554570195.169603,0.0400000000008731,0.0099999999983992
40.0,21.0,550842538.416699,0.0299999999988358,0.0099999999983992
40.0,22.0,555048883.53506,0.0299999999988358,0.0200000000004366
40.0,23.0,552449048.264421,0.0299999999988358,0.0200000000004366
40.0,24.0,544196993.799577,0.0499999999992724,0.0100000000020373
40.0,25.0,533954631.240398,0.0400000000008731,0.0200000000004366
40.0,26.0,545715575.019118,0.0499999999992724,0.0200000000004366
40.0,27.0,552342119.923905,0.0499999999992724,0.0100000000020373
40.0,28.0,553113672.552235,0.0400000000008731,0.0200000000004366
40.0,29.0,556582516.292519,0.0499999999992724,0.0200000000004366
40.0,30.0,559285292.776629,0.0500000000029104,0.0100000000020373
40.0,31.0,558873096.698267,0.0499999999992724,0.0400000000008731
40.0,32.0,562738364.892159,0.0300000000024738,0.0100000000020373
40.0,33.0,570712381.32663,0.0300000000024738,0.0200000000004366
40.0,34.0,576179381.398289,0.0400000000008731,0.0200000000004366
40.0,35.0,580822997.901706,0.0300000000024738,0.0299999999988358
40.0,36.0,588373886.659871,0.0499999999992724,0.0099999999983992
40.0,37.0,593022728.868979,0.0299999999988358,0.0200000000004366
40.0,38.0,600743470.22867,0.0300000000024738,0.0200000000004366
40.0,39.0,606454958.778269,0.0499999999992724,0.0299999999988358
40.0,40.0,621521717.484711,0.0499999999992724,0.0200000000004366
40.0,41.0,624270406.439186,0.0300000000024738,0.0100000000020373
40.0,42.0,626520152.689876,0.0400000000008731,0.0200000000004366
40.0,43.0,629045107.383887,0.0400000000008731,0.0199999999967986
40.0,44.0,624800392.336948,0.0499999999992724,0.0200000000004366
40.0,45.0,627792642.439157,0.0300000000024738,0.0100000000020373
40.0,46.0,633280170.266884,0.0299999999988358,0.0200000000004366
40.0,47.0,634698788.240802,0.0499999999992724,0.0100000000020373
40.0,48.0,642722482.538346,0.0400000000008731,0.0200000000004366
40.0,49.0,653843740.355041,0.0499999999992724,0.0200000000004366
40.0,50.0,657129063.13171,0.0300000000024738,0.0300000000024738
41.0,1.0,526365209.088367,0.0600000000013097,0.0099999999983992
41.0,2.0,554853497.185356,0.0600000000013097,0.0200000000004366
41.0,3.0,560721572.258148,0.0800000000017462,0.0300000000024738
41.0,4.0,544848709.859133,0.0799999999981083,0.0200000000004366
41.0,5.0,560903539.793874,0.0600000000013097,0.0299999999988358
41.0,6.0,533670699.843983,0.069999999999709,0.0299999999988358
41.0,7.0,530317994.660327,0.0499999999992724,0.0299999999988358
41.0,8.0,510238725.691229,0.0499999999992724,0.0100000000020373
41.0,9.0,505092419.80957,0.0400000000008731,0.0299999999988358
41.0,10.0,510124324.338446,0.069999999999709,0.0099999999983992
41.0,11.0,489183110.848455,0.0400000000008731,0.0099999999983992
41.0,12.0,531295206.091288,0.0599999999976717,0.0300000000024738
41.0,13.0,534680752.497592,0.0400000000008731,0.0099999999983992
41.0,14.0,540399606.966071,0.0600000000013097,0.0300000000024738
41.0,15.0,530435010.045396,0.0600000000013097,0.0299999999988358
41.0,16.0,520200617.050386,0.0400000000008731,0.0100000000020373
41.0,17.0,540695298.499678,0.0599999999976717,0.0299999999988358
41.0,18.0,548460252.682747,0.0600000000013097,0.0299999999988358
41.0,19.0,560808181.802222,0.0499999999992724,0.0100000000020373
41.0,20.0,554304022.380497,0.0600000000013097,0.0099999999983992
41.0,21.0,550377446.53752,0.0400000000008731,0.0100000000020373
41.0,22.0,556783067.996853,0.0400000000008731,0.0200000000004366
41.0,23.0,554710199.538662,0.0499999999992724,0.0100000000020373
41.0,24.0,546184135.113906,0.0400000000008731,0.0200000000004366
41.0,25.0,536039208.741157,0.0400000000008731,0.0200000000004366
41.0,26.0,547312099.237248,0.0499999999992724,0.0100000000020373
41.0,27.0,553185131.768598,0.0400000000008731,0.0200000000004366
41.0,28.0,552605910.737478,0.0499999999992724,0.0200000000004366
41.0,29.0,556802714.9041,0.0500000000029104,0.0100000000020373
41.0,30.0,561646488.263677,0.0499999999992724,0.0200000000004366
41.0,31.0,561796169.725413,0.0400000000008731,0.0200000000004366
41.0,32.0,564077360.45743,0.0499999999992724,0.0099999999983992
41.0,33.0,573631746.571583,0.0499999999992724,0.0099999999983992
41.0,34.0,577058413.989193,0.0400000000008731,0.0299999999988358
41.0,35.0,585650750.197127,0.0499999999992724,0.0099999999983992
41.0,36.0,590267375.56935,0.0499999999992724,0.0099999999983992
41.0,37.0,593264752.397643,0.0400000000008731,0.0200000000004366
41.0,38.0,601961414.607356,0.0499999999992724,0.0099999999983992
41.0,39.0,609916298.086892,0.0500000000029104,0.0100000000020373
41.0,40.0,624623864.687295,0.0499999999992724,0.0200000000004366
41.0,41.0,627445708.545988,0.0600000000013097,0.0200000000004366
41.0,42.0,628028420.378125,0.0299999999988358,0.0099999999983992
41.0,43.0,630271674.896428,0.0300000000024738,0.0100000000020373
41.0,44.0,626476677.884706,0.0400000000008731,0.0200000000004366
41.0,45.0,629616781.102612,0.0299999999988358,0.0200000000004366
41.0,46.0,634551959.479852,0.0299999999988358,0.0099999999983992
41.0,47.0,635789631.468492,0.0400000000008731,0.0100000000020373
41.0,48.0,645126301.416512,0.0499999999992724,0.0400000000008731
41.0,49.0,654706564.816765,0.0300000000024738,0.0300000000024738
41.0,50.0,659177613.96208,0.0499999999992724,0.0099999999983992
42.0,1.0,531378845.438126,0.0799999999981083,0.0299999999988358
42.0,2.0,552867177.222028,0.069999999999709,0.0200000000004366
42.0,3.0,562725865.245129,0.0800000000017462,0.0099999999983992
42.0,4.0,543915538.168787,0.0799999999981083,0.0100000000020373
42.0,5.0,564341324.177953,0.0600000000013097,0.0099999999983992
42.0,6.0,541096209.651988,0.0600000000013097,0.0200000000004366
42.0,7.0,537978841.003621,0.0599999999976717,0.0400000000008731
42.0,8.0,514683209.461663,0.069999999999709,0.0299999999988358
42.0,9.0,505917877.18593,0.0600000000013097,0.0099999999983992
42.0,10.0,513313980.862274,0.0499999999992724,0.0200000000004366
42.0,11.0,494534007.890798,0.0499999999992724,0.0299999999988358
42.0,12.0,535979731.617552,0.0599999999976717,0.0200000000004366
42.0,13.0,541056396.199924,0.0500000000029104,0.0200000000004366
42.0,14.0,541056801.007816,0.069999999999709,0.0299999999988358
42.0,15.0,537014510.655266,0.0499999999992724,0.0200000000004366
42.0,16.0,525566986.581206,0.069999999999709,0.0299999999988358
42.0,17.0,543039788.726454,0.069999999999709,0.0400000000008731
42.0,18.0,549582469.472374,0.0499999999992724,0.0200000000004366
42.0,19.0,565311928.682114,0.0499999999992724,0.0200000000004366
42.0,20.0,557329010.516138,0.0400000000008731,0.0099999999983992
42.0,21.0,552566233.258555,0.0499999999992724,0.0200000000004366
42.0,22.0,559261892.242223,0.0400000000008731,0.0200000000004366
42.0,23.0,557359693.526089,0.0499999999992724,0.0199999999967986
42.0,24.0,548285951.326,0.0499999999992724,0.0099999999983992
42.0,25.0,537545081.321685,0.0499999999992724,0.0099999999983992
42.0,26.0,548694559.046096,0.0400000000008731,0.0299999999988358
42.0,27.0,556368608.813056,0.0299999999988358,0.0299999999988358
42.0,28.0,552892378.84076,0.0299999999988358,0.0199999999967986
42.0,29.0,558230430.106898,0.0299999999988358,0.0099999999983992
42.0,30.0,562957891.624633,0.0499999999992724,0.0099999999983992
42.0,31.0,563360099.243526,0.0400000000008731,0.0200000000004366
42.0,32.0,566117113.123213,0.0499999999992724,0.0200000000004366
42.0,33.0,574981453.462908,0.0499999999992724,0.0100000000020373
42.0,34.0,578285862.997026,0.0300000000024738,0.0300000000024738
42.0,35.0,586667103.251846,0.0499999999992724,0.0400000000008731
42.0,36.0,591014771.651029,0.0400000000008731,0.0100000000020373
42.0,37.0,593930526.948306,0.0300000000024738,0.0200000000004366
42.0,38.0,602717210.498547,0.0400000000008731,0.0299999999988358
42.0,39.0,613644581.514664,0.0400000000008731,0.0199999999967986
42.0,40.0,627551201.845571,0.0499999999992724,0.0400000000008731
42.0,41.0,630681324.713891,0.0499999999992724,0.0100000000020373
42.0,42.0,631240724.80383,0.0499999999992724,0.0299999999988358
42.0,43.0,631725661.688157,0.0400000000008731,0.0299999999988358
42.0,44.0,628151743.527044,0.0499999999992724,0.0400000000008731
42.0,45.0,631048854.124879,0.0300000000024738,0.0100000000020373
42.0,46.0,636215835.975645,0.0299999999988358,0.0200000000004366
42.0,47.0,636619341.309885,0.0299999999988358,0.0199999999967986
42.0,48.0,649791397.714731,0.0299999999988358,0.0200000000004366
42.0,49.0,659040821.04145,0.0400000000008731,0.0100000000020373
42.0,50.0,663246329.78874,0.0299999999988358,0.0400000000008731
43.0,1.0,527125260.83111,0.0800000000017462,0.0100000000020373
43.0,2.0,549324212.68017,0.0799999999981083,0.0200000000004366
43.0,3.0,558262884.721443,0.0599999999976717,0.0299999999988358
43.0,4.0,539447831.574177,0.0600000000013097,0.0300000000024738
43.0,5.0,559067571.091461,0.0499999999992724,0.0099999999983992
43.0,6.0,536826969.499502,0.0600000000013097,0.0099999999983992
43.0,7.0,537093134.535756,0.0599999999976717,0.0300000000024738
43.0,8.0,510507846.273737,0.0600000000013097,0.0299999999988358
43.0,9.0,504801869.167182,0.0499999999992724,0.0299999999988358
43.0,10.0,510126037.142164,0.0499999999992724,0.0299999999988358
43.0,11.0,491587450.327067,0.0499999999992724,0.0300000000024738
43.0,12.0,529547832.38569,0.0400000000008731,0.0299999999988358
43.0,13.0,537128601.900534,0.0499999999992724,0.0099999999983992
43.0,14.0,536655763.637445,0.0400000000008731,0.0099999999983992
43.0,15.0,538101215.036589,0.0499999999992724,0.0200000000004366
43.0,16.0,527387232.387063,0.0600000000013097,0.0299999999988358
43.0,17.0,544674459.347918,0.0499999999992724,0.0200000000004366
43.0,18.0,546982074.724579,0.0400000000008731,0.0400000000008731
43.0,19.0,562217595.96203,0.0499999999992724,0.0199999999967986
43.0,20.0,555228615.278637,0.0499999999992724,0.0400000000008731
43.0,21.0,552645434.274203,0.0499999999992724,0.0200000000004366
43.0,22.0,559844202.896501,0.0499999999992724,0.0099999999983992
43.0,23.0,558290603.401416,0.0500000000029104,0.0300000000024738
43.0,24.0,550282682.642981,0.0499999999992724,0.0099999999983992
43.0,25.0,540931911.511961,0.0499999999992724,0.0099999999983992
43.0,26.0,545884651.225416,0.0499999999992724,0.0099999999983992
43.0,27.0,553283788.844327,0.0400000000008731,0.0199999999967986
43.0,28.0,548002895.710676,0.0499999999992724,0.0099999999983992
43.0,29.0,558732807.83527,0.0499999999992724,0.0099999999983992
43.0,30.0,562886480.241183,0.0400000000008731,0.0299999999988358
43.0,31.0,563374289.32262,0.0299999999988358,0.0099999999983992
43.0,32.0,565698341.230155,0.0299999999988358,0.0199999999967986
43.0,33.0,574991245.103887,0.0499999999992724,0.0099999999983992
43.0,34.0,579917927.911548,0.0499999999992724,0.0099999999983992
43.0,35.0,584752995.726744,0.0400000000008731,0.0200000000004366
43.0,36.0,589927620.21683,0.0499999999992724,0.0200000000004366
43.0,37.0,592595630.427388,0.0499999999992724,0.0100000000020373
43.0,38.0,597672930.596196,0.0300000000024738,0.0200000000004366
43.0,39.0,608218832.6607,0.0400000000008731,0.0200000000004366
43.0,40.0,621518709.237597,0.0300000000024738,0.0300000000024738
43.0,41.0,624641352.426437,0.0499999999992724,0.0299999999988358
43.0,42.0,625174215.660677,0.0499999999992724,0.0100000000020373
43.0,43.0,625915107.238755,0.0400000000008731,0.0099999999983992
43.0,44.0,623226269.954238,0.0499999999992724,0.0200000000004366
43.0,45.0,626359245.953645,0.0499999999992724,0.0200000000004366
43.0,46.0,630765714.070317,0.0499999999992724,0.0300000000024738
43.0,47.0,635712016.535626,0.0400000000008731,0.0299999999988358
43.0,48.0,649723345.006265,0.0499999999992724,0.0299999999988358
43.0,49.0,659084697.141544,0.0499999999992724,0.0299999999988358
43.0,50.0,662967858.623652,0.0499999999992724,0.0300000000024738
44.0,1.0,528080282.570506,0.0900000000001455,0.0200000000004366
44.0,2.0,549408226.474152,0.0800000000017462,0.0099999999983992
44.0,3.0,555352841.137164,0.0799999999981083,0.0100000000020373
44.0,4.0,540150821.542758,0.069999999999709,0.0200000000004366
44.0,5.0,561877150.442392,0.069999999999709,0.0200000000004366
44.0,6.0,536850222.903322,0.069999999999709,0.0099999999983992
44.0,7.0,539909048.320291,0.0600000000013097,0.0300000000024738
44.0,8.0,504332100.081989,0.0499999999992724,0.0299999999988358
44.0,9.0,499098804.527889,0.0600000000013097,0.0299999999988358
44.0,10.0,505820332.638495,0.0499999999992724,0.0200000000004366
44.0,11.0,487706203.309436,0.0500000000029104,0.0100000000020373
44.0,12.0,524599586.726756,0.0599999999976717,0.0200000000004366
44.0,13.0,531339710.482045,0.0600000000013097,0.0200000000004366
44.0,14.0,530212662.088551,0.0499999999992724,0.0299999999988358
44.0,15.0,526514314.651673,0.0600000000013097,0.0199999999967986
44.0,16.0,518541474.104957,0.0499999999992724,0.0299999999988358
44.0,17.0,540236284.931668,0.0400000000008731,0.0100000000020373
44.0,18.0,543581817.611333,0.0600000000013097,0.0200000000004366
44.0,19.0,558123582.206232,0.0400000000008731,0.0100000000020373
44.0,20.0,550971622.751387,0.0599999999976717,0.0299999999988358
44.0,21.0,549319221.498397,0.0400000000008731,0.0099999999983992
44.0,22.0,558085799.046083,0.0499999999992724,0.0200000000004366
44.0,23.0,557921662.105835,0.0600000000013097,0.0200000000004366
44.0,24.0,550677770.726427,0.0499999999992724,0.0099999999983992
44.0,25.0,541532921.134003,0.0499999999992724,0.0200000000004366
44.0,26.0,546253299.988074,0.0499999999992724,0.0100000000020373
44.0,27.0,554334831.986952,0.0400000000008731,0.0200000000004366
44.0,28.0,548770462.917412,0.0499999999992724,0.0299999999988358
44.0,29.0,559637754.518524,0.0400000000008731,0.0200000000004366
44.0,30.0,563608441.608015,0.0499999999992724,0.0200000000004366
44.0,31.0,564649646.440091,0.0499999999992724,0.0100000000020373
44.0,32.0,565747752.498899,0.0300000000024738,0.0200000000004366
44.0,33.0,574747574.599136,0.0499999999992724,0.0299999999988358
44.0,34.0,579186138.591915,0.0299999999988358,0.0200000000004366
44.0,35.0,585758844.729442,0.0299999999988358,0.0200000000004366
44.0,36.0,590676620.974807,0.0299999999988358,0.0100000000020373
44.0,37.0,593875033.085896,0.0300000000024738,0.0200000000004366
44.0,38.0,599667177.322694,0.0400000000008731,0.0200000000004366
44.0,39.0,610427846.932455,0.0300000000024738,0.0100000000020373
44.0,40.0,623200881.858608,0.0300000000024738,0.0200000000004366
44.0,41.0,626348773.900197,0.0400000000008731,0.0200000000004366
44.0,42.0,627171389.663068,0.0300000000024738,0.0100000000020373
44.0,43.0,628090727.858312,0.0499999999992724,0.0400000000008731
44.0,44.0,623727186.368051,0.0499999999992724,0.0300000000024738
44.0,45.0,625294853.441651,0.0499999999992724,0.0200000000004366
44.0,46.0,629468483.941139,0.0799999999981083,0.0299999999988358
44.0,47.0,634367618.819766,0.0600000000013097,0.0299999999988358
44.0,48.0,648033499.765319,0.0400000000008731,0.0299999999988358
44.0,49.0,657600085.629479,0.0499999999992724,0.0200000000004366
44.0,50.0,661457710.622597,0.0300000000024738,0.0299999999988358
45.0,1.0,528275432.101088,0.139999999999418,0.0300000000024738
45.0,2.0,549218965.483933,0.0900000000001455,0.0299999999988358
45.0,3.0,558642359.26403,0.0999999999985448,0.0200000000004366
45.0,4.0,545470828.195053,0.110000000000582,0.0299999999988358
45.0,5.0,565842495.972991,0.0900000000001455,0.0200000000004366
45.0,6.0,538826007.350898,0.0600000000013097,0.0299999999988358
45.0,7.0,539303836.152185,0.0599999999976717,0.0200000000004366
45.0,8.0,505996239.812639,0.0900000000001455,0.0200000000004366
45.0,9.0,497962173.689762,0.110000000000582,0.0099999999983992
45.0,10.0,506630471.758358,0.0800000000017462,0.0199999999967986
45.0,11.0,489051177.549236,0.119999999998981,0.0299999999988358
45.0,12.0,527485158.35713,0.139999999999418,0.0299999999988358
45.0,13.0,535149902.05035,0.0499999999992724,0.0100000000020373
45.0,14.0,531278547.880566,0.0499999999992724,0.0099999999983992
45.0,15.0,526735666.519958,0.0400000000008731,0.0300000000024738
45.0,16.0,522038529.523503,0.0400000000008731,0.0200000000004366
45.0,17.0,544385274.270202,0.0499999999992724,0.0199999999967986
45.0,18.0,544697682.357207,0.069999999999709,0.0400000000008731
45.0,19.0,559185279.347636,0.0400000000008731,0.0299999999988358
45.0,20.0,551860980.262088,0.0800000000017462,0.0300000000024738
45.0,21.0,549548036.377751,0.0799999999981083,0.0099999999983992
45.0,22.0,559190482.383932,0.0499999999992724,0.0200000000004366
45.0,23.0,558676389.47999,0.0499999999992724,0.0100000000020373
45.0,24.0,552391294.957388,0.0499999999992724,0.0299999999988358
45.0,25.0,542864332.570521,0.0400000000008731,0.0100000000020373
45.0,26.0,548513607.006975,0.0600000000013097,0.0099999999983992
45.0,27.0,555963580.552565,0.0500000000029104,0.0200000000004366
45.0,28.0,549971887.064296,0.0499999999992724,0.0200000000004366
45.0,29.0,557179571.969946,0.0400000000008731,0.0299999999988358
45.0,30.0,563257244.454343,0.0300000000024738,0.0299999999988358
45.0,31.0,563880842.81322,0.0499999999992724,0.0200000000004366
45.0,32.0,565084300.487152,0.0600000000013097,0.0200000000004366
45.0,33.0,575835970.68811,0.0299999999988358,0.0299999999988358
45.0,34.0,579740875.763517,0.069999999999709,0.0300000000024738
45.0,35.0,585429719.145342,0.0499999999992724,0.0300000000024738
45.0,36.0,591142508.150255,0.0599999999976717,0.0100000000020373
45.0,37.0,594811462.076398,0.0499999999992724,0.0299999999988358
45.0,38.0,600820045.50928,0.0499999999992724,0.0299999999988358
45.0,39.0,610720062.239383,0.0600000000013097,0.0200000000004366
45.0,40.0,623605047.559685,0.069999999999709,0.0199999999967986
45.0,41.0,627398392.799187,0.0499999999992724,0.0299999999988358
45.0,42.0,627785800.108092,0.0499999999992724,0.0200000000004366
45.0,43.0,628178628.194587,0.0299999999988358,0.0100000000020373
45.0,44.0,623881003.996615,0.069999999999709,0.0200000000004366
45.0,45.0,625530587.680683,0.0499999999992724,0.0299999999988358
45.0,46.0,628229841.935097,0.0400000000008731,0.0400000000008731
45.0,47.0,632225740.873754,0.0499999999992724,0.0200000000004366
45.0,48.0,646238193.469544,0.0499999999992724,0.0199999999967986
45.0,49.0,655630857.577637,0.0499999999992724,0.0400000000008731
45.0,50.0,659064256.144674,0.0499999999992724,0.0299999999988358
46.0,1.0,525115994.085995,0.119999999998981,0.0300000000024738
46.0,2.0,543227024.186603,0.119999999998981,0.0200000000004366
46.0,3.0,552700311.13758,0.0999999999985448,0.0300000000024738
46.0,4.0,540872257.10298,0.0600000000013097,0.0200000000004366
46.0,5.0,560765190.804796,0.119999999998981,0.0100000000020373
46.0,6.0,535403479.802062,0.0499999999992724,0.0099999999983992
46.0,7.0,535983335.659994,0.129999999997381,0.0200000000004366
46.0,8.0,502776661.717949,0.110000000000582,0.0200000000004366
46.0,9.0,495454630.215923,0.0900000000001455,0.0600000000013097
46.0,10.0,503913777.122416,0.110000000000582,0.0200000000004366
46.0,11.0,487682251.606829,0.0600000000013097,0.0200000000004366
46.0,12.0,524920750.844052,0.0900000000001455,0.0099999999983992
46.0,13.0,533474264.679505,0.0400000000008731,0.0299999999988358
46.0,14.0,528829498.547749,0.0600000000013097,0.0200000000004366
46.0,15.0,523759409.815231,0.0800000000017462,0.0200000000004366
46.0,16.0,518931336.929732,0.0400000000008731,0.0299999999988358
46.0,17.0,541131790.361265,0.110000000000582,0.0400000000008731
46.0,18.0,541825207.865378,0.0599999999976717,0.0200000000004366
46.0,19.0,556162945.274759,0.0500000000029104,0.0299999999988358
46.0,20.0,549923407.095499,0.0599999999976717,0.0299999999988358
46.0,21.0,547582146.854776,0.0400000000008731,0.0299999999988358
46.0,22.0,557415106.04901,0.0600000000013097,0.0300000000024738
46.0,23.0,556338993.359807,0.0499999999992724,0.0299999999988358
46.0,24.0,549238589.094379,0.0900000000001455,0.0499999999992724
46.0,25.0,540318900.817613,0.0499999999992724,0.0299999999988358
46.0,26.0,545322592.668119,0.0499999999992724,0.0200000000004366
46.0,27.0,555031618.208469,0.0499999999992724,0.0200000000004366
46.0,28.0,549006299.07657,0.0400000000008731,0.0099999999983992
46.0,29.0,556508504.683295,0.0499999999992724,0.0300000000024738
46.0,30.0,560413263.512436,0.0400000000008731,0.0299999999988358
46.0,31.0,562282435.063661,0.0499999999992724,0.0299999999988358
46.0,32.0,563599534.836336,0.0499999999992724,0.0099999999983992
46.0,33.0,574755561.803256,0.0499999999992724,0.0300000000024738
46.0,34.0,577650912.727269,0.0400000000008731,0.0200000000004366
46.0,35.0,582894304.001059,0.0499999999992724,0.0299999999988358
46.0,36.0,588867341.97718,0.0499999999992724,0.0099999999983992
46.0,37.0,592089511.496406,0.0400000000008731,0.0200000000004366
46.0,38.0,597928761.751094,0.0500000000029104,0.0200000000004366
46.0,39.0,607793464.562109,0.0499999999992724,0.0099999999983992
46.0,40.0,620677430.303186,0.0299999999988358,0.0099999999983992
46.0,41.0,623799607.290769,0.0400000000008731,0.0300000000024738
46.0,42.0,624663175.593452,0.069999999999709,0.0299999999988358
46.0,43.0,623775593.337464,0.0300000000024738,0.0400000000008731
46.0,44.0,620009341.267278,0.0499999999992724,0.0199999999967986
46.0,45.0,621076504.801067,0.0499999999992724,0.0299999999988358
46.0,46.0,623679458.124177,0.0400000000008731,0.0299999999988358
46.0,47.0,627481214.310691,0.0499999999992724,0.0300000000024738
46.0,48.0,641617193.6992,0.0299999999988358,0.0099999999983992
46.0,49.0,650213889.316138,0.0499999999992724,0.0200000000004366
46.0,50.0,653619560.472415,0.0300000000024738,0.0200000000004366
47.0,1.0,523076674.119067,0.0900000000001455,0.0299999999988358
47.0,2.0,540359706.47928,0.069999999999709,0.0299999999988358
47.0,3.0,553508035.150492,0.100000000002183,0.0200000000004366
47.0,4.0,541114078.969135,0.0600000000013097,0.0100000000020373
