num.trees,min.node.size,MSE,runtime_training,runtime_prediction
2.0,46.0,1200851953.4186,0.0300000000024738,0.0300000000024738
2.0,47.0,1176117173.88269,0.0100000000020373,0.0299999999988358
2.0,48.0,1207816540.64476,0.0299999999988358,0.0400000000008731
2.0,49.0,1189621215.92879,0.0200000000004366,0.0200000000004366
2.0,50.0,1210281039.78255,0.0300000000024738,0.0199999999967986
3.0,1.0,910189326.238051,0.0299999999988358,0.0200000000004366
3.0,2.0,849116419.425686,0.0499999999992724,0.0200000000004366
3.0,3.0,789555558.984425,0.0300000000024738,0.0200000000004366
3.0,4.0,783097966.210773,0.0299999999988358,0.0099999999983992
3.0,5.0,888077333.97387,0.0299999999988358,0.0099999999983992
3.0,6.0,829208852.28414,0.0300000000024738,0.0299999999988358
3.0,7.0,930633970.128408,0.0299999999988358,0.0200000000004366
3.0,8.0,1005449749.27998,0.0299999999988358,0.0200000000004366
3.0,9.0,916810912.573661,0.0300000000024738,0.0299999999988358
3.0,10.0,875977542.616071,0.0400000000008731,0.0200000000004366
3.0,11.0,922439787.681882,0.0300000000024738,0.0100000000020373
3.0,12.0,932294646.525053,0.0400000000008731,0.0400000000008731
3.0,13.0,983713630.361912,0.0300000000024738,0.0100000000020373
3.0,14.0,915340904.044758,0.0200000000004366,0.0200000000004366
3.0,15.0,829638567.940509,0.0400000000008731,0.0200000000004366
3.0,16.0,859830045.19397,0.0300000000024738,0.0299999999988358
3.0,17.0,912003718.184913,0.0400000000008731,0.0200000000004366
3.0,18.0,891563073.286709,0.0200000000004366,0.0200000000004366
3.0,19.0,895492431.448439,0.0299999999988358,0.0200000000004366
3.0,20.0,822440130.832248,0.0299999999988358,0.0200000000004366
3.0,21.0,903047624.285248,0.0299999999988358,0.0200000000004366
3.0,22.0,842580792.731798,0.0300000000024738,0.0199999999967986
3.0,23.0,789664247.630649,0.0299999999988358,0.0200000000004366
3.0,24.0,798364681.372647,0.0400000000008731,0.0200000000004366
3.0,25.0,791317474.472934,0.0200000000004366,0.0200000000004366
3.0,26.0,787374886.579371,0.0299999999988358,0.0200000000004366
3.0,27.0,865877218.447374,0.0299999999988358,0.0200000000004366
3.0,28.0,827566473.841707,0.0400000000008731,0.0299999999988358
3.0,29.0,897075757.336839,0.0299999999988358,0.0299999999988358
3.0,30.0,902791197.973514,0.0300000000024738,0.0200000000004366
3.0,31.0,830265233.730309,0.0400000000008731,0.0200000000004366
3.0,32.0,880470758.32356,0.0200000000004366,0.0300000000024738
3.0,33.0,878778117.979216,0.0300000000024738,0.0299999999988358
3.0,34.0,973340516.247478,0.0400000000008731,0.0299999999988358
3.0,35.0,980943818.838654,0.0300000000024738,0.0299999999988358
3.0,36.0,902722726.274542,0.0299999999988358,0.0200000000004366
3.0,37.0,872243415.034464,0.0299999999988358,0.0200000000004366
3.0,38.0,865015845.174744,0.0300000000024738,0.0299999999988358
3.0,39.0,768180842.334652,0.0400000000008731,0.0299999999988358
3.0,40.0,917560535.439083,0.0300000000024738,0.0299999999988358
3.0,41.0,943496117.547536,0.0299999999988358,0.0200000000004366
3.0,42.0,905863844.338021,0.0299999999988358,0.0299999999988358
3.0,43.0,940403213.881369,0.0199999999967986,0.0300000000024738
3.0,44.0,937082143.461048,0.0200000000004366,0.0200000000004366
3.0,45.0,939335912.879104,0.0400000000008731,0.0099999999983992
3.0,46.0,920329098.400121,0.0299999999988358,0.0299999999988358
3.0,47.0,892770086.225647,0.0200000000004366,0.0300000000024738
3.0,48.0,902030149.496436,0.0200000000004366,0.0200000000004366
3.0,49.0,895974413.538219,0.0299999999988358,0.0099999999983992
3.0,50.0,981381034.520961,0.0299999999988358,0.0300000000024738
4.0,1.0,763948472.543999,0.0299999999988358,0.0200000000004366
4.0,2.0,765257554.263183,0.0299999999988358,0.0200000000004366
4.0,3.0,736603648.483189,0.0300000000024738,0.0299999999988358
4.0,4.0,715300595.025783,0.0299999999988358,0.0099999999983992
4.0,5.0,800796391.772862,0.0299999999988358,0.0200000000004366
4.0,6.0,794632936.447473,0.0299999999988358,0.0100000000020373
4.0,7.0,882721569.826023,0.0300000000024738,0.0299999999988358
4.0,8.0,925184889.927667,0.0200000000004366,0.0099999999983992
4.0,9.0,864500450.46252,0.0299999999988358,0.0199999999967986
4.0,10.0,835389670.396097,0.0299999999988358,0.0099999999983992
4.0,11.0,793273859.877347,0.0299999999988358,0.0099999999983992
4.0,12.0,831896950.584888,0.0299999999988358,0.0099999999983992
4.0,13.0,902780043.272312,0.0400000000008731,0.0299999999988358
4.0,14.0,843887057.167739,0.0300000000024738,0.0299999999988358
4.0,15.0,802406124.95509,0.0299999999988358,0.0299999999988358
4.0,16.0,800097599.959361,0.0299999999988358,0.0200000000004366
4.0,17.0,841861640.051948,0.0100000000020373,0.0099999999983992
4.0,18.0,807566988.834472,0.0299999999988358,0.0299999999988358
4.0,19.0,835625175.433306,0.0300000000024738,0.0299999999988358
4.0,20.0,796197524.356528,0.0099999999983992,0.0099999999983992
4.0,21.0,860992378.595145,0.0299999999988358,0.0099999999983992
4.0,22.0,788075346.082528,0.0100000000020373,0.0100000000020373
4.0,23.0,753039104.9454,0.0300000000024738,0.0099999999983992
4.0,24.0,762075225.486806,0.0299999999988358,0.0299999999988358
4.0,25.0,782410974.302164,0.0099999999983992,0.0100000000020373
4.0,26.0,784906494.797062,0.0300000000024738,0.0300000000024738
4.0,27.0,816438038.51997,0.0200000000004366,0.0200000000004366
4.0,28.0,761762906.494145,0.0099999999983992,0.0099999999983992
4.0,29.0,801021107.123531,0.0299999999988358,0.0100000000020373
4.0,30.0,822085055.086142,0.0300000000024738,0.0099999999983992
4.0,31.0,788001154.356829,0.0299999999988358,0.0099999999983992
4.0,32.0,810602547.125312,0.0099999999983992,0.0100000000020373
4.0,33.0,842134281.487367,0.0100000000020373,0.0100000000020373
4.0,34.0,891189189.080459,0.0299999999988358,0.0099999999983992
4.0,35.0,889541206.15686,0.0099999999983992,0.0099999999983992
4.0,36.0,837851590.579436,0.0299999999988358,0.0100000000020373
4.0,37.0,809146679.134024,0.0200000000004366,0.0200000000004366
4.0,38.0,804882330.070461,0.0400000000008731,0.0200000000004366
4.0,39.0,734007243.71899,0.0300000000024738,0.0100000000020373
4.0,40.0,861764268.635339,0.0200000000004366,0.0400000000008731
4.0,41.0,861565972.190658,0.0300000000024738,0.0300000000024738
4.0,42.0,846999577.192557,0.0300000000024738,0.0099999999983992
4.0,43.0,869940100.27563,0.0400000000008731,0.0299999999988358
4.0,44.0,866227809.306135,0.0300000000024738,0.0100000000020373
4.0,45.0,868941631.055931,0.0299999999988358,0.0200000000004366
4.0,46.0,864454098.026119,0.0299999999988358,0.0300000000024738
4.0,47.0,833348176.970281,0.0300000000024738,0.0299999999988358
4.0,48.0,846661069.621874,0.0200000000004366,0.0099999999983992
4.0,49.0,841715290.158978,0.0099999999983992,0.0100000000020373
4.0,50.0,885525505.634363,0.0300000000024738,0.0100000000020373
5.0,1.0,683639579.496783,0.0299999999988358,0.0099999999983992
5.0,2.0,683901411.775047,0.0299999999988358,0.0099999999983992
5.0,3.0,640694128.323694,0.0299999999988358,0.0100000000020373
5.0,4.0,631590381.4696,0.0300000000024738,0.0200000000004366
5.0,5.0,698134041.305948,0.0400000000008731,0.0099999999983992
5.0,6.0,695420821.715748,0.0299999999988358,0.0199999999967986
5.0,7.0,753977367.956174,0.0299999999988358,0.0200000000004366
5.0,8.0,771244480.198463,0.0400000000008731,0.0200000000004366
5.0,9.0,735874505.363769,0.0200000000004366,0.0200000000004366
5.0,10.0,719486536.088469,0.0299999999988358,0.0200000000004366
5.0,11.0,706794011.124769,0.0299999999988358,0.0400000000008731
5.0,12.0,723470020.076621,0.0200000000004366,0.0299999999988358
5.0,13.0,760900155.841995,0.0300000000024738,0.0199999999967986
5.0,14.0,727095804.8175,0.0299999999988358,0.0299999999988358
5.0,15.0,693755109.756072,0.0299999999988358,0.0299999999988358
5.0,16.0,698981284.331497,0.0299999999988358,0.0099999999983992
5.0,17.0,726247748.277857,0.0299999999988358,0.0099999999983992
5.0,18.0,683812689.852194,0.0300000000024738,0.0100000000020373
5.0,19.0,716439622.080808,0.0299999999988358,0.0200000000004366
5.0,20.0,696214888.453278,0.0300000000024738,0.0300000000024738
5.0,21.0,757977230.887,0.0300000000024738,0.0200000000004366
5.0,22.0,696330083.833803,0.0299999999988358,0.0100000000020373
5.0,23.0,670981870.072749,0.0300000000024738,0.0200000000004366
5.0,24.0,678649275.968816,0.0200000000004366,0.0200000000004366
5.0,25.0,698311521.773734,0.0100000000020373,0.0100000000020373
5.0,26.0,703082520.734355,0.0300000000024738,0.0200000000004366
5.0,27.0,748987620.341138,0.0400000000008731,0.0099999999983992
5.0,28.0,726792053.972161,0.0299999999988358,0.0199999999967986
5.0,29.0,740869161.387445,0.0099999999983992,0.0200000000004366
5.0,30.0,753703103.006462,0.0299999999988358,0.0099999999983992
5.0,31.0,733666484.837119,0.0299999999988358,0.0099999999983992
5.0,32.0,737811511.063043,0.0299999999988358,0.0299999999988358
5.0,33.0,773922734.035453,0.0499999999992724,0.0200000000004366
5.0,34.0,807451575.987432,0.0299999999988358,0.0299999999988358
5.0,35.0,801443784.078173,0.0199999999967986,0.0300000000024738
5.0,36.0,773588980.622527,0.0299999999988358,0.0400000000008731
5.0,37.0,745527504.199913,0.0200000000004366,0.0200000000004366
5.0,38.0,743040144.919362,0.0300000000024738,0.0299999999988358
5.0,39.0,695655242.971119,0.0299999999988358,0.0099999999983992
5.0,40.0,797587947.246309,0.0299999999988358,0.0200000000004366
5.0,41.0,795045686.210539,0.0300000000024738,0.0100000000020373
5.0,42.0,792797529.734482,0.0200000000004366,0.0200000000004366
5.0,43.0,805042975.633192,0.0299999999988358,0.0100000000020373
5.0,44.0,793928736.51977,0.0300000000024738,0.0200000000004366
5.0,45.0,808226281.913451,0.0200000000004366,0.0200000000004366
5.0,46.0,804124194.854437,0.0299999999988358,0.0200000000004366
5.0,47.0,775907498.971561,0.0299999999988358,0.0099999999983992
5.0,48.0,793778517.900403,0.0300000000024738,0.0299999999988358
5.0,49.0,786831706.638905,0.0299999999988358,0.0200000000004366
5.0,50.0,806728615.23565,0.0200000000004366,0.0200000000004366
6.0,1.0,666135350.020232,0.0300000000024738,0.0299999999988358
6.0,2.0,670315101.674506,0.0499999999992724,0.0099999999983992
6.0,3.0,632697426.924931,0.0299999999988358,0.0199999999967986
6.0,4.0,618503379.436843,0.0299999999988358,0.0099999999983992
6.0,5.0,689335758.378964,0.0299999999988358,0.0200000000004366
6.0,6.0,712307060.757659,0.0300000000024738,0.0100000000020373
6.0,7.0,746546179.185417,0.0300000000024738,0.0299999999988358
6.0,8.0,758466980.222961,0.0400000000008731,0.0099999999983992
6.0,9.0,717821623.124107,0.0299999999988358,0.0100000000020373
6.0,10.0,703190467.38845,0.0300000000024738,0.0200000000004366
6.0,11.0,688457071.597364,0.0400000000008731,0.0200000000004366
6.0,12.0,702642730.724828,0.0299999999988358,0.0099999999983992
6.0,13.0,748957895.070152,0.0299999999988358,0.0300000000024738
6.0,14.0,697913498.56743,0.0299999999988358,0.0200000000004366
6.0,15.0,687575585.386099,0.0400000000008731,0.0099999999983992
6.0,16.0,683845022.656215,0.0299999999988358,0.0199999999967986
6.0,17.0,711124898.315789,0.0299999999988358,0.0200000000004366
6.0,18.0,679598101.174752,0.0299999999988358,0.0299999999988358
6.0,19.0,705344200.921537,0.0299999999988358,0.0300000000024738
6.0,20.0,681965915.013652,0.0299999999988358,0.0200000000004366
6.0,21.0,739451139.006768,0.0099999999983992,0.0100000000020373
6.0,22.0,684816771.798606,0.0200000000004366,0.0299999999988358
6.0,23.0,659535633.328994,0.0299999999988358,0.0299999999988358
6.0,24.0,671848204.927189,0.0299999999988358,0.0200000000004366
6.0,25.0,683057789.107261,0.0299999999988358,0.0200000000004366
6.0,26.0,681065360.440428,0.0299999999988358,0.0199999999967986
6.0,27.0,722408795.772145,0.0299999999988358,0.0099999999983992
6.0,28.0,699943741.418382,0.0299999999988358,0.0299999999988358
6.0,29.0,713990960.450716,0.0199999999967986,0.0200000000004366
6.0,30.0,725858124.623013,0.0299999999988358,0.0200000000004366
6.0,31.0,709019081.298506,0.0400000000008731,0.0299999999988358
6.0,32.0,720987291.873726,0.0300000000024738,0.0299999999988358
6.0,33.0,770198267.850525,0.0099999999983992,0.0099999999983992
6.0,34.0,798301244.856265,0.0299999999988358,0.0200000000004366
6.0,35.0,786994779.904674,0.0300000000024738,0.0200000000004366
6.0,36.0,765801837.766047,0.0299999999988358,0.0099999999983992
6.0,37.0,751590400.754167,0.0099999999983992,0.0200000000004366
6.0,38.0,747633726.842944,0.0299999999988358,0.0200000000004366
6.0,39.0,706736652.734752,0.0300000000024738,0.0199999999967986
6.0,40.0,797646485.950628,0.0299999999988358,0.0200000000004366
6.0,41.0,789312629.50575,0.0400000000008731,0.0400000000008731
6.0,42.0,787754333.985955,0.0200000000004366,0.0200000000004366
6.0,43.0,793727322.696177,0.0199999999967986,0.0200000000004366
6.0,44.0,784057206.172122,0.0299999999988358,0.0400000000008731
6.0,45.0,795666206.931514,0.0299999999988358,0.0300000000024738
6.0,46.0,794099163.986769,0.0300000000024738,0.0300000000024738
6.0,47.0,769647081.158418,0.0400000000008731,0.0400000000008731
6.0,48.0,782567461.871383,0.0300000000024738,0.0100000000020373
6.0,49.0,778953591.988395,0.0299999999988358,0.0400000000008731
6.0,50.0,801169828.495211,0.0299999999988358,0.0300000000024738
7.0,1.0,664909914.130769,0.0300000000024738,0.0200000000004366
7.0,2.0,700119993.741746,0.0299999999988358,0.0299999999988358
7.0,3.0,648952090.330626,0.0400000000008731,0.0099999999983992
7.0,4.0,641376617.747237,0.0499999999992724,0.0299999999988358
7.0,5.0,685917211.081104,0.0300000000024738,0.0100000000020373
7.0,6.0,704928209.880102,0.0299999999988358,0.0299999999988358
7.0,7.0,772501547.477782,0.0299999999988358,0.0099999999983992
7.0,8.0,770095008.842188,0.0299999999988358,0.0300000000024738
7.0,9.0,738403220.862707,0.0200000000004366,0.0200000000004366
7.0,10.0,703491391.54967,0.0400000000008731,0.0099999999983992
7.0,11.0,704767347.751434,0.0299999999988358,0.0299999999988358
7.0,12.0,666600474.806336,0.0300000000024738,0.0300000000024738
7.0,13.0,682581421.119471,0.0400000000008731,0.0200000000004366
7.0,14.0,652405553.270769,0.0299999999988358,0.0099999999983992
7.0,15.0,641721394.071761,0.0299999999988358,0.0300000000024738
7.0,16.0,627317012.35896,0.0200000000004366,0.0200000000004366
7.0,17.0,723729440.123856,0.0400000000008731,0.0099999999983992
7.0,18.0,699371421.522483,0.0299999999988358,0.0199999999967986
7.0,19.0,726075649.468133,0.0299999999988358,0.0200000000004366
7.0,20.0,701818942.40461,0.0400000000008731,0.0400000000008731
7.0,21.0,757358772.129933,0.0300000000024738,0.0200000000004366
7.0,22.0,653574692.472109,0.0299999999988358,0.0299999999988358
7.0,23.0,629871476.905854,0.0299999999988358,0.0099999999983992
7.0,24.0,637699506.47596,0.0299999999988358,0.0100000000020373
7.0,25.0,660026328.171763,0.0299999999988358,0.0200000000004366
7.0,26.0,672612042.493325,0.0299999999988358,0.0200000000004366
7.0,27.0,708560893.633062,0.0300000000024738,0.0200000000004366
7.0,28.0,704346709.681473,0.0300000000024738,0.0100000000020373
7.0,29.0,715826136.062929,0.0200000000004366,0.0400000000008731
7.0,30.0,725759843.923196,0.0300000000024738,0.0100000000020373
7.0,31.0,712684775.826276,0.0299999999988358,0.0200000000004366
7.0,32.0,720767746.543124,0.0299999999988358,0.0199999999967986
7.0,33.0,766178061.0161,0.0299999999988358,0.0099999999983992
7.0,34.0,794960444.936006,0.0299999999988358,0.0200000000004366
7.0,35.0,782689376.688924,0.0100000000020373,0.0100000000020373
7.0,36.0,766453288.556805,0.0300000000024738,0.0099999999983992
7.0,37.0,737305589.96324,0.0299999999988358,0.0299999999988358
7.0,38.0,728320082.126047,0.0099999999983992,0.0100000000020373
7.0,39.0,690381963.47995,0.0300000000024738,0.0100000000020373
7.0,40.0,762208454.887957,0.0200000000004366,0.0200000000004366
7.0,41.0,756385442.792746,0.0299999999988358,0.0099999999983992
7.0,42.0,751990010.252868,0.0199999999967986,0.0200000000004366
7.0,43.0,761381154.282622,0.0299999999988358,0.0200000000004366
7.0,44.0,746271422.563297,0.0400000000008731,0.0099999999983992
7.0,45.0,761671150.289141,0.0299999999988358,0.0299999999988358
7.0,46.0,760057694.934481,0.0299999999988358,0.0200000000004366
7.0,47.0,735463823.257621,0.0400000000008731,0.0400000000008731
7.0,48.0,747028211.963749,0.0200000000004366,0.0200000000004366
7.0,49.0,746253108.215708,0.0299999999988358,0.0299999999988358
7.0,50.0,759849073.567714,0.0299999999988358,0.0099999999983992
8.0,1.0,636902514.218259,0.0299999999988358,0.0299999999988358
8.0,2.0,673747175.988804,0.0299999999988358,0.0200000000004366
8.0,3.0,653603134.063589,0.0300000000024738,0.0100000000020373
8.0,4.0,650036731.86491,0.0299999999988358,0.0200000000004366
8.0,5.0,653574458.684104,0.0299999999988358,0.0199999999967986
8.0,6.0,682889297.979114,0.0299999999988358,0.0200000000004366
8.0,7.0,756707600.002473,0.0300000000024738,0.0300000000024738
8.0,8.0,727619489.259417,0.0299999999988358,0.0400000000008731
8.0,9.0,733562699.633525,0.0299999999988358,0.0100000000020373
8.0,10.0,677544473.016677,0.0300000000024738,0.0300000000024738
8.0,11.0,671170739.914029,0.0299999999988358,0.0200000000004366
8.0,12.0,602533025.173952,0.0299999999988358,0.0099999999983992
8.0,13.0,609876950.565032,0.0299999999988358,0.0100000000020373
8.0,14.0,591016527.268975,0.0200000000004366,0.0200000000004366
8.0,15.0,571121340.261807,0.0400000000008731,0.0099999999983992
8.0,16.0,566330158.902025,0.0299999999988358,0.0299999999988358
8.0,17.0,635222525.230005,0.0299999999988358,0.0200000000004366
8.0,18.0,659696692.243692,0.0400000000008731,0.0400000000008731
8.0,19.0,725068715.663675,0.0200000000004366,0.0200000000004366
8.0,20.0,665644924.017899,0.0199999999967986,0.0200000000004366
8.0,21.0,714468064.213165,0.0299999999988358,0.0200000000004366
8.0,22.0,619743739.791166,0.0400000000008731,0.0299999999988358
8.0,23.0,644627145.994065,0.0200000000004366,0.0199999999967986
8.0,24.0,624773512.76781,0.0299999999988358,0.0200000000004366
8.0,25.0,636627147.60384,0.0400000000008731,0.0200000000004366
8.0,26.0,652339525.706294,0.0300000000024738,0.0200000000004366
8.0,27.0,635194118.835849,0.0300000000024738,0.0299999999988358
8.0,28.0,627785739.155088,0.0400000000008731,0.0299999999988358
8.0,29.0,655913187.719609,0.0300000000024738,0.0200000000004366
8.0,30.0,669848978.830068,0.0400000000008731,0.0200000000004366
8.0,31.0,661561083.571826,0.0299999999988358,0.0300000000024738
8.0,32.0,670417217.198629,0.0299999999988358,0.0200000000004366
8.0,33.0,699980571.762891,0.0299999999988358,0.0100000000020373
8.0,34.0,724764580.858082,0.0299999999988358,0.0299999999988358
8.0,35.0,733613881.228522,0.0299999999988358,0.0299999999988358
8.0,36.0,717142057.414473,0.0299999999988358,0.0099999999983992
8.0,37.0,702801992.088351,0.0200000000004366,0.0099999999983992
8.0,38.0,690207205.476353,0.0299999999988358,0.0100000000020373
8.0,39.0,659293668.309607,0.0300000000024738,0.0300000000024738
8.0,40.0,716834164.986015,0.0299999999988358,0.0200000000004366
8.0,41.0,716638974.971451,0.0099999999983992,0.0099999999983992
8.0,42.0,714854931.609681,0.0100000000020373,0.0100000000020373
8.0,43.0,716716815.218443,0.0300000000024738,0.0099999999983992
8.0,44.0,706275642.719398,0.0299999999988358,0.0299999999988358
8.0,45.0,724457149.680535,0.0299999999988358,0.0100000000020373
8.0,46.0,721920930.444342,0.0300000000024738,0.0100000000020373
8.0,47.0,714946729.996584,0.0299999999988358,0.0099999999983992
8.0,48.0,724367717.065918,0.0299999999988358,0.0299999999988358
8.0,49.0,724040371.021975,0.0100000000020373,0.0100000000020373
8.0,50.0,733982193.769779,0.0300000000024738,0.0099999999983992
9.0,1.0,628131010.315051,0.0499999999992724,0.0099999999983992
9.0,2.0,658749790.43377,0.0400000000008731,0.0199999999967986
9.0,3.0,641373953.553278,0.0299999999988358,0.0299999999988358
9.0,4.0,619744784.436454,0.0299999999988358,0.0200000000004366
9.0,5.0,642650280.808103,0.0300000000024738,0.0200000000004366
9.0,6.0,655672594.062836,0.0299999999988358,0.0100000000020373
9.0,7.0,711477983.233855,0.0299999999988358,0.0099999999983992
9.0,8.0,682616089.225768,0.0499999999992724,0.0200000000004366
9.0,9.0,687589038.117689,0.0499999999992724,0.0200000000004366
9.0,10.0,631520930.390585,0.0499999999992724,0.0300000000024738
9.0,11.0,649260771.91023,0.0300000000024738,0.0200000000004366
9.0,12.0,619659569.121563,0.0299999999988358,0.0099999999983992
9.0,13.0,638284799.611714,0.0299999999988358,0.0099999999983992
9.0,14.0,605669918.01616,0.0299999999988358,0.0299999999988358
9.0,15.0,580918922.752616,0.0299999999988358,0.0100000000020373
9.0,16.0,579315528.790144,0.0300000000024738,0.0299999999988358
9.0,17.0,640441669.407084,0.0300000000024738,0.0100000000020373
9.0,18.0,661661970.317716,0.0300000000024738,0.0200000000004366
