mtry,min.node.size,MSE,runtime_training,runtime_prediction
6.0,17.0,560887345.656147,0.240000000001601,0.0499999999992724
6.0,18.0,565463586.961544,0.220000000001164,0.0299999999988358
6.0,19.0,567516065.249208,0.240000000001601,0.0299999999988358
6.0,20.0,564288901.747741,0.220000000001164,0.0299999999988358
6.0,21.0,567616590.671442,0.229999999999563,0.0299999999988358
6.0,22.0,571572857.428943,0.200000000000728,0.0500000000029104
6.0,23.0,572049753.425731,0.230000000003201,0.0300000000024738
6.0,24.0,581401198.763515,0.200000000000728,0.0299999999988358
6.0,25.0,586765804.584228,0.220000000001164,0.0400000000008731
6.0,26.0,590811502.776143,0.200000000000728,0.0299999999988358
6.0,27.0,593179025.416626,0.209999999999127,0.0299999999988358
6.0,28.0,595150657.693458,0.180000000000291,0.0299999999988358
6.0,29.0,596731571.894656,0.19999999999709,0.0300000000024738
6.0,30.0,605731982.532694,0.180000000000291,0.0400000000008731
6.0,31.0,601374301.389071,0.18999999999869,0.0300000000024738
6.0,32.0,602984381.494966,0.209999999999127,0.0299999999988358
6.0,33.0,602406775.986088,0.18999999999869,0.0299999999988358
6.0,34.0,602752819.517312,0.229999999999563,0.0299999999988358
6.0,35.0,605549839.866493,0.180000000000291,0.0299999999988358
6.0,36.0,609811311.004165,0.18999999999869,0.0099999999983992
6.0,37.0,609902267.424139,0.180000000000291,0.0299999999988358
6.0,38.0,618044216.432745,0.219999999997526,0.0300000000024738
6.0,39.0,614043882.856111,0.18999999999869,0.0299999999988358
6.0,40.0,619967199.917261,0.180000000000291,0.0299999999988358
6.0,41.0,624271513.110301,0.200000000000728,0.0299999999988358
6.0,42.0,624540626.899078,0.169999999998254,0.0299999999988358
6.0,43.0,630696817.203599,0.169999999998254,0.0300000000024738
6.0,44.0,629634880.748902,0.180000000000291,0.0400000000008731
6.0,45.0,630308261.257139,0.159999999999854,0.0299999999988358
6.0,46.0,633554682.670391,0.169999999998254,0.0400000000008731
6.0,47.0,633178236.850801,0.170000000001892,0.0300000000024738
6.0,48.0,634714821.522556,0.190000000002328,0.0299999999988358
6.0,49.0,639528975.576095,0.169999999998254,0.0299999999988358
6.0,50.0,640115476.093624,0.169999999998254,0.0400000000008731
7.0,1.0,531766938.71569,0.659999999999854,0.069999999999709
7.0,2.0,532889664.292574,0.509999999998399,0.0600000000013097
7.0,3.0,534137011.513839,0.470000000001164,0.0499999999992724
7.0,4.0,538042887.502194,0.409999999999854,0.0499999999992724
7.0,5.0,544697332.014674,0.420000000001892,0.0499999999992724
7.0,6.0,543336657.433544,0.360000000000582,0.0499999999992724
7.0,7.0,541895766.390918,0.420000000001892,0.0400000000008731
7.0,8.0,546100220.582403,0.329999999998108,0.0499999999992724
7.0,9.0,549208945.63302,0.319999999999709,0.0299999999988358
7.0,10.0,548855231.280249,0.309999999997672,0.0499999999992724
7.0,11.0,548245822.98406,0.299999999999272,0.0299999999988358
7.0,12.0,551853580.398519,0.319999999999709,0.0299999999988358
7.0,13.0,561647555.669409,0.330000000001746,0.0500000000029104
7.0,14.0,559752953.290472,0.329999999998108,0.0499999999992724
7.0,15.0,567897991.363201,0.279999999998836,0.0299999999988358
7.0,16.0,565872673.115102,0.270000000000437,0.0400000000008731
7.0,17.0,565005519.87425,0.25,0.0299999999988358
7.0,18.0,569260617.947755,0.260000000002037,0.0300000000024738
7.0,19.0,564460787.863452,0.230000000003201,0.0300000000024738
7.0,20.0,568772259.525345,0.25,0.0300000000024738
7.0,21.0,571576225.066657,0.239999999997963,0.0300000000024738
7.0,22.0,570711752.672283,0.25,0.0299999999988358
7.0,23.0,577644563.601074,0.229999999999563,0.0299999999988358
7.0,24.0,576427945.253725,0.229999999999563,0.0299999999988358
7.0,25.0,578840260.007193,0.219999999997526,0.0300000000024738
7.0,26.0,585070832.703659,0.239999999997963,0.0300000000024738
7.0,27.0,588429976.416721,0.220000000001164,0.0300000000024738
7.0,28.0,586047772.271676,0.239999999997963,0.0299999999988358
7.0,29.0,594961950.282601,0.209999999999127,0.0400000000008731
7.0,30.0,593277355.694286,0.220000000001164,0.0400000000008731
7.0,31.0,596007913.176462,0.200000000000728,0.0299999999988358
7.0,32.0,597283746.085978,0.200000000000728,0.0299999999988358
7.0,33.0,600069035.780523,0.19999999999709,0.0300000000024738
7.0,34.0,599714859.426491,0.180000000000291,0.0299999999988358
7.0,35.0,602818669.484348,0.180000000000291,0.0299999999988358
7.0,36.0,604901230.167646,0.200000000000728,0.0300000000024738
7.0,37.0,606717322.495468,0.200000000000728,0.0299999999988358
7.0,38.0,605862326.954604,0.180000000000291,0.0099999999983992
7.0,39.0,610617977.229775,0.180000000000291,0.0299999999988358
7.0,40.0,612385972.479143,0.18999999999869,0.0300000000024738
7.0,41.0,611316379.196112,0.180000000000291,0.0200000000004366
7.0,42.0,618000342.467688,0.18999999999869,0.0300000000024738
7.0,43.0,619325971.839278,0.18999999999869,0.0299999999988358
7.0,44.0,623104282.72879,0.180000000000291,0.0299999999988358
7.0,45.0,628120025.788615,0.18999999999869,0.0299999999988358
7.0,46.0,623674027.879329,0.169999999998254,0.0400000000008731
7.0,47.0,624551200.398617,0.18999999999869,0.0300000000024738
7.0,48.0,627778373.966406,0.18999999999869,0.0299999999988358
7.0,49.0,629880425.201059,0.170000000001892,0.0300000000024738
7.0,50.0,630577112.745381,0.180000000000291,0.0200000000004366
8.0,1.0,554860932.969443,0.600000000002183,0.100000000002183
8.0,2.0,556052472.118856,0.569999999999709,0.0800000000017462
8.0,3.0,555726955.8465,0.520000000000437,0.0599999999976717
8.0,4.0,554358701.958288,0.470000000001164,0.0499999999992724
8.0,5.0,567143037.297996,0.480000000003201,0.0500000000029104
8.0,6.0,560537941.093556,0.389999999999418,0.0499999999992724
8.0,7.0,562896908.119631,0.349999999998545,0.0499999999992724
8.0,8.0,562766605.621333,0.360000000000582,0.0299999999988358
8.0,9.0,563171136.950377,0.340000000000146,0.0299999999988358
8.0,10.0,556274649.209957,0.330000000001746,0.0499999999992724
8.0,11.0,559540944.455397,0.340000000000146,0.0299999999988358
8.0,12.0,567178566.092931,0.319999999999709,0.0400000000008731
8.0,13.0,571992312.5922,0.299999999999272,0.0299999999988358
8.0,14.0,575617363.058427,0.309999999997672,0.0400000000008731
8.0,15.0,576426880.935444,0.299999999999272,0.0299999999988358
8.0,16.0,577513189.148113,0.279999999998836,0.0299999999988358
8.0,17.0,582906712.590352,0.290000000000873,0.0300000000024738
8.0,18.0,585456089.19665,0.280000000002474,0.0299999999988358
8.0,19.0,586203336.946822,0.290000000000873,0.0299999999988358
8.0,20.0,587300660.711329,0.270000000000437,0.0400000000008731
8.0,21.0,594031074.630392,0.299999999999272,0.0299999999988358
8.0,22.0,594516262.569927,0.259999999998399,0.0299999999988358
8.0,23.0,595546353.16028,0.25,0.0299999999988358
8.0,24.0,592962820.16139,0.25,0.0300000000024738
8.0,25.0,592998102.01278,0.230000000003201,0.0300000000024738
8.0,26.0,602972461.465293,0.280000000002474,0.0499999999992724
8.0,27.0,606158521.725143,0.31000000000131,0.0299999999988358
8.0,28.0,604144960.674695,0.25,0.0299999999988358
8.0,29.0,606192607.865584,0.25,0.0299999999988358
8.0,30.0,608128776.041452,0.230000000003201,0.0300000000024738
8.0,31.0,612003218.459172,0.229999999999563,0.0299999999988358
8.0,32.0,614333918.182032,0.229999999999563,0.0400000000008731
8.0,33.0,615151960.459779,0.220000000001164,0.0299999999988358
8.0,34.0,620398919.54723,0.220000000001164,0.0299999999988358
8.0,35.0,621966904.245592,0.219999999997526,0.0300000000024738
8.0,36.0,621782685.303262,0.209999999999127,0.0299999999988358
8.0,37.0,622613101.320149,0.220000000001164,0.0299999999988358
8.0,38.0,622539406.534153,0.209999999999127,0.0400000000008731
8.0,39.0,627854067.84785,0.200000000000728,0.0299999999988358
8.0,40.0,629348084.886967,0.200000000000728,0.0299999999988358
8.0,41.0,631570643.78352,0.219999999997526,0.0299999999988358
8.0,42.0,632335658.231477,0.209999999999127,0.0299999999988358
8.0,43.0,633668400.088592,0.220000000001164,0.0299999999988358
8.0,44.0,635693640.562033,0.200000000000728,0.0200000000004366
8.0,45.0,639629329.887785,0.209999999999127,0.0300000000024738
8.0,46.0,642955169.804797,0.209999999999127,0.0299999999988358
8.0,47.0,643376996.332881,0.209999999999127,0.0400000000008731
8.0,48.0,647231667.768283,0.190000000002328,0.0300000000024738
8.0,49.0,647730418.446605,0.220000000001164,0.0299999999988358
8.0,50.0,652168327.133048,0.209999999999127,0.0299999999988358
9.0,1.0,526115386.652179,0.639999999999418,0.0799999999981083
9.0,2.0,531594325.344715,0.610000000000582,0.0900000000001455
9.0,3.0,528442818.61052,0.569999999999709,0.0499999999992724
9.0,4.0,524851900.184803,0.540000000000873,0.0499999999992724
9.0,5.0,536288629.537248,0.530000000002474,0.0299999999988358
9.0,6.0,535936835.847144,0.43999999999869,0.0400000000008731
9.0,7.0,535053531.038938,0.409999999999854,0.0499999999992724
9.0,8.0,542583525.575198,0.369999999998981,0.0499999999992724
9.0,9.0,540138284.395182,0.379999999997381,0.0300000000024738
9.0,10.0,546920198.854105,0.340000000000146,0.0300000000024738
9.0,11.0,545915888.88707,0.349999999998545,0.0400000000008731
9.0,12.0,549358135.660395,0.329999999998108,0.0299999999988358
9.0,13.0,560489737.323011,0.309999999997672,0.0299999999988358
9.0,14.0,556612095.795591,0.309999999997672,0.0299999999988358
9.0,15.0,561800378.6637,0.290000000000873,0.0300000000024738
9.0,16.0,567686445.268435,0.299999999999272,0.0299999999988358
9.0,17.0,566903815.960621,0.31000000000131,0.0299999999988358
9.0,18.0,569013078.97493,0.299999999999272,0.0300000000024738
9.0,19.0,574447166.214417,0.290000000000873,0.0299999999988358
9.0,20.0,570368002.966211,0.279999999998836,0.0299999999988358
9.0,21.0,570782480.417081,0.279999999998836,0.0299999999988358
9.0,22.0,578454043.213677,0.259999999998399,0.0299999999988358
9.0,23.0,578164221.766288,0.259999999998399,0.0300000000024738
9.0,24.0,580601055.420584,0.260000000002037,0.0299999999988358
9.0,25.0,581163984.353899,0.259999999998399,0.0299999999988358
9.0,26.0,581919275.792338,0.270000000000437,0.0299999999988358
9.0,27.0,582840741.966816,0.259999999998399,0.0299999999988358
9.0,28.0,583968942.96052,0.270000000000437,0.0299999999988358
9.0,29.0,588039686.622452,0.239999999997963,0.0299999999988358
9.0,30.0,588541759.444136,0.25,0.0300000000024738
9.0,31.0,590067912.266061,0.230000000003201,0.0300000000024738
9.0,32.0,594012849.594316,0.25,0.0300000000024738
9.0,33.0,595991428.783287,0.239999999997963,0.0300000000024738
9.0,34.0,598307614.672682,0.239999999997963,0.0300000000024738
