num.trees,replace,MSE,runtime_training,runtime_prediction
67.0,1.0,553387926.116131,0.0900000000001455,0.0099999999983992
67.0,0.0,529435190.869279,0.0799999999981083,0.0299999999988358
68.0,1.0,551381210.818664,0.100000000002183,0.0299999999988358
68.0,0.0,531560586.943464,0.0599999999976717,0.0299999999988358
69.0,1.0,555198716.475385,0.110000000000582,0.0400000000008731
69.0,0.0,533407201.597324,0.069999999999709,0.0299999999988358
70.0,1.0,559453672.60265,0.100000000002183,0.0200000000004366
70.0,0.0,535822893.120668,0.069999999999709,0.0200000000004366
71.0,1.0,564149111.635856,0.110000000000582,0.0299999999988358
71.0,0.0,532308508.888266,0.0799999999981083,0.0099999999983992
72.0,1.0,568061599.479996,0.0900000000001455,0.0299999999988358
72.0,0.0,529081591.614962,0.0800000000017462,0.0200000000004366
73.0,1.0,570064434.698571,0.0900000000001455,0.0299999999988358
73.0,0.0,531710841.467646,0.0800000000017462,0.0200000000004366
74.0,1.0,576866281.52437,0.110000000000582,0.0200000000004366
74.0,0.0,530702175.550753,0.0800000000017462,0.0300000000024738
75.0,1.0,577820869.420806,0.0999999999985448,0.0200000000004366
75.0,0.0,527311198.024656,0.0800000000017462,0.0300000000024738
76.0,1.0,579155735.023116,0.0999999999985448,0.0300000000024738
76.0,0.0,527282269.076926,0.0900000000001455,0.0300000000024738
77.0,1.0,581916198.995491,0.0999999999985448,0.0300000000024738
77.0,0.0,529530738.047186,0.0799999999981083,0.0100000000020373
78.0,1.0,584196951.447497,0.110000000000582,0.0100000000020373
78.0,0.0,528622844.42885,0.0799999999981083,0.0299999999988358
79.0,1.0,584888308.373542,0.110000000000582,0.0100000000020373
79.0,0.0,526566543.144404,0.0799999999981083,0.0299999999988358
80.0,1.0,581014843.63069,0.0900000000001455,0.0100000000020373
80.0,0.0,522813025.296853,0.0799999999981083,0.0299999999988358
81.0,1.0,579655354.583089,0.130000000001019,0.0299999999988358
81.0,0.0,524566372.940094,0.120000000002619,0.0100000000020373
82.0,1.0,575972005.945114,0.110000000000582,0.0299999999988358
82.0,0.0,528736347.736956,0.110000000000582,0.0299999999988358
83.0,1.0,575982249.621725,0.120000000002619,0.0300000000024738
83.0,0.0,529907952.441794,0.110000000000582,0.0200000000004366
84.0,1.0,574675119.236254,0.119999999998981,0.0299999999988358
84.0,0.0,526178417.685137,0.120000000002619,0.0300000000024738
85.0,1.0,575394126.104514,0.130000000001019,0.0299999999988358
85.0,0.0,528236781.897382,0.0900000000001455,0.0299999999988358
86.0,1.0,576854176.848271,0.130000000001019,0.0400000000008731
86.0,0.0,528773940.193108,0.139999999999418,0.0300000000024738
87.0,1.0,572233476.469511,0.159999999999854,0.0299999999988358
87.0,0.0,527710008.347973,0.130000000001019,0.0299999999988358
88.0,1.0,568279860.90623,0.18999999999869,0.0200000000004366
88.0,0.0,528747385.507253,0.0999999999985448,0.0200000000004366
89.0,1.0,569410034.158187,0.139999999999418,0.0299999999988358
89.0,0.0,529387311.990752,0.110000000000582,0.0200000000004366
90.0,1.0,570158196.11387,0.110000000000582,0.0300000000024738
90.0,0.0,526801315.4641,0.0799999999981083,0.0299999999988358
91.0,1.0,567668140.44178,0.110000000000582,0.0199999999967986
91.0,0.0,524639954.461432,0.0900000000001455,0.0300000000024738
92.0,1.0,569727904.238782,0.110000000000582,0.0200000000004366
92.0,0.0,529465940.462521,0.0799999999981083,0.0299999999988358
93.0,1.0,570091510.822359,0.110000000000582,0.0099999999983992
93.0,0.0,530531561.496851,0.0900000000001455,0.0400000000008731
94.0,1.0,570626512.710785,0.130000000001019,0.0200000000004366
94.0,0.0,526712744.889405,0.0900000000001455,0.0300000000024738
95.0,1.0,569513255.302495,0.129999999997381,0.0200000000004366
95.0,0.0,522486222.164487,0.130000000001019,0.0200000000004366
96.0,1.0,575351052.800954,0.130000000001019,0.0200000000004366
96.0,0.0,523507482.130707,0.0900000000001455,0.0099999999983992
97.0,1.0,578245505.037125,0.159999999999854,0.0200000000004366
97.0,0.0,524355525.474787,0.0900000000001455,0.0299999999988358
98.0,1.0,578526090.083306,0.130000000001019,0.0299999999988358
98.0,0.0,523971556.249375,0.110000000000582,0.0099999999983992
99.0,1.0,579148267.369988,0.130000000001019,0.0300000000024738
99.0,0.0,523532070.151863,0.0999999999985448,0.0199999999967986
100.0,1.0,580304162.50731,0.119999999998981,0.0299999999988358
100.0,0.0,520915948.182436,0.100000000002183,0.0299999999988358
101.0,1.0,580129627.885809,0.139999999999418,0.0099999999983992
101.0,0.0,520777829.305722,0.100000000002183,0.0299999999988358
102.0,1.0,581180154.904492,0.139999999999418,0.0299999999988358
102.0,0.0,518989073.508517,0.0999999999985448,0.0299999999988358
103.0,1.0,577098802.800836,0.150000000001455,0.0400000000008731
103.0,0.0,520800030.197603,0.0900000000001455,0.0200000000004366
104.0,1.0,572971928.892128,0.120000000002619,0.0300000000024738
104.0,0.0,521579854.893373,0.0900000000001455,0.0300000000024738
105.0,1.0,570895188.598998,0.139999999999418,0.0299999999988358
105.0,0.0,522372670.882738,0.119999999998981,0.0299999999988358
106.0,1.0,572299462.623571,0.129999999997381,0.0299999999988358
106.0,0.0,523103451.859826,0.110000000000582,0.0099999999983992
107.0,1.0,572524368.41791,0.130000000001019,0.0400000000008731
107.0,0.0,521331192.359031,0.110000000000582,0.0099999999983992
108.0,1.0,575908411.467572,0.139999999999418,0.0300000000024738
108.0,0.0,520729046.208675,0.0900000000001455,0.0100000000020373
109.0,1.0,576101373.750965,0.139999999999418,0.0200000000004366
109.0,0.0,520816927.778114,0.110000000000582,0.0299999999988358
110.0,1.0,572908742.924057,0.129999999997381,0.0299999999988358
110.0,0.0,519819481.699272,0.0999999999985448,0.0299999999988358
111.0,1.0,572603846.559162,0.150000000001455,0.0299999999988358
111.0,0.0,522017809.352631,0.129999999997381,0.0100000000020373
112.0,1.0,574807171.814423,0.139999999999418,0.0200000000004366
112.0,0.0,523253889.049015,0.110000000000582,0.0200000000004366
113.0,1.0,576001569.691599,0.150000000001455,0.0299999999988358
113.0,0.0,522675641.29692,0.110000000000582,0.0300000000024738
114.0,1.0,576295878.984572,0.139999999999418,0.0299999999988358
114.0,0.0,523501289.090961,0.0999999999985448,0.0299999999988358
115.0,1.0,577289201.679724,0.139999999999418,0.0200000000004366
115.0,0.0,522381444.999146,0.110000000000582,0.0099999999983992
116.0,1.0,573436526.155936,0.130000000001019,0.0100000000020373
116.0,0.0,524268898.515946,0.110000000000582,0.0100000000020373
117.0,1.0,570126617.335316,0.139999999999418,0.0299999999988358
117.0,0.0,525050347.331489,0.110000000000582,0.0299999999988358
118.0,1.0,571564832.043876,0.139999999999418,0.0300000000024738
118.0,0.0,521794364.797605,0.110000000000582,0.0200000000004366
119.0,1.0,572289704.095927,0.159999999999854,0.0200000000004366
119.0,0.0,520128376.050716,0.110000000000582,0.0299999999988358
120.0,1.0,567718593.288629,0.139999999999418,0.0299999999988358
120.0,0.0,518750758.747379,0.110000000000582,0.0099999999983992
121.0,1.0,566886190.518227,0.159999999999854,0.0299999999988358
121.0,0.0,516429819.308016,0.130000000001019,0.0200000000004366
122.0,1.0,564765340.591982,0.139999999999418,0.0200000000004366
122.0,0.0,514266250.161083,0.110000000000582,0.0299999999988358
123.0,1.0,565901713.615097,0.170000000001892,0.0299999999988358
123.0,0.0,513641505.422388,0.130000000001019,0.0200000000004366
124.0,1.0,566330580.42644,0.139999999999418,0.0299999999988358
124.0,0.0,514897305.119041,0.139999999999418,0.0300000000024738
125.0,1.0,565622602.165236,0.180000000000291,0.0299999999988358
125.0,0.0,512058829.369456,0.139999999999418,0.0299999999988358
126.0,1.0,565756722.681992,0.159999999999854,0.0200000000004366
126.0,0.0,512461510.244484,0.110000000000582,0.0300000000024738
127.0,1.0,562197319.567147,0.159999999999854,0.0200000000004366
127.0,0.0,509264222.501344,0.110000000000582,0.0300000000024738
128.0,1.0,562477060.793688,0.139999999999418,0.0299999999988358
128.0,0.0,508083696.573642,0.110000000000582,0.0400000000008731
129.0,1.0,563650426.346301,0.180000000000291,0.0299999999988358
129.0,0.0,506913033.575394,0.150000000001455,0.0299999999988358
130.0,1.0,565226609.355501,0.159999999999854,0.0300000000024738
130.0,0.0,508126935.528709,0.110000000000582,0.0300000000024738
131.0,1.0,564579715.941314,0.159999999999854,0.0299999999988358
131.0,0.0,509601097.300078,0.130000000001019,0.0299999999988358
132.0,1.0,566196946.326126,0.139999999999418,0.0299999999988358
132.0,0.0,509908998.455158,0.110000000000582,0.0299999999988358
133.0,1.0,567205842.967807,0.159999999999854,0.0199999999967986
133.0,0.0,510044857.169065,0.119999999998981,0.0099999999983992
134.0,1.0,567238445.07618,0.159999999999854,0.0599999999976717
134.0,0.0,509818038.33823,0.25,0.0100000000020373
135.0,1.0,565141222.283896,0.139999999999418,0.0200000000004366
135.0,0.0,508971336.067578,0.130000000001019,0.0299999999988358
136.0,1.0,561698591.281629,0.150000000001455,0.0300000000024738
136.0,0.0,510782074.241914,0.110000000000582,0.0400000000008731
137.0,1.0,563266308.417865,0.169999999998254,0.0300000000024738
137.0,0.0,512625135.35972,0.110000000000582,0.0299999999988358
138.0,1.0,560564054.399302,0.149999999997817,0.0199999999967986
138.0,0.0,512119206.046293,0.119999999998981,0.0299999999988358
139.0,1.0,561310677.840542,0.159999999999854,0.0299999999988358
139.0,0.0,513723262.548142,0.109999999996944,0.0299999999988358
140.0,1.0,560615756.444347,0.149999999997817,0.0299999999988358
140.0,0.0,515364793.437788,0.119999999998981,0.0299999999988358
141.0,1.0,564076488.189488,0.140000000003056,0.0299999999988358
141.0,0.0,515674252.761962,0.0999999999985448,0.0299999999988358
142.0,1.0,565096429.162041,0.159999999999854,0.0200000000004366
142.0,0.0,516640277.018194,0.119999999998981,0.0299999999988358
143.0,1.0,563341454.223825,0.169999999998254,0.0299999999988358
143.0,0.0,516195569.749572,0.130000000001019,0.0200000000004366
144.0,1.0,564409673.763728,0.159999999999854,0.0300000000024738
144.0,0.0,517868678.200779,0.139999999999418,0.0299999999988358
145.0,1.0,564086730.340316,0.169999999998254,0.0199999999967986
145.0,0.0,518819765.171935,0.119999999998981,0.0099999999983992
146.0,1.0,565016228.629808,0.159999999999854,0.0299999999988358
146.0,0.0,517935962.058214,0.129999999997381,0.0299999999988358
147.0,1.0,564700879.211934,0.159999999999854,0.0299999999988358
147.0,0.0,518598617.713251,0.140000000003056,0.0100000000020373
148.0,1.0,565713665.230826,0.180000000000291,0.0200000000004366
148.0,0.0,519164925.107086,0.119999999998981,0.0299999999988358
149.0,1.0,564897956.73689,0.169999999998254,0.0200000000004366
149.0,0.0,517348152.062062,0.119999999998981,0.0299999999988358
150.0,1.0,564309862.920011,0.169999999998254,0.0299999999988358
150.0,0.0,516142555.530718,0.139999999999418,0.0200000000004366
256.0,1.0,566977847.822831,0.280000000002474,0.0299999999988358
256.0,0.0,519157447.797877,0.180000000000291,0.0300000000024738
512.0,1.0,565126492.970549,0.520000000000437,0.0499999999992724
512.0,0.0,524855938.779745,0.390000000003056,0.0499999999992724
1024.0,1.0,552590487.026855,1.06000000000131,0.0799999999981083
1024.0,0.0,531517275.425196,0.720000000001164,0.0600000000013097
2048.0,1.0,546230037.09437,2.2400000000016,0.159999999999854
2048.0,0.0,537172190.770514,1.47000000000116,0.139999999999418
