sample.fraction,min.node.size,MSE,runtime_training,runtime_prediction
0.08,49.0,1250843953.66083,0.0600000000013097,0.0099999999983992
0.08,50.0,1258319304.14493,0.0599999999976717,0.0300000000024738
0.09,1.0,752534198.200607,0.120000000002619,0.0300000000024738
0.09,2.0,754949191.114937,0.110000000000582,0.0299999999988358
0.09,3.0,757908792.03925,0.110000000000582,0.0300000000024738
0.09,4.0,762922816.493464,0.0900000000001455,0.0300000000024738
0.09,5.0,767133812.875422,0.0900000000001455,0.0299999999988358
0.09,6.0,775581408.291193,0.0900000000001455,0.0299999999988358
0.09,7.0,777015133.224746,0.069999999999709,0.0299999999988358
0.09,8.0,786314676.04029,0.0900000000001455,0.0299999999988358
0.09,9.0,790805583.068087,0.0799999999981083,0.0299999999988358
0.09,10.0,795820475.207955,0.0799999999981083,0.0099999999983992
0.09,11.0,797791642.824085,0.0900000000001455,0.0200000000004366
