sample.fraction,min.node.size,MSE,runtime_training,runtime_prediction 
0.14,42.0,978418285.261319,0.0800000000017462,0.0099999999983992
0.14,43.0,985121457.437245,0.0600000000013097,0.0299999999988358
0.14,44.0,992964502.331857,0.0600000000013097,0.0300000000024738
0.14,45.0,1003441879.04547,0.0600000000013097,0.0299999999988358
0.14,46.0,1012000431.59002,0.0600000000013097,0.0300000000024738
0.14,47.0,1016785322.30776,0.069999999999709,0.0299999999988358
0.14,48.0,1024248744.72294,0.0599999999976717,0.0400000000008731
0.14,49.0,1032333579.20537,0.0600000000013097,0.0299999999988358
0.14,50.0,1040578705.5722,0.0599999999976717,0.0299999999988358
0.15,1.0,698961502.027207,0.200000000000728,0.0299999999988358
0.15,2.0,703772911.741098,0.169999999998254,0.0299999999988358
0.15,3.0,704243474.320449,0.139999999999418,0.0299999999988358
0.15,4.0,706434116.09678,0.119999999998981,0.0299999999988358
0.15,5.0,713391830.11357,0.110000000000582,0.0299999999988358
0.15,6.0,718331563.510883,0.130000000001019,0.0299999999988358
0.15,7.0,716869135.880478,0.0999999999985448,0.0400000000008731
0.15,8.0,722731533.703073,0.110000000000582,0.0299999999988358
0.15,9.0,725972112.363015,0.0900000000001455,0.0299999999988358
0.15,10.0,735900682.562103,0.100000000002183,0.0300000000024738
0.15,11.0,739002434.162852,0.110000000000582,0.0299999999988358
0.15,12.0,740924495.528623,0.0900000000001455,0.0199999999967986
0.15,13.0,744637132.200406,0.0799999999981083,0.0299999999988358
0.15,14.0,750818533.055637,0.109999999996944,0.0200000000004366
0.15,15.0,750070441.428565,0.100000000002183,0.0400000000008731
0.15,16.0,757580532.400596,0.0800000000017462,0.0299999999988358
0.15,17.0,762664916.454867,0.100000000002183,0.0300000000024738
0.15,18.0,767667051.270974,0.0800000000017462,0.0300000000024738
0.15,19.0,768747733.860752,0.0900000000001455,0.0200000000004366
0.15,20.0,778245638.611919,0.0800000000017462,0.0400000000008731
0.15,21.0,785072559.509131,0.0800000000017462,0.0299999999988358
0.15,22.0,794574393.4753,0.0800000000017462,0.0299999999988358
0.15,23.0,802252983.977373,0.0799999999981083,0.0299999999988358
0.15,24.0,811379175.316464,0.0799999999981083,0.0299999999988358
0.15,25.0,820048440.286614,0.069999999999709,0.0200000000004366
0.15,26.0,828007203.85779,0.0799999999981083,0.0100000000020373
0.15,27.0,835744280.804988,0.0799999999981083,0.0200000000004366
0.15,28.0,843740607.413319,0.0800000000017462,0.0299999999988358
0.15,29.0,847134784.037932,0.069999999999709,0.0299999999988358
0.15,30.0,852499552.475082,0.0599999999976717,0.0100000000020373
0.15,31.0,858510447.065432,0.0800000000017462,0.0400000000008731
0.15,32.0,866924074.711504,0.0600000000013097,0.0299999999988358
0.15,33.0,873471190.365681,0.0799999999981083,0.0299999999988358
0.15,34.0,880993196.277514,0.069999999999709,0.0400000000008731
0.15,35.0,889881382.165604,0.0600000000013097,0.0400000000008731
0.15,36.0,899675591.999648,0.0900000000001455,0.100000000002183
0.15,37.0,904824696.803775,0.069999999999709,0.0499999999992724
0.15,38.0,913433614.803539,0.549999999999272,0.0400000000008731
0.15,39.0,919525052.472653,0.259999999998399,0.109999999996944
0.15,40.0,926789221.783801,0.290000000000873,0.139999999999418
0.15,41.0,934937296.730522,0.149999999997817,0.0100000000020373
0.15,42.0,942635800.885215,0.0799999999981083,0.0299999999988358
0.15,43.0,950230960.774796,0.110000000000582,0.0299999999988358
0.15,44.0,962474922.464512,0.0799999999981083,0.0300000000024738
0.15,45.0,972930699.063471,0.0999999999985448,0.0299999999988358
0.15,46.0,982849282.708775,0.0799999999981083,0.0300000000024738
0.15,47.0,991293625.646449,0.0799999999981083,0.0299999999988358
0.15,48.0,1000658340.32051,0.0800000000017462,0.0100000000020373
0.15,49.0,1011397749.69003,0.0900000000001455,0.0299999999988358
0.15,50.0,1016365708.01239,0.0900000000001455,0.0299999999988358
0.16,1.0,690978994.955178,0.209999999999127,0.0299999999988358
0.16,2.0,691936613.6371,0.159999999999854,0.0400000000008731
0.16,3.0,693598462.269989,0.139999999999418,0.0299999999988358
0.16,4.0,701819719.490924,0.139999999999418,0.0299999999988358
0.16,5.0,709137660.615281,0.139999999999418,0.0299999999988358
0.16,6.0,701524020.480357,0.119999999998981,0.0299999999988358
0.16,7.0,702546185.127512,0.110000000000582,0.0299999999988358
0.16,8.0,708095310.468363,0.110000000000582,0.0299999999988358
0.16,9.0,712828210.337742,0.0900000000001455,0.0299999999988358
0.16,10.0,719724257.589807,0.110000000000582,0.0299999999988358
0.16,11.0,725596200.680475,0.100000000002183,0.0400000000008731
0.16,12.0,723256867.541791,0.110000000000582,0.0299999999988358
0.16,13.0,728218841.697219,0.0900000000001455,0.0299999999988358
0.16,14.0,738080736.289973,0.0900000000001455,0.0299999999988358
0.16,15.0,743140538.40356,0.100000000002183,0.0300000000024738
0.16,16.0,751814728.667903,0.0999999999985448,0.0300000000024738
0.16,17.0,754114281.654538,0.0999999999985448,0.0299999999988358
0.16,18.0,760651998.496587,0.0799999999981083,0.0099999999983992
0.16,19.0,767481908.119473,0.0900000000001455,0.0299999999988358
0.16,20.0,770972261.020992,0.069999999999709,0.0299999999988358
0.16,21.0,778771302.565147,0.0900000000001455,0.0200000000004366
0.16,22.0,784211085.172381,0.0999999999985448,0.0299999999988358
0.16,23.0,791081596.788392,0.0799999999981083,0.0299999999988358
0.16,24.0,796736969.996081,0.069999999999709,0.0400000000008731
0.16,25.0,804889525.995807,0.0800000000017462,0.0300000000024738
0.16,26.0,811288949.412979,0.0800000000017462,0.0300000000024738
0.16,27.0,815992715.84976,0.0800000000017462,0.0299999999988358
0.16,28.0,818937295.104722,0.0800000000017462,0.0299999999988358
0.16,29.0,824345879.987445,0.069999999999709,0.0299999999988358
0.16,30.0,829821640.995012,0.0799999999981083,0.0299999999988358
0.16,31.0,834940136.646914,0.0799999999981083,0.0299999999988358
0.16,32.0,843766122.199163,0.0799999999981083,0.0299999999988358
0.16,33.0,849090318.272151,0.069999999999709,0.0299999999988358
0.16,34.0,855963865.068086,0.0799999999981083,0.0100000000020373
0.16,35.0,865039357.935609,0.0800000000017462,0.0299999999988358
0.16,36.0,872370576.775264,0.0600000000013097,0.0299999999988358
0.16,37.0,878195464.404458,0.0599999999976717,0.0200000000004366
0.16,38.0,884147028.903573,0.0799999999981083,0.0299999999988358
0.16,39.0,891325576.529502,0.069999999999709,0.0200000000004366
0.16,40.0,899358438.522391,0.0800000000017462,0.0299999999988358
0.16,41.0,908393716.981184,0.069999999999709,0.0299999999988358
0.16,42.0,916445175.060471,0.069999999999709,0.0400000000008731
0.16,43.0,923298036.642125,0.0800000000017462,0.0099999999983992
0.16,44.0,931280872.482653,0.0799999999981083,0.0299999999988358
0.16,45.0,936759194.568054,0.069999999999709,0.0400000000008731
0.16,46.0,944245351.551557,0.0600000000013097,0.0299999999988358
0.16,47.0,952917091.845432,0.0599999999976717,0.0300000000024738
0.16,48.0,959366825.164473,0.0600000000013097,0.0200000000004366
0.16,49.0,966561623.858062,0.069999999999709,0.0200000000004366
0.16,50.0,974520749.617642,0.0599999999976717,0.0200000000004366
0.17,1.0,683759832.205779,0.190000000002328,0.0299999999988358
0.17,2.0,685430439.728185,0.159999999999854,0.0299999999988358
0.17,3.0,689981940.927141,0.150000000001455,0.0299999999988358
0.17,4.0,681346508.038843,0.119999999998981,0.0299999999988358
0.17,5.0,686406520.379577,0.139999999999418,0.0299999999988358
0.17,6.0,693644840.692937,0.119999999998981,0.0299999999988358
0.17,7.0,697372241.946814,0.110000000000582,0.0299999999988358
0.17,8.0,705115601.771872,0.110000000000582,0.0299999999988358
0.17,9.0,703483693.137884,0.110000000000582,0.0299999999988358
0.17,10.0,715660484.45441,0.0900000000001455,0.0299999999988358
0.17,11.0,723135860.457383,0.110000000000582,0.0200000000004366
0.17,12.0,727533373.707192,0.0900000000001455,0.0400000000008731
0.17,13.0,733982444.725188,0.0900000000001455,0.0299999999988358
0.17,14.0,740493537.336995,0.0900000000001455,0.0099999999983992
0.17,15.0,741712100.164869,0.100000000002183,0.0300000000024738
0.17,16.0,744821482.642573,0.0999999999985448,0.0300000000024738
0.17,17.0,749324903.861462,0.0999999999985448,0.0100000000020373
0.17,18.0,751917491.006512,0.0799999999981083,0.0299999999988358
0.17,19.0,759033603.775533,0.0900000000001455,0.0200000000004366
0.17,20.0,764192022.745135,0.069999999999709,0.0099999999983992
0.17,21.0,770086069.554003,0.0900000000001455,0.0299999999988358
0.17,22.0,775241836.434853,0.0799999999981083,0.0299999999988358
0.17,23.0,779384693.463633,0.0799999999981083,0.0299999999988358
0.17,24.0,785996823.916656,0.0900000000001455,0.0200000000004366
0.17,25.0,794018605.397379,0.0900000000001455,0.0200000000004366
0.17,26.0,798002432.852187,0.0999999999985448,0.0300000000024738
0.17,27.0,804201689.504376,0.0799999999981083,0.0200000000004366
0.17,28.0,809381466.577798,0.0800000000017462,0.0200000000004366
0.17,29.0,814895691.316119,0.069999999999709,0.0299999999988358
0.17,30.0,823551721.659756,0.0799999999981083,0.0299999999988358
0.17,31.0,830558121.917884,0.0799999999981083,0.0299999999988358
0.17,32.0,836748536.243503,0.0600000000013097,0.0200000000004366
0.17,33.0,841337164.484066,0.0800000000017462,0.0299999999988358
0.17,34.0,851424373.922602,0.0799999999981083,0.0099999999983992
0.17,35.0,857357390.682632,0.0599999999976717,0.0200000000004366
0.17,36.0,864466719.741305,0.0800000000017462,0.0300000000024738
0.17,37.0,870327224.26849,0.0800000000017462,0.0200000000004366
0.17,38.0,876216407.424986,0.0799999999981083,0.0299999999988358
0.17,39.0,884932321.194974,0.069999999999709,0.0200000000004366
0.17,40.0,890862341.117233,0.0800000000017462,0.0300000000024738
0.17,41.0,899472017.097885,0.0800000000017462,0.0099999999983992
0.17,42.0,907027343.394709,0.069999999999709,0.0299999999988358
0.17,43.0,917193698.897371,0.0799999999981083,0.0100000000020373
0.17,44.0,924810102.391538,0.0800000000017462,0.0299999999988358
0.17,45.0,931841993.699215,0.0800000000017462,0.0299999999988358
0.17,46.0,936672913.658768,0.0599999999976717,0.0300000000024738
0.17,47.0,942259861.770361,0.0799999999981083,0.0200000000004366
0.17,48.0,947725147.960304,0.0800000000017462,0.0299999999988358
0.17,49.0,951134002.947023,0.0599999999976717,0.0300000000024738
0.17,50.0,958138537.616521,0.0799999999981083,0.0200000000004366
0.18,1.0,666929587.967824,0.25,0.0300000000024738
0.18,2.0,666907914.803285,0.150000000001455,0.0299999999988358
0.18,3.0,675033736.415483,0.159999999999854,0.0299999999988358
0.18,4.0,675474610.235173,0.119999999998981,0.0300000000024738
0.18,5.0,678524809.574551,0.129999999997381,0.0300000000024738
0.18,6.0,678798862.360955,0.130000000001019,0.0100000000020373
0.18,7.0,689557456.399593,0.110000000000582,0.0299999999988358
0.18,8.0,696673092.769383,0.139999999999418,0.0099999999983992
0.18,9.0,699342308.661408,0.0999999999985448,0.0200000000004366
0.18,10.0,704308012.325411,0.130000000001019,0.0299999999988358
0.18,11.0,707045246.133911,0.0900000000001455,0.0299999999988358
0.18,12.0,716140002.032459,0.110000000000582,0.0299999999988358
0.18,13.0,722841987.119782,0.0900000000001455,0.0299999999988358
0.18,14.0,729872764.751791,0.110000000000582,0.0299999999988358
0.18,15.0,733529332.724554,0.110000000000582,0.0400000000008731
0.18,16.0,737129808.324261,0.0900000000001455,0.0200000000004366
0.18,17.0,741709773.416341,0.0900000000001455,0.0200000000004366
0.18,18.0,752049935.043752,0.110000000000582,0.0299999999988358
0.18,19.0,760445425.171985,0.0799999999981083,0.0299999999988358
0.18,20.0,763255051.499596,0.0999999999985448,0.0299999999988358
0.18,21.0,768290765.274344,0.100000000002183,0.0200000000004366
0.18,22.0,771545779.81891,0.0800000000017462,0.0299999999988358
0.18,23.0,781513852.600659,0.0800000000017462,0.0299999999988358
0.18,24.0,784903263.299356,0.0900000000001455,0.0300000000024738
0.18,25.0,792242779.89553,0.0800000000017462,0.0299999999988358
0.18,26.0,797282769.285967,0.0800000000017462,0.0299999999988358
0.18,27.0,803969046.031591,0.0900000000001455,0.0299999999988358
0.18,28.0,809395175.328183,0.0799999999981083,0.0299999999988358
0.18,29.0,812339134.488423,0.0799999999981083,0.0099999999983992
0.18,30.0,818997566.946653,0.0799999999981083,0.0299999999988358
0.18,31.0,824078688.571324,0.069999999999709,0.0200000000004366
0.18,32.0,829373030.465284,0.0800000000017462,0.0100000000020373
0.18,33.0,832781456.958161,0.0900000000001455,0.0200000000004366
0.18,34.0,841473647.362506,0.0800000000017462,0.0200000000004366
0.18,35.0,851549257.080295,0.069999999999709,0.0299999999988358
0.18,36.0,859680917.28758,0.0799999999981083,0.0299999999988358
0.18,37.0,865108600.928809,0.0799999999981083,0.0200000000004366
0.18,38.0,871995248.162113,0.069999999999709,0.0200000000004366
0.18,39.0,878830686.980208,0.0600000000013097,0.0100000000020373
0.18,40.0,884285257.274377,0.069999999999709,0.0299999999988358
0.18,41.0,893139295.633091,0.0599999999976717,0.0400000000008731
0.18,42.0,900485124.71487,0.0800000000017462,0.0300000000024738
0.18,43.0,906104739.28974,0.069999999999709,0.0200000000004366
0.18,44.0,911195689.628694,0.0799999999981083,0.0299999999988358
0.18,45.0,918376787.100003,0.069999999999709,0.0200000000004366
0.18,46.0,925014666.306236,0.0600000000013097,0.0300000000024738
0.18,47.0,929752616.879962,0.0800000000017462,0.0299999999988358
0.18,48.0,933180073.993475,0.0800000000017462,0.0099999999983992
0.18,49.0,936656254.366584,0.0799999999981083,0.0100000000020373
0.18,50.0,945172212.031808,0.069999999999709,0.0299999999988358
0.19,1.0,673559065.884384,0.220000000001164,0.0299999999988358
0.19,2.0,681184134.428189,0.180000000000291,0.0299999999988358
0.19,3.0,680726323.737668,0.159999999999854,0.0400000000008731
0.19,4.0,680079564.636551,0.139999999999418,0.0300000000024738
0.19,5.0,673983409.533632,0.139999999999418,0.0299999999988358
0.19,6.0,676434236.661172,0.119999999998981,0.0299999999988358
0.19,7.0,680003588.365714,0.119999999998981,0.0400000000008731
0.19,8.0,689296602.511839,0.130000000001019,0.0400000000008731
0.19,9.0,689278930.454143,0.110000000000582,0.0299999999988358
0.19,10.0,689183573.357435,0.110000000000582,0.0400000000008731
0.19,11.0,704658403.518761,0.110000000000582,0.0299999999988358
0.19,12.0,707109325.715201,0.110000000000582,0.0200000000004366
0.19,13.0,712793096.547834,0.0900000000001455,0.0400000000008731
0.19,14.0,719811407.56584,0.110000000000582,0.0099999999983992
0.19,15.0,721890638.398741,0.110000000000582,0.0299999999988358
0.19,16.0,726787955.599955,0.100000000002183,0.0300000000024738
0.19,17.0,733469465.941071,0.0999999999985448,0.0300000000024738
0.19,18.0,738638688.24717,0.0999999999985448,0.0299999999988358
0.19,19.0,745307109.30393,0.0999999999985448,0.0099999999983992
0.19,20.0,749737912.28913,0.0999999999985448,0.0099999999983992
0.19,21.0,756320990.877817,0.100000000002183,0.0200000000004366
0.19,22.0,763893826.977928,0.0800000000017462,0.0200000000004366
0.19,23.0,768486841.464615,0.110000000000582,0.0200000000004366
0.19,24.0,777155577.458489,0.0799999999981083,0.0300000000024738
0.19,25.0,783760936.895281,0.0999999999985448,0.0299999999988358
0.19,26.0,790397337.534054,0.0799999999981083,0.0299999999988358
0.19,27.0,796049248.967907,0.0900000000001455,0.0200000000004366
0.19,28.0,802366102.197036,0.069999999999709,0.0299999999988358
0.19,29.0,810718266.06755,0.0799999999981083,0.0300000000024738
0.19,30.0,814772884.195559,0.0799999999981083,0.0300000000024738
0.19,31.0,819509467.185063,0.0800000000017462,0.0400000000008731
0.19,32.0,825055968.899682,0.0800000000017462,0.0299999999988358
0.19,33.0,829484351.494852,0.0800000000017462,0.0199999999967986
0.19,34.0,833785970.951814,0.0799999999981083,0.0099999999983992
0.19,35.0,841111421.122826,0.069999999999709,0.0200000000004366
0.19,36.0,847223498.595442,0.0800000000017462,0.0300000000024738
0.19,37.0,855704856.550009,0.0800000000017462,0.0300000000024738
0.19,38.0,859741597.411665,0.0800000000017462,0.0099999999983992
0.19,39.0,866463176.266419,0.0600000000013097,0.0099999999983992
0.19,40.0,872575230.848445,0.0799999999981083,0.0300000000024738
0.19,41.0,878381332.743336,0.0799999999981083,0.0300000000024738
0.19,42.0,883495806.650823,0.0800000000017462,0.0200000000004366
0.19,43.0,889307039.845871,0.0800000000017462,0.0099999999983992
0.19,44.0,898391038.540184,0.0799999999981083,0.0299999999988358
0.19,45.0,904874028.311406,0.0799999999981083,0.0299999999988358
0.19,46.0,912148265.780302,0.0600000000013097,0.0299999999988358
0.19,47.0,917746385.006811,0.0800000000017462,0.0299999999988358
0.19,48.0,922222675.800393,0.0799999999981083,0.0099999999983992
0.19,49.0,926983673.931907,0.069999999999709,0.0400000000008731
0.19,50.0,935865140.963898,0.0800000000017462,0.0100000000020373
0.2,1.0,678358120.693739,0.18999999999869,0.0300000000024738
0.2,2.0,676483150.14515,0.180000000000291,0.0400000000008731
0.2,3.0,680902846.115189,0.159999999999854,0.0300000000024738
0.2,4.0,682281438.713753,0.140000000003056,0.0300000000024738
0.2,5.0,680945812.895493,0.139999999999418,0.0400000000008731
0.2,6.0,685600207.462282,0.139999999999418,0.0299999999988358
0.2,7.0,684364230.931374,0.119999999998981,0.0300000000024738
0.2,8.0,689517227.376428,0.120000000002619,0.0300000000024738
0.2,9.0,692735854.376686,0.110000000000582,0.0299999999988358
0.2,10.0,701921785.757294,0.110000000000582,0.0300000000024738
0.2,11.0,706917473.258445,0.110000000000582,0.0299999999988358
0.2,12.0,710641458.440543,0.110000000000582,0.0300000000024738
0.2,13.0,717285786.423382,0.110000000000582,0.0299999999988358
0.2,14.0,720942489.954633,0.0999999999985448,0.0200000000004366
0.2,15.0,722401164.639192,0.0900000000001455,0.0300000000024738
0.2,16.0,725751844.235593,0.110000000000582,0.0299999999988358
0.2,17.0,733230217.601194,0.0999999999985448,0.0299999999988358
0.2,18.0,739599520.459262,0.100000000002183,0.0400000000008731
0.2,19.0,746473621.922645,0.0900000000001455,0.0400000000008731
0.2,20.0,756404149.878522,0.0900000000001455,0.0299999999988358
0.2,21.0,765531307.300087,0.0900000000001455,0.0299999999988358
0.2,22.0,769102609.539595,0.0900000000001455,0.0199999999967986
0.2,23.0,773813189.380852,0.0999999999985448,0.0299999999988358
0.2,24.0,782685639.035204,0.0999999999985448,0.0099999999983992
0.2,25.0,788425800.675865,0.0900000000001455,0.0299999999988358
0.2,26.0,790705736.318814,0.0900000000001455,0.0099999999983992
0.2,27.0,794361628.54777,0.0900000000001455,0.0299999999988358
0.2,28.0,799431240.857962,0.0799999999981083,0.0299999999988358
0.2,29.0,803418862.886009,0.0799999999981083,0.0299999999988358
0.2,30.0,808703101.243817,0.0900000000001455,0.0099999999983992
0.2,31.0,812546048.086926,0.0900000000001455,0.0299999999988358
0.2,32.0,819688548.668527,0.0799999999981083,0.0299999999988358
0.2,33.0,823337111.321883,0.0799999999981083,0.0299999999988358
0.2,34.0,827058328.322639,0.069999999999709,0.0400000000008731
0.2,35.0,834715624.873507,0.0900000000001455,0.0299999999988358
0.2,36.0,838765210.183874,0.0799999999981083,0.0100000000020373
0.2,37.0,845362870.214355,0.0799999999981083,0.0300000000024738
0.2,38.0,849426462.533099,0.0800000000017462,0.0200000000004366
0.2,39.0,854836440.723297,0.0800000000017462,0.0099999999983992
0.2,40.0,861655645.809362,0.0799999999981083,0.0299999999988358
0.2,41.0,868450878.860155,0.0799999999981083,0.0299999999988358
0.2,42.0,874344032.986217,0.069999999999709,0.0200000000004366
0.2,43.0,883457248.531504,0.0800000000017462,0.0299999999988358
0.2,44.0,890094157.586584,0.0799999999981083,0.0299999999988358
0.2,45.0,894554185.889192,0.0599999999976717,0.0200000000004366
0.2,46.0,903592685.380312,0.0600000000013097,0.0300000000024738
0.2,47.0,906610608.808651,0.0800000000017462,0.0200000000004366
0.2,48.0,912097368.221932,0.0600000000013097,0.0099999999983992
0.2,49.0,920173299.324741,0.069999999999709,0.0299999999988358
0.2,50.0,927754982.510103,0.0799999999981083,0.0300000000024738
0.21,1.0,658919373.133164,0.270000000000437,0.0299999999988358
0.21,2.0,668564407.810496,0.18999999999869,0.0300000000024738
0.21,3.0,670675036.778633,0.159999999999854,0.0499999999992724
0.21,4.0,668498361.285985,0.139999999999418,0.0300000000024738
0.21,5.0,672735904.998798,0.139999999999418,0.0400000000008731
0.21,6.0,668058481.712679,0.119999999998981,0.0299999999988358
0.21,7.0,668062086.619634,0.119999999998981,0.0299999999988358
0.21,8.0,671224493.631418,0.150000000001455,0.0300000000024738
0.21,9.0,670938519.497009,0.180000000000291,0.0300000000024738
0.21,10.0,677308653.201238,0.139999999999418,0.0299999999988358
0.21,11.0,686905509.575156,0.110000000000582,0.0299999999988358
0.21,12.0,688995523.396898,0.110000000000582,0.0299999999988358
0.21,13.0,690026600.201534,0.110000000000582,0.0299999999988358
0.21,14.0,697324804.964232,0.110000000000582,0.0099999999983992
0.21,15.0,701273514.253057,0.0900000000001455,0.0299999999988358
0.21,16.0,711383181.68773,0.110000000000582,0.0299999999988358
0.21,17.0,712710332.818154,0.0900000000001455,0.0299999999988358
0.21,18.0,715173970.756726,0.110000000000582,0.0100000000020373
0.21,19.0,724580162.480786,0.0999999999985448,0.0300000000024738
0.21,20.0,731105360.193491,0.0999999999985448,0.0299999999988358
0.21,21.0,733996576.433763,0.119999999998981,0.0299999999988358
0.21,22.0,743213054.871526,0.130000000001019,0.0400000000008731
0.21,23.0,747439732.452298,0.0900000000001455,0.0299999999988358
0.21,24.0,750236252.296826,0.100000000002183,0.0200000000004366
0.21,25.0,756682431.197987,0.0800000000017462,0.0200000000004366
0.21,26.0,760372495.4296,0.100000000002183,0.0300000000024738
0.21,27.0,767008395.218199,0.0799999999981083,0.0200000000004366
0.21,28.0,771927487.547202,0.0999999999985448,0.0299999999988358
0.21,29.0,776478572.327102,0.0799999999981083,0.0299999999988358
0.21,30.0,784319549.519291,0.110000000000582,0.0299999999988358
0.21,31.0,792552074.000408,0.110000000000582,0.0299999999988358
0.21,32.0,799147760.336634,0.0900000000001455,0.0099999999983992
0.21,33.0,807029006.458737,0.110000000000582,0.0099999999983992
0.21,34.0,812091498.827277,0.0900000000001455,0.0299999999988358
0.21,35.0,816791024.666797,0.069999999999709,0.0299999999988358
0.21,36.0,823109822.042452,0.0799999999981083,0.0300000000024738
0.21,37.0,830658636.882703,0.0799999999981083,0.0300000000024738
0.21,38.0,835228328.906701,0.0800000000017462,0.0400000000008731
0.21,39.0,841506358.893986,0.0800000000017462,0.0299999999988358
0.21,40.0,843487978.73755,0.0800000000017462,0.0299999999988358
0.21,41.0,851093164.890661,0.0799999999981083,0.0299999999988358
0.21,42.0,856604432.312232,0.0799999999981083,0.0299999999988358
0.21,43.0,861758233.663188,0.069999999999709,0.0299999999988358
0.21,44.0,868006781.975492,0.0799999999981083,0.0100000000020373
0.21,45.0,874102876.531179,0.069999999999709,0.0299999999988358
0.21,46.0,880598785.955613,0.0800000000017462,0.0299999999988358
0.21,47.0,888588539.00988,0.069999999999709,0.0200000000004366
0.21,48.0,894165942.90103,0.0599999999976717,0.0300000000024738
0.21,49.0,899865221.879674,0.0800000000017462,0.0400000000008731
0.21,50.0,904084006.340083,0.0800000000017462,0.0299999999988358
0.22,1.0,648848853.402462,0.209999999999127,0.0300000000024738
0.22,2.0,660547454.438634,0.18999999999869,0.0299999999988358
0.22,3.0,654595476.616451,0.159999999999854,0.0300000000024738
0.22,4.0,651680110.871167,0.180000000000291,0.0299999999988358
0.22,5.0,653811229.524172,0.159999999999854,0.0300000000024738
0.22,6.0,662800845.238317,0.139999999999418,0.0299999999988358
0.22,7.0,665958260.169646,0.119999999998981,0.0400000000008731
0.22,8.0,671934194.081786,0.119999999998981,0.0299999999988358
0.22,9.0,670934535.558255,0.119999999998981,0.0300000000024738
0.22,10.0,672814711.838897,0.120000000002619,0.0300000000024738
0.22,11.0,672662347.28512,0.110000000000582,0.0299999999988358
0.22,12.0,672621741.000822,0.110000000000582,0.0100000000020373
0.22,13.0,677738688.989938,0.110000000000582,0.0199999999967986
0.22,14.0,688580110.045244,0.109999999996944,0.0300000000024738
0.22,15.0,693402589.398591,0.130000000001019,0.0300000000024738
0.22,16.0,700479143.179782,0.0999999999985448,0.0300000000024738
0.22,17.0,705118163.665389,0.110000000000582,0.0299999999988358
0.22,18.0,713646945.980549,0.0900000000001455,0.0100000000020373
0.22,19.0,718605930.347918,0.0999999999985448,0.0299999999988358
0.22,20.0,723820220.974829,0.0999999999985448,0.0299999999988358
0.22,21.0,730194022.333552,0.0999999999985448,0.0299999999988358
0.22,22.0,734311008.165398,0.100000000002183,0.0400000000008731
0.22,23.0,738606902.008605,0.0900000000001455,0.0400000000008731
0.22,24.0,744141168.365445,0.0900000000001455,0.0299999999988358
0.22,25.0,750194909.808406,0.0900000000001455,0.0299999999988358
0.22,26.0,756730682.066443,0.0900000000001455,0.0199999999967986
0.22,27.0,762395287.358364,0.0999999999985448,0.0200000000004366
0.22,28.0,766917219.350528,0.0999999999985448,0.0299999999988358
0.22,29.0,774199222.177645,0.100000000002183,0.0200000000004366
0.22,30.0,780092308.889677,0.0900000000001455,0.0299999999988358
0.22,31.0,784340559.990925,0.0800000000017462,0.0299999999988358
0.22,32.0,788140997.017165,0.0900000000001455,0.0200000000004366
0.22,33.0,794547943.517121,0.0800000000017462,0.0299999999988358
0.22,34.0,797330654.916777,0.0800000000017462,0.0299999999988358
0.22,35.0,804050899.596745,0.069999999999709,0.0299999999988358
0.22,36.0,811724293.452332,0.0900000000001455,0.0199999999967986
0.22,37.0,817332247.900668,0.0999999999985448,0.0299999999988358
0.22,38.0,818098353.900549,0.0799999999981083,0.0299999999988358
0.22,39.0,823300413.517402,0.069999999999709,0.0299999999988358
0.22,40.0,827841588.238251,0.0799999999981083,0.0300000000024738
0.22,41.0,834004688.218291,0.0799999999981083,0.0100000000020373
0.22,42.0,838354789.365715,0.0800000000017462,0.0400000000008731
0.22,43.0,845365577.062461,0.0800000000017462,0.0299999999988358
0.22,44.0,851727070.391172,0.0800000000017462,0.0299999999988358
0.22,45.0,856191117.123286,0.0799999999981083,0.0299999999988358
0.22,46.0,862172026.939611,0.0800000000017462,0.0299999999988358
0.22,47.0,869015132.419434,0.0800000000017462,0.0299999999988358
0.22,48.0,876741227.670257,0.069999999999709,0.0200000000004366
0.22,49.0,882677467.090487,0.110000000000582,0.0299999999988358
0.22,50.0,888676845.562994,0.0799999999981083,0.0099999999983992
0.23,1.0,646458183.539884,0.220000000001164,0.0400000000008731
0.23,2.0,647752582.921762,0.200000000000728,0.0299999999988358
0.23,3.0,650378375.546195,0.169999999998254,0.0300000000024738
0.23,4.0,651754491.210832,0.159999999999854,0.0400000000008731
0.23,5.0,653962662.099318,0.170000000001892,0.0300000000024738
0.23,6.0,657569335.490177,0.150000000001455,0.0299999999988358
0.23,7.0,665231749.654072,0.119999999998981,0.0200000000004366
0.23,8.0,673349652.623547,0.119999999998981,0.0299999999988358
0.23,9.0,670057550.457284,0.119999999998981,0.0300000000024738
0.23,10.0,674610057.28221,0.120000000002619,0.0300000000024738
0.23,11.0,685027977.623105,0.120000000002619,0.0299999999988358
0.23,12.0,687798785.412621,0.109999999996944,0.0299999999988358
0.23,13.0,688191293.930916,0.110000000000582,0.0300000000024738
0.23,14.0,698875328.530179,0.110000000000582,0.0299999999988358
0.23,15.0,698483067.012742,0.110000000000582,0.0300000000024738
0.23,16.0,697397001.05265,0.110000000000582,0.0299999999988358
0.23,17.0,700786910.62078,0.110000000000582,0.0300000000024738
0.23,18.0,706755262.396297,0.110000000000582,0.0299999999988358
0.23,19.0,711306019.539919,0.110000000000582,0.0300000000024738
