"","num_trees","sample_fraction","mtry","replace","min_node_size","mse","runtime_training","runtime_prediction"
"2",838,0.295405212324113,4,FALSE,5,816916818.155289,0.25,0.0700000000000003
"3",1056,0.530629515228793,13,TRUE,3,707289646.848481,1,0.130000000000003
"4",814,0.20473859696649,41,FALSE,5,743438506.806123,0.640000000000001,0.0300000000000011
"5",458,0.971719222748652,48,TRUE,1,710539051.729954,2.19,0.0900000000000034
"6",600,0.357573750638403,55,TRUE,3,729991482.44643,1.14,0.0500000000000114
"7",1197,0.609239935711958,35,TRUE,13,706474042.589737,1.47,0.0700000000000074
"8",1006,0.446478381403722,5,FALSE,24,831453092.826383,0.260000000000005,0.039999999999992
"9",1890,0.810032513621263,24,FALSE,18,676706346.279549,2.02,0.100000000000009
"10",574,0.20717681045644,3,TRUE,3,922847693.905435,0.150000000000006,0.039999999999992
"11",1581,0.318947887676768,5,FALSE,49,1030903952.71753,0.240000000000009,0.0500000000000114
"12",1755,0.867308662878349,27,TRUE,24,707994109.241715,1.84999999999999,0.0800000000000125
"13",1553,0.271842376608402,42,TRUE,27,794004854.235584,0.769999999999996,0.0499999999999972
"14",1742,0.796807735180482,30,FALSE,13,686261296.005832,2.46000000000001,0.0999999999999943
"15",839,0.489421571162529,34,FALSE,12,703517804.91701,0.969999999999999,0.0500000000000114
"16",115,0.650410249852575,46,FALSE,35,770171802.911227,0.159999999999997,0.0299999999999869
"17",1185,0.719142291718163,45,TRUE,29,729095253.994079,1.63999999999999,0.0500000000000114
"18",1526,0.743067140365019,12,TRUE,34,750121686.001394,0.730000000000004,0.0599999999999881
"19",1815,0.168351362855174,32,TRUE,4,763967400.419239,1.02999999999999,0.0700000000000074
"20",65,0.64616945758462,27,FALSE,11,700703803.499051,0.0999999999999943,0.0300000000000011
"21",1281,0.530461364402436,31,TRUE,44,775739709.999257,0.739999999999995,0.0499999999999972
"22",1237,0.831034515518695,39,TRUE,19,696191618.383911,1.92,0.0700000000000074
"23",160,0.362394606648013,24,TRUE,43,827529453.58013,0.0699999999999932,0.00999999999999091
"24",849,0.579665527166799,2,FALSE,13,929627741.997346,0.219999999999999,0.0300000000000011
"25",703,0.663407462555915,25,TRUE,27,728644600.919655,0.530000000000001,0.0300000000000011
"26",416,0.635631276504137,15,TRUE,46,789471157.979683,0.170000000000002,0.0300000000000011
"27",1721,0.326080505899154,11,TRUE,36,858924095.632634,0.359999999999999,0.0600000000000023
"28",546,0.102026071539149,19,FALSE,33,1045039277.79055,0.129999999999995,0.0300000000000011
"29",1703,0.488254227908328,37,TRUE,45,788623310.887158,1.03,0.039999999999992
"30",789,0.319731400953606,54,FALSE,13,747846326.076955,0.72999999999999,0.0600000000000023
"31",1681,0.582186511531472,29,FALSE,16,700771333.371226,1.58,0.0700000000000074
"32",632,0.508909363602288,40,TRUE,1,717230154.370475,1.5,0.0400000000000063
"33",902,0.357348878425546,20,TRUE,28,784508361.793246,0.349999999999994,0.0499999999999972
"34",1773,0.24032356182579,6,FALSE,15,859207339.816466,0.340000000000003,0.0699999999999932
"35",228,0.782246552174911,31,TRUE,34,743874059.253086,0.25,0.00999999999999091
"36",1987,0.988363093486987,13,TRUE,37,730980514.791093,1.14,0.0800000000000125
"37",396,0.518213940807618,23,FALSE,28,749516850.652121,0.25,0.0300000000000011
"38",1924,0.226582027529366,3,FALSE,21,1042738709.42457,0.280000000000001,0.0700000000000074
"39",306,0.306001705885865,58,TRUE,1,742050877.589182,0.670000000000002,0.0299999999999869
"40",652,0.785199013235979,42,FALSE,17,712341814.783615,1.14,0.0400000000000063
"41",278,0.907335737184621,6,FALSE,11,689239380.415666,0.170000000000002,0.019999999999996
"42",1690,0.862458914029412,32,FALSE,47,774849834.790339,1.70999999999999,0.0599999999999881
"43",1376,0.966440740390681,46,FALSE,13,745839902.267863,3.8,0.0699999999999932
"44",498,0.337424997566268,48,FALSE,29,776997840.328892,0.360000000000014,0.0300000000000011
"45",859,0.204088716791011,8,FALSE,34,972063389.048606,0.160000000000011,0.0300000000000011
"46",673,0.777291990560479,55,FALSE,15,752513903.141739,1.70999999999999,0.0400000000000063
"47",1952,0.77706258604303,11,FALSE,40,762967677.638831,0.809999999999988,0.0800000000000125
"48",510,0.799728749226779,20,FALSE,35,737475616.621794,0.390000000000001,0.0300000000000011
"49",918,0.942359115579166,37,TRUE,20,686224041.685626,2.19,0.0799999999999983
"50",308,0.932151411357336,51,TRUE,11,713401489.779025,0.950000000000003,0.0300000000000011
"51",863,0.255042551760562,35,TRUE,42,855535802.646274,0.310000000000002,0.0300000000000011
"52",1713,0.460323635255918,51,FALSE,43,803509980.707564,1.34,0.0500000000000114
"53",1070,0.818822691752575,40,FALSE,19,725733984.111822,1.78,0.0499999999999972
"54",448,0.461992829455994,8,TRUE,8,756074810.318366,0.190000000000012,0.0300000000000011
"55",509,0.383846373716369,26,FALSE,7,715452809.030019,0.469999999999999,0.0499999999999972
"56",751,0.67727521636989,13,FALSE,20,712775376.219898,0.420000000000002,0.0400000000000063
"57",480,0.954555993783288,12,FALSE,9,649476031.372224,0.439999999999998,0.0499999999999972
"58",1526,0.442284617060795,42,FALSE,41,795405941.509161,0.969999999999999,0.0499999999999972
"59",400,0.181088913418353,14,TRUE,19,853031201.178329,0.0999999999999943,0.0300000000000011
"60",1154,0.4707457464654,40,TRUE,18,729117283.848832,1.08999999999999,0.0499999999999829
"61",994,0.326805597101338,4,FALSE,30,956465041.706722,0.159999999999997,0.0500000000000114
"62",911,0.927193066780455,57,FALSE,25,797028081.205678,2.08000000000001,0.0499999999999829
"63",107,0.577922423020937,1,FALSE,28,1582644648.96157,0.039999999999992,0.0300000000000011
"64",629,0.106358364224434,28,TRUE,37,1057616249.11511,0.109999999999985,0.0300000000000011
"65",1169,0.347971227997914,51,TRUE,6,733023896.712007,1.50999999999999,0.0600000000000023
"66",3,0.127694408642128,40,FALSE,3,1336130493.31452,0.0300000000000011,0.00999999999999091
"67",1015,0.362257424229756,53,FALSE,44,820838817.971918,0.620000000000005,0.0400000000000205
"68",1159,0.510435555828735,3,FALSE,43,1004109022.37414,0.240000000000009,0.0400000000000205
"69",711,0.834168187458999,2,FALSE,11,870742230.636964,0.199999999999989,0.0400000000000205
"70",387,0.449394108983688,8,FALSE,3,726534476.090852,0.240000000000009,0.0300000000000011
"71",1306,0.310177827579901,51,FALSE,1,731077611.568308,3.09999999999999,0.0900000000000034
"72",1815,0.722643646108918,14,FALSE,17,682173073.886009,1.19,0.0999999999999943
"73",1660,0.329904754878953,26,TRUE,10,743257094.112042,1.09,0.0799999999999841
"74",1804,0.817641376284882,16,FALSE,45,765420830.93529,1.16,0.0799999999999841
"75",1191,0.330130226397887,40,TRUE,4,722995477.791679,1.54000000000002,0.0600000000000023
"76",719,0.598468503449112,59,TRUE,34,776147364.958661,1.02000000000001,0.0400000000000205
"77",385,0.665560527262278,37,TRUE,12,695557286.581186,0.669999999999987,0.0300000000000011
"78",1941,0.840075088967569,33,TRUE,48,747382949.094701,1.75999999999999,0.0800000000000125
"79",650,0.414469853928313,31,TRUE,28,756369190.237326,0.379999999999995,0.039999999999992
"80",349,0.782353839278221,28,TRUE,41,746106944.814163,0.319999999999993,0.0300000000000011
"81",809,0.795351042971015,16,FALSE,13,683234603.81207,0.75,0.0800000000000125
"82",374,0.120295216352679,13,TRUE,10,842523280.37589,0.110000000000014,0.0300000000000011
"83",1933,0.277059195400216,49,TRUE,3,734024124.670992,2.50999999999999,0.0999999999999943
"84",1571,0.266161845577881,20,TRUE,4,743257937.532287,0.920000000000016,0.0800000000000125
"85",1063,0.344958487851545,17,TRUE,3,733320883.710364,0.730000000000018,0.0600000000000023
"86",1862,0.665726502565667,3,FALSE,9,777176823.918557,0.599999999999994,0.0900000000000034
"87",1310,0.907219024840742,10,TRUE,8,692151860.862779,1.03,0.0800000000000125
"88",371,0.353780940081924,10,TRUE,30,828946616.366025,0.120000000000005,0.0300000000000011
"89",926,0.735490329470485,59,TRUE,5,708454183.771856,3.03999999999999,0.0600000000000023
"90",453,0.159442776930518,26,FALSE,13,789345414.34824,0.139999999999986,0.0300000000000011
"91",996,0.602885987074114,7,TRUE,16,751816707.508231,0.359999999999985,0.039999999999992
"92",472,0.696936377580278,19,TRUE,23,719898745.615943,0.329999999999984,0.0300000000000011
"93",336,0.192327833338641,33,TRUE,25,832419361.278851,0.120000000000005,0.00999999999999091
"94",700,0.77292983441148,38,TRUE,19,703850351.945203,1,0.0500000000000114
"95",681,0.708076757541858,38,TRUE,50,773984505.343269,0.610000000000014,0.0300000000000011
"96",621,0.710215563164093,23,FALSE,44,772145363.23109,0.390000000000015,0.0300000000000011
"97",970,0.242788765043952,31,TRUE,27,813315421.788873,0.319999999999993,0.039999999999992
"98",997,0.582150379451923,15,TRUE,12,711572949.76419,0.629999999999995,0.0500000000000114
"99",1714,0.406900186091661,15,TRUE,4,723244210.573401,1.18000000000001,0.0799999999999841
"100",1376,0.176010262547061,20,FALSE,40,947536853.13558,0.240000000000009,0.0499999999999829
"101",661,0.594151960988529,29,FALSE,49,789987329.866422,0.419999999999987,0.0200000000000102
"102",894,0.396230357163586,21,TRUE,31,783802862.643876,0.349999999999994,0.0499999999999829
"103",843,0.338669946556911,49,TRUE,45,833383292.954291,0.439999999999998,0.0300000000000011
"104",326,0.514556975965388,44,FALSE,16,706683507.774072,0.409999999999997,0.0300000000000011
"105",408,0.397365115978755,60,TRUE,19,735894463.612215,0.469999999999999,0.039999999999992
"106",1646,0.570288219559006,2,TRUE,9,928532792.838604,0.360000000000014,0.0699999999999932
"107",1085,0.137353148497641,38,FALSE,39,983572617.674732,0.219999999999999,0.0300000000000011
"108",1879,0.58238659594208,50,FALSE,8,711160125.191459,3.63,0.0900000000000034
"109",803,0.292035296652466,10,FALSE,13,777735209.87458,0.239999999999981,0.039999999999992
"110",384,0.651885533542372,11,FALSE,31,757372587.559949,0.159999999999997,0.039999999999992
"111",717,0.268158294004388,14,TRUE,11,765679517.697579,0.25,0.0499999999999829
"112",290,0.299279984692112,49,TRUE,7,738076562.688533,0.310000000000002,0.00999999999999091
"113",987,0.615867243148386,35,TRUE,17,717271987.219921,1.06,0.0400000000000205
"114",1782,0.765412262827158,58,TRUE,12,703308646.142784,4.19999999999999,0.0900000000000034
"115",420,0.611963685438968,27,TRUE,35,750384040.067891,0.280000000000001,0.0300000000000011
"116",465,0.863803033297881,40,FALSE,41,774828457.615004,0.560000000000002,0.0300000000000011
"117",404,0.725255547091365,12,FALSE,22,719521941.136095,0.230000000000018,0.0300000000000011
"118",427,0.176699374848977,33,FALSE,10,765390817.960102,0.20999999999998,0.0300000000000011
"119",1122,0.470415211142972,11,FALSE,16,737356464.013765,0.439999999999998,0.0600000000000023
"120",1851,0.399097927147523,40,FALSE,46,816444755.231858,0.969999999999999,0.039999999999992
