"Parameter","Value","MSE","runtime_prediction","runtime_training"
"sample.fraction",0.9,544979715.071427,0.0300000000006548,0.420000000000073
"sample.fraction",0.91,560902180.660075,0.0499999999992724,0.409999999999854
"sample.fraction",0.92,548629175.061889,0.0399999999999636,0.460000000000036
"sample.fraction",0.93,550875049.281862,0.0399999999999636,0.429999999999382
"sample.fraction",0.94,547582730.813814,0.0300000000006548,0.430000000000291
"sample.fraction",0.95,545129023.492702,0.0399999999999636,0.420000000000073
"sample.fraction",0.96,545451368.591902,0.0299999999997453,0.470000000000255
"sample.fraction",0.97,545778584.629028,0.0399999999999636,0.460000000000036
"sample.fraction",0.98,539530948.627629,0.0299999999997453,0.440000000000509
"sample.fraction",0.99,559834699.173987,0.0299999999997453,0.470000000000255
"sample.fraction",1,567143037.297996,0.0500000000001819,0.449999999999818
"min.node.size",1,554860932.969443,0.0600000000004002,0.590000000000146
"min.node.size",2,556052472.118856,0.089999999999236,0.5600000000004
"min.node.size",3,555726955.8465,0.0499999999992724,0.550000000000182
"min.node.size",4,554358701.958288,0.0499999999992724,0.470000000000255
"min.node.size",5,567143037.297996,0.0399999999999636,0.4399999999996
"min.node.size",6,560537941.093556,0.0499999999992724,0.420000000000073
"min.node.size",7,562896908.119631,0.0500000000001819,0.399999999999636
"min.node.size",8,562766605.621333,0.0399999999999636,0.380000000000109
"min.node.size",9,563171136.950377,0.0399999999999636,0.349999999999454
"min.node.size",10,556274649.209957,0.0499999999992724,0.340000000000146
"min.node.size",11,559540944.455397,0.0299999999997453,0.329999999999927
"min.node.size",12,567178566.092931,0.0399999999999636,0.329999999999927
"min.node.size",13,571992312.5922,0.0300000000006548,0.300000000000182
"min.node.size",14,575617363.058427,0.0299999999997453,0.299999999999272
"min.node.size",15,576426880.935444,0.0299999999997453,0.280000000000655
"min.node.size",16,577513189.148113,0.0299999999997453,0.300000000000182
"min.node.size",17,582906712.590352,0.0299999999997453,0.279999999999745
"min.node.size",18,585456089.19665,0.0299999999997453,0.300000000000182
"min.node.size",19,586203336.946822,0.0299999999997453,0.279999999999745
"min.node.size",20,587300660.711329,0.0299999999997453,0.270000000000437
"min.node.size",21,594031074.630392,0.0300000000006548,0.270000000000437
"min.node.size",22,594516262.569927,0.0300000000006548,0.25
"min.node.size",23,595546353.16028,0.0299999999997453,0.260000000000218
"min.node.size",24,592962820.16139,0.0300000000006548,0.25
"min.node.size",25,592998102.01278,0.0299999999997453,0.220000000000255
"min.node.size",26,602972461.465293,0.0300000000006548,0.229999999999563
"min.node.size",27,606158521.725143,0.0299999999997453,0.220000000000255
"min.node.size",28,604144960.674695,0.0299999999997453,0.220000000000255
"min.node.size",29,606192607.865584,0.0299999999997453,0.229999999999563
"min.node.size",30,608128776.041452,0.0300000000006548,0.220000000000255
"min.node.size",31,612003218.459172,0.0399999999999636,0.210000000000036
"min.node.size",32,614333918.182032,0.0299999999997453,0.220000000000255
"min.node.size",33,615151960.459779,0.0299999999997453,0.210000000000036
"min.node.size",34,620398919.54723,0.0399999999999636,0.219999999999345
"min.node.size",35,621966904.245592,0.0100000000002183,0.210000000000036
"min.node.size",36,621782685.303262,0.0300000000006548,0.220000000000255
"min.node.size",37,622613101.320149,0.0299999999997453,0.220000000000255
"min.node.size",38,622539406.534153,0.0399999999999636,0.210000000000036
"min.node.size",39,627854067.84785,0.0300000000006548,0.210000000000036
"min.node.size",40,629348084.886967,0.0300000000006548,0.220000000000255
"min.node.size",41,631570643.78352,0.0299999999997453,0.199999999999818
"min.node.size",42,632335658.231477,0.00999999999930878,0.210000000000036
"min.node.size",43,633668400.088592,0.0199999999995271,0.199999999999818
"min.node.size",44,635693640.562033,0.0300000000006548,0.210000000000036
"min.node.size",45,639629329.887785,0.0199999999995271,0.1899999999996
"min.node.size",46,642955169.804797,0.0300000000006548,0.199999999999818
"min.node.size",47,643376996.332881,0.0300000000006548,0.210000000000036
"min.node.size",48,647231667.768283,0.0200000000004366,0.180000000000291
"min.node.size",49,647730418.446605,0.0399999999999636,0.1899999999996
"min.node.size",50,652168327.133048,0.0300000000006548,0.180000000000291
"replace",1,567143037.297996,0.0399999999999636,0.4399999999996
"replace",0,526702116.435184,0.0299999999997453,0.319999999999709
