"","num_trees","sample_fraction","mtry","replace","min_node_size","mse","runtime_training","runtime_prediction"
"1",1624,NA,NA,0,NA,10944182255.7105,0.807999999999993,0.0819999999999709
"2",796,NA,NA,0,NA,10855372689.115,0.395999999999731,0.0459999999997308
"3",901,NA,NA,1,NA,10822698069.3065,0.628000000000247,0.0600000000004002
"4",1013,NA,NA,0,NA,10845092905.6396,0.504000000000087,0.0580000000001746
"5",1040,NA,NA,1,NA,11000656144.8952,0.771999999999935,0.0719999999999345
"6",396,NA,NA,0,NA,10891612724.8864,0.220000000000255,0.0360000000000582
"7",1242,NA,NA,1,NA,10610212851.6316,0.893999999999687,0.0840000000001964
"8",1932,NA,NA,1,NA,11015746330.0495,1.40799999999999,0.120000000000073
"9",1000,NA,NA,0,NA,10680486094.3836,0.478000000000065,0.0440000000000509
"10",74,NA,NA,1,NA,10921167981.9906,0.0759999999998399,0.0240000000001601
"11",1291,NA,NA,1,NA,11215041379.2486,0.889999999999964,0.0779999999998836
"12",477,NA,NA,0,NA,10681284659.597,0.252000000000044,0.0340000000000146
"13",1601,NA,NA,0,NA,10830874561.5888,0.784000000000015,0.0779999999998836
"14",760,NA,NA,1,NA,10823292726.506,0.561999999999898,0.0579999999999927
"15",1275,NA,NA,1,NA,10881398743.5812,0.894000000000233,0.0819999999999709
"16",10,NA,NA,0,NA,10619583836.4749,0.0340000000001964,0.0179999999998472
"17",1392,NA,NA,1,NA,10806508710.0299,0.992000000000371,0.0900000000001455
"18",2028,NA,NA,0,NA,10773985427.0389,0.970000000000073,0.101999999999862
"19",1304,NA,NA,0,NA,10319338313.7801,0.652000000000044,0.0760000000000218
"20",548,NA,NA,0,NA,11213661682.8805,0.303999999999905,0.03799999999992
"21",1987,NA,NA,0,NA,11067490064.2126,0.976000000000022,0.106000000000131
"22",1494,NA,NA,0,NA,10825660694.1233,0.815999999999985,0.0719999999999345
"23",1161,NA,NA,0,NA,10466713421.5355,0.566000000000167,0.06200000000008
"24",478,NA,NA,1,NA,11019908110.6313,0.368000000000029,0.0419999999998254
"25",631,NA,NA,1,NA,10915356536.7053,0.507999999999993,0.0579999999998108
"26",1804,NA,NA,0,NA,10578197213.3229,0.882000000000335,0.0899999999997817
"27",1102,NA,NA,0,NA,10709338520.0983,0.543999999999869,0.0700000000000728
"28",132,NA,NA,1,NA,10935220027.8968,0.109999999999673,0.0260000000002037
"29",762,NA,NA,0,NA,10922210441.9078,0.380000000000109,0.0460000000000946
"30",1870,NA,NA,1,NA,10760586713.4124,1.31800000000003,0.110000000000036
"31",1956,NA,NA,0,NA,10964660525.5643,0.934000000000015,0.0940000000000509
"32",1876,NA,NA,1,NA,10896811502.6314,1.31799999999985,0.118000000000211
"33",116,NA,NA,0,NA,10602335852.1167,0.0800000000001091,0.0260000000002037
"34",612,NA,NA,0,NA,11300854682.5472,0.307999999999993,0.0359999999998763
"35",203,NA,NA,1,NA,10706126364.4274,0.156000000000131,0.0260000000000218
"36",1028,NA,NA,0,NA,10923982719.2228,0.501999999999862,0.0580000000001746
"37",237,NA,NA,0,NA,10530873664.5134,0.142000000000007,0.0260000000000218
"38",548,NA,NA,0,NA,10793669938.969,0.282000000000153,0.0360000000000582
"39",1616,NA,NA,0,NA,10835254981.2117,0.794000000000051,0.0840000000000145
"40",684,NA,NA,0,NA,10533262310.0183,0.344000000000051,0.0480000000001382
"41",174,NA,NA,1,NA,10687829557.1261,0.139999999999964,0.0239999999997963
"42",239,NA,NA,0,NA,10837738996.6075,0.142000000000007,0.0319999999999709
"43",1617,NA,NA,1,NA,10969672204.2159,1.14200000000001,0.0980000000001382
"44",889,NA,NA,0,NA,10858497669.1502,0.462000000000262,0.0580000000001746
"45",142,NA,NA,1,NA,10812712329.7486,0.121999999999753,0.0219999999999345
"46",1737,NA,NA,1,NA,11027086320.4506,1.22999999999993,0.105999999999767
"47",1163,NA,NA,1,NA,10765662131.5819,0.791999999999825,0.0699999999998909
"48",644,NA,NA,0,NA,10461538519.0048,0.32599999999984,0.0380000000001019
"49",1097,NA,NA,0,NA,10627494366.0459,0.53799999999992,0.0600000000000364
"50",1451,NA,NA,0,NA,10986975627.0284,0.706000000000131,0.0700000000002547
"51",57,NA,NA,0,NA,10681508173.9701,0.0500000000001819,0.0239999999999782
"52",343,NA,NA,1,NA,10913609316.9555,0.26200000000008,0.0319999999999709
"53",266,NA,NA,0,NA,10958766958.2011,0.164000000000124,0.0299999999997453
"54",213,NA,NA,1,NA,10987657071.8706,0.183999999999833,0.0300000000001091
"55",2045,NA,NA,0,NA,10988961953.3542,1.0260000000002,0.101999999999862
"56",1205,NA,NA,1,NA,11046637994.6596,0.834000000000196,0.0719999999999345
"57",1973,NA,NA,0,NA,10780813821.7322,0.958000000000175,0.105999999999949
"58",1068,NA,NA,1,NA,11023718644.9501,0.740000000000509,0.0659999999998035
"59",1747,NA,NA,0,NA,10863316000.8779,0.836000000000058,0.0919999999998254
"60",269,NA,NA,1,NA,10675966477.9796,0.205999999999949,0.0300000000001091
"61",434,NA,NA,0,NA,10983311389.1289,0.226000000000204,0.030000000000291
"62",318,NA,NA,1,NA,10646146118.2664,0.240000000000146,0.0300000000001091
"63",323,NA,NA,1,NA,10638603261.9789,0.239999999999782,0.0300000000001091
"64",877,NA,NA,1,NA,11185731636.2812,0.655999999999949,0.0640000000001237
"65",952,NA,NA,0,NA,10893930790.4529,0.472000000000116,0.0500000000001819
"66",1306,NA,NA,1,NA,11224536933.4712,0.973999999999978,0.0860000000000582
